ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1985,1985-09-08,1,23.224,MIN,,SFO,W 28-21,0,0,,0,4,126,31.50,0
2,1985,1985-09-15,2,23.231,MIN,@,TAM,W 31-16,0,0,,0,0,0,,0
3,1985,1985-09-19,3,23.235,MIN,,CHI,L 24-33,3,89,29.67,0,6,182,30.33,0
4,1985,1985-09-29,4,23.245,MIN,@,BUF,W 27-20,0,0,,0,2,64,32.00,0
5,1985,1985-10-06,5,23.252,MIN,@,RAM,L 10-13,0,0,,0,1,10,10.00,0
6,1985,1985-10-20,7,23.266,MIN,,SDG,W 21-17,0,0,,0,4,62,15.50,0
7,1985,1985-10-27,8,23.273,MIN,@,CHI,L 9-27,0,0,,0,4,119,29.75,0
8,1985,1985-11-03,9,23.280,MIN,,DET,W 16-13,0,0,,0,4,74,18.50,0
9,1985,1985-11-10,10,23.287,MIN,,GNB,L 17-27,0,0,,0,4,102,25.50,0
10,1985,1985-11-17,11,23.294,MIN,@,DET,L 21-41,0,0,,0,6,138,23.00,0
11,1985,1985-11-24,12,23.301,MIN,,NOR,L 23-30,1,27,27.00,0,3,85,28.33,0
12,1985,1985-12-01,13,23.308,MIN,@,PHI,W 28-23,0,0,,0,5,108,21.60,0
13,1985,1985-12-08,14,23.315,MIN,,TAM,W 26-7,0,0,,0,2,59,29.50,0
14,1985,1985-12-15,15,23.322,MIN,@,ATL,L 13-14,1,8,8.00,0,3,54,18.00,0
15,1985,1985-12-22,16,23.329,MIN,,PHI,L 35-37,0,0,,0,5,162,32.40,0
16,1986,1986-09-07,1,24.223,MIN,,DET,L 10-13,0,0,,0,4,113,28.25,0
17,1986,1986-09-14,2,24.230,MIN,@,TAM,W 23-10,0,0,,0,1,28,28.00,0
18,1986,1986-09-21,3,24.237,MIN,,PIT,W 31-7,3,25,8.33,0,2,36,18.00,0
19,1986,1986-09-28,4,24.244,MIN,,GNB,W 42-7,0,0,,0,1,15,15.00,0
20,1986,1986-10-05,5,24.251,MIN,@,CHI,L 0-23,0,0,,0,1,21,21.00,0
