ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1998,1998-09-06,1,23.358,CAR,,ATL,L 14-19,,
2,1998,1998-09-13,2,24.000,CAR,@,NOR,L 14-19,,
3,1998,1998-09-27,3,24.014,CAR,,GNB,L 30-37,,
4,1998,1998-10-04,4,24.021,CAR,@,ATL,L 23-51,,
5,1998,1998-10-11,5,24.028,CAR,@,DAL,L 20-27,,1.0
6,1998,1998-10-18,6,24.035,CAR,@,TAM,L 13-16,,
7,1998,1998-10-25,7,24.042,CAR,,BUF,L 14-30,,
8,1998,1998-11-01,8,24.049,CAR,,NOR,W 31-17,,
9,1998,1998-11-08,9,24.056,CAR,@,SFO,L 23-25,,
10,1998,1998-11-15,10,24.063,CAR,,MIA,L 9-13,,
11,1998,1998-11-22,11,24.070,CAR,@,STL,W 24-20,,
12,1998,1998-11-29,12,24.077,CAR,@,NYJ,L 21-48,,
13,1998,1998-12-06,13,24.084,CAR,,SFO,L 28-31,,
14,1998,1998-12-13,14,24.091,CAR,,WAS,L 25-28,,
15,1999,1999-09-12,1,24.364,CAR,@,NOR,L 10-19,*,1.5
16,1999,1999-09-19,2,25.006,CAR,,JAX,L 20-22,*,
17,1999,1999-09-26,3,25.013,CAR,,CIN,W 27-3,*,
18,1999,1999-10-03,4,25.020,CAR,@,WAS,L 36-38,*,
19,1999,1999-10-17,5,25.034,CAR,@,SFO,W 31-29,*,
20,1999,1999-12-12,13,25.090,CAR,@,GNB,W 33-31,*,
21,1999,1999-12-18,14,25.096,CAR,,SFO,W 41-24,*,1.0
22,1999,1999-12-26,15,25.104,CAR,@,PIT,L 20-30,*,1.0
23,1999,2000-01-02,16,25.111,CAR,,NOR,W 45-13,*,1.0
24,2000,2000-09-03,1,25.356,CAR,@,WAS,L 17-20,,
25,2000,2000-09-10,2,25.363,CAR,@,SFO,W 38-22,,
26,2000,2000-09-17,3,26.004,CAR,,ATL,L 10-15,,1.0
27,2000,2000-10-01,4,26.018,CAR,,DAL,L 13-16,,
28,2000,2000-10-22,7,26.039,CAR,,SFO,W 34-16,,1.0
29,2000,2000-10-29,8,26.046,CAR,@,ATL,L 12-13,,
30,2000,2000-11-05,9,26.053,CAR,@,STL,W 27-24,,
31,2000,2000-11-12,10,26.060,CAR,,NOR,L 10-20,,
32,2000,2000-11-19,11,26.067,CAR,@,MIN,L 17-31,,
33,2001,2001-09-09,1,26.361,CAR,@,MIN,W 24-13,,
34,2001,2001-09-23,2,27.010,CAR,@,ATL,L 16-24,,
35,2001,2001-09-30,3,27.017,CAR,,GNB,L 7-28,,
36,2001,2001-10-07,4,27.024,CAR,@,SFO,L 14-24,,
37,2001,2001-10-14,5,27.031,CAR,,NOR,L 25-27,,
38,2001,2001-10-28,7,27.045,CAR,,NYJ,L 12-13,,
