ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1985,1985-09-09,1,24.064,WAS,@,DAL,L 14-44,0,0,,0,
2,1985,1985-09-15,2,24.070,WAS,,HOU,W 16-13,0,0,,0,
3,1985,1985-09-22,3,24.077,WAS,,PHI,L 6-19,0,0,,0,
4,1985,1985-09-29,4,24.084,WAS,@,CHI,L 10-45,1,14,14.00,0,0.0
5,1985,1985-10-07,5,24.092,WAS,,STL,W 27-10,0,0,,0,
6,1985,1985-10-13,6,24.098,WAS,,DET,W 24-3,0,0,,0,1.0
7,1985,1985-10-20,7,24.105,WAS,@,NYG,L 3-17,0,0,,0,
8,1985,1985-10-27,8,24.112,WAS,@,CLE,W 14-7,0,0,,0,
9,1985,1985-11-03,9,24.119,WAS,@,ATL,W 44-10,0,0,,0,3.0
10,1985,1985-11-10,10,24.126,WAS,,DAL,L 7-13,0,0,,0,1.0
11,1985,1985-11-18,11,24.134,WAS,,NYG,W 23-21,0,0,,0,
12,1985,1985-11-24,12,24.140,WAS,@,PIT,W 30-23,0,0,,0,
13,1985,1985-12-01,13,24.147,WAS,,SFO,L 8-35,0,0,,0,
14,1985,1985-12-08,14,24.154,WAS,@,PHI,W 17-12,0,0,,0,
15,1985,1985-12-15,15,24.161,WAS,,CIN,W 27-24,0,0,,0,1.0
16,1985,1985-12-21,16,24.167,WAS,@,STL,W 27-16,0,0,,0,
17,1986,1986-09-07,1,25.062,WAS,,PHI,W 41-14,,,,,
18,1986,1986-09-14,2,25.069,WAS,,RAI,W 10-6,,,,,
19,1986,1986-09-21,3,25.076,WAS,@,SDG,W 30-27,,,,,
20,1986,1986-09-28,4,25.083,WAS,,SEA,W 19-14,,,,,
21,1986,1986-10-05,5,25.090,WAS,@,NOR,W 14-6,,,,,
22,1986,1986-10-12,6,25.097,WAS,@,DAL,L 6-30,,,,,
23,1986,1986-10-19,7,25.104,WAS,,STL,W 28-21,,,,,
24,1986,1986-10-27,8,25.112,WAS,@,NYG,L 20-27,,,,,
25,1986,1986-11-02,9,25.118,WAS,,MIN,W 44-38,,,,,
26,1986,1986-11-09,10,25.125,WAS,@,GNB,W 16-7,,,,,
27,1986,1986-11-17,11,25.133,WAS,,SFO,W 14-6,,,,,
28,1986,1986-11-23,12,25.139,WAS,,DAL,W 41-14,,,,,
29,1986,1986-11-30,13,25.146,WAS,@,STL,W 20-17,,,,,
30,1986,1986-12-07,14,25.153,WAS,,NYG,L 14-24,,,,,
31,1986,1986-12-13,15,25.159,WAS,@,DEN,L 30-31,,,,,
32,1986,1986-12-21,16,25.167,WAS,@,PHI,W 21-14,,,,,
33,1987,1987-09-13,1,26.068,WAS,,PHI,W 34-24,,,,,
34,1987,1987-09-20,2,26.075,WAS,@,ATL,L 20-21,,,,,
35,1987,1987-10-25,6,26.110,WAS,,NYJ,W 17-16,,,,,
36,1987,1987-11-01,7,26.117,WAS,@,BUF,W 27-7,,,,,
37,1987,1987-11-08,8,26.124,WAS,@,PHI,L 27-31,,,,,
38,1987,1987-11-15,9,26.131,WAS,,DET,W 20-13,,,,,
39,1987,1987-11-23,10,26.139,WAS,,RAM,L 26-30,,,,,
40,1987,1987-11-29,11,26.145,WAS,,NYG,W 23-19,,,,,
41,1987,1987-12-06,12,26.152,WAS,@,STL,W 34-17,,,,,
42,1987,1987-12-13,13,26.159,WAS,,DAL,W 24-20,,,,,
43,1987,1987-12-20,14,26.166,WAS,@,MIA,L 21-23,,,,,
44,1987,1987-12-26,15,26.172,WAS,@,MIN,W 27-24,,,,,
45,1988,1988-09-05,1,27.060,WAS,@,NYG,L 20-27,,,,,
46,1988,1988-09-11,2,27.066,WAS,,PIT,W 30-29,,,,,
47,1988,1988-09-18,3,27.073,WAS,,PHI,W 17-10,,,,,
48,1988,1988-09-25,4,27.080,WAS,@,PHO,L 21-30,0,0,,0,1.0
49,1988,1988-10-02,5,27.087,WAS,,NYG,L 23-24,,,,,
50,1988,1988-10-09,6,27.094,WAS,@,DAL,W 35-17,,,,,
51,1988,1988-10-16,7,27.101,WAS,,PHO,W 33-17,,,,,
52,1988,1988-10-23,8,27.108,WAS,@,GNB,W 20-17,,,,,
53,1988,1988-10-30,9,27.115,WAS,@,HOU,L 17-41,,,,,
54,1988,1988-11-06,10,27.122,WAS,,NOR,W 27-24,,,,,
55,1988,1988-11-13,11,27.129,WAS,,CHI,L 14-34,,,,,
56,1988,1988-11-21,12,27.137,WAS,@,SFO,L 21-37,,,,,
57,1988,1988-11-27,13,27.143,WAS,,CLE,L 13-17,0,0,,0,1.0
58,1988,1988-12-04,14,27.150,WAS,@,PHI,W 20-19,,,,,
59,1988,1988-12-11,15,27.157,WAS,,DAL,L 17-24,,,,,
60,1988,1988-12-17,16,27.163,WAS,@,CIN,L 17-20,,,,,
61,1989,1989-09-10,1,28.065,DAL,@,NOR,L 0-28,,,,,
62,1989,1989-09-17,2,28.072,DAL,@,ATL,L 21-27,,,,,
63,1989,1989-09-24,3,28.079,DAL,,WAS,L 7-30,,,,,
64,1989,1989-10-01,4,28.086,DAL,,NYG,L 13-30,,,,,
65,1989,1989-10-08,5,28.093,DAL,@,GNB,L 13-31,,,,,
66,1989,1989-10-15,6,28.100,DAL,,SFO,L 14-31,,,,,
67,1989,1989-10-22,7,28.107,DAL,@,KAN,L 28-36,,,,,
68,1989,1989-10-29,8,28.114,DAL,,PHO,L 10-19,,,,,
69,1989,1989-11-05,9,28.121,DAL,@,WAS,W 13-3,,,,,
70,1989,1989-11-12,10,28.128,DAL,@,PHO,L 20-24,0,0,,0,1.0
71,1989,1989-11-19,11,28.135,DAL,,MIA,L 14-17,0,0,,0,0.5
72,1989,1989-11-23,12,28.139,DAL,,PHI,L 0-27,,,,,
73,1989,1989-12-03,13,28.149,DAL,,RAM,L 31-35,0,0,,0,1.0
74,1989,1989-12-10,14,28.156,DAL,@,PHI,L 10-20,,,,,
75,1989,1989-12-16,15,28.162,DAL,@,NYG,L 0-15,0,0,,0,1.0
76,1989,1989-12-24,16,28.170,DAL,,GNB,L 10-20,,,,,
77,1990,1990-09-09,1,29.064,DAL,,SDG,W 17-14,,,,,
78,1990,1990-09-16,2,29.071,DAL,,NYG,L 7-28,,,,,
79,1990,1990-09-23,3,29.078,DAL,@,WAS,L 15-19,,,,,
80,1990,1990-09-30,4,29.085,DAL,@,NYG,L 17-31,,,,,
81,1990,1990-10-07,5,29.092,DAL,,TAM,W 14-10,,,,,
82,1990,1990-11-11,10,29.127,DAL,,SFO,L 6-24,,,,,
83,1990,1990-11-18,11,29.134,DAL,@,RAM,W 24-21,,,,,
84,1990,1990-11-22,12,29.138,DAL,,WAS,W 27-17,0,0,,0,1.0
85,1990,1990-12-02,13,29.148,DAL,,NOR,W 17-13,,,,,
86,1990,1990-12-16,14,29.162,DAL,,PHO,W 41-10,,,,,
87,1990,1990-12-23,15,29.169,DAL,@,PHI,L 3-17,,,,,
88,1990,1990-12-30,16,29.176,DAL,@,ATL,L 7-26,,,,,
