ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1987,1987-09-13,1,25.363,STL,,DAL,W 24-13,3,3,100.0,1,1,100.0,0,6
2,1987,1987-09-20,2,26.005,STL,@,SDG,L 24-28,3,3,100.0,1,3,33.3,0,6
3,1987,1987-10-18,5,26.033,STL,@,SFO,L 28-34,4,4,100.0,,2,0.0,0,4
4,1987,1987-10-25,6,26.040,STL,@,NYG,L 7-30,1,1,100.0,,,,0,1
5,1987,1987-11-01,7,26.047,STL,,PHI,L 23-28,2,3,66.7,1,2,50.0,0,5
6,1987,1987-11-08,8,26.054,STL,,TAM,W 31-28,4,4,100.0,1,2,50.0,0,7
7,1987,1987-11-15,9,26.061,STL,,RAM,L 24-27,3,3,100.0,1,1,100.0,0,6
8,1987,1987-11-22,10,26.068,STL,@,PHI,W 31-19,4,4,100.0,1,1,100.0,0,7
9,1987,1987-11-29,11,26.075,STL,@,ATL,W 34-21,4,4,100.0,2,4,50.0,0,10
10,1987,1987-12-06,12,26.082,STL,,WAS,L 17-34,2,2,100.0,1,3,33.3,0,5
11,1987,1987-12-13,13,26.089,STL,,NYG,W 27-24,,,,,,,,
12,1987,1987-12-20,14,26.096,STL,@,TAM,W 31-14,,,,,,,,
13,1987,1987-12-27,15,26.103,STL,@,DAL,L 16-21,,,,,,,,
14,1989,1989-09-10,1,27.360,CIN,@,CHI,L 14-17,2,2,100.0,,1,0.0,0,2
15,1989,1989-09-17,2,28.002,CIN,,PIT,W 41-10,5,5,100.0,2,2,100.0,0,11
16,1989,1989-09-25,3,28.010,CIN,,CLE,W 21-14,3,3,100.0,,2,0.0,0,3
17,1989,1989-10-01,4,28.016,CIN,@,KAN,W 21-17,3,3,100.0,,1,0.0,0,3
18,1990,1990-10-15,6,29.030,MIN,@,PHI,L 24-32,,,,,,,,
19,1990,1990-10-28,7,29.043,MIN,@,GNB,L 10-24,,,,,,,,
