ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-09-10,1,24.134,HOU,,JAX,L 7-29,*
2,2017,2017-09-14,2,24.138,HOU,@,CIN,W 13-9,*
3,2017,2017-09-24,3,24.148,HOU,@,NWE,L 33-36,*
4,2017,2017-10-01,4,24.155,HOU,,TEN,W 57-14,*
5,2017,2017-10-08,5,24.162,HOU,,KAN,L 34-42,*
6,2017,2017-10-15,6,24.169,HOU,,CLE,W 33-17,*
7,2017,2017-10-29,7,24.183,HOU,@,SEA,L 38-41,*
8,2017,2017-11-05,8,24.190,HOU,,IND,L 14-20,*
9,2017,2017-11-12,9,24.197,HOU,@,LAR,L 7-33,*
10,2017,2017-11-19,10,24.204,HOU,,ARI,W 31-21,*
11,2017,2017-11-27,11,24.212,HOU,@,BAL,L 16-23,*
12,2017,2017-12-03,12,24.218,HOU,@,TEN,L 13-24,*
13,2017,2017-12-10,13,24.225,HOU,,SFO,L 16-26,*
14,2017,2017-12-17,14,24.232,HOU,@,JAX,L 7-45,*
15,2018,2018-09-09,1,25.133,HOU,@,NWE,L 20-27,*
16,2018,2018-09-16,2,25.140,HOU,@,TEN,L 17-20,*
17,2018,2018-09-23,3,25.147,HOU,,NYG,L 22-27,*
