ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-09-25,3,23.306,DEN,@,CIN,W 29-17,,1,1,29,29.00,0,100.0%,29.00,0,0
2,2016,2016-10-02,4,23.313,DEN,@,TAM,W 27-7,,1,1,19,19.00,0,100.0%,19.00,0,0
3,2016,2016-10-09,5,23.320,DEN,,ATL,L 16-23,,1,0,0,,0,0.0%,0.00,0,0
4,2016,2016-10-24,7,23.335,DEN,,HOU,W 27-9,,0,0,0,,0,0.0%,,0,0
5,2016,2016-10-30,8,23.341,DEN,,SDG,W 27-19,,0,0,0,,0,0.0%,,0,0
6,2016,2016-11-06,9,23.348,DEN,@,OAK,L 20-30,,0,0,0,,0,0.0%,,0,0
7,2016,2016-11-13,10,23.355,DEN,@,NOR,W 25-23,,0,0,0,,0,0.0%,,0,0
8,2016,2016-12-04,12,24.010,DEN,@,JAX,W 20-10,,0,0,0,,0,0.0%,,0,0
9,2016,2016-12-11,13,24.017,DEN,@,TEN,L 10-13,,0,0,0,,0,0.0%,,0,0
10,2016,2016-12-18,14,24.024,DEN,,NWE,L 3-16,,4,2,40,20.00,0,50.0%,10.00,0,0
11,2016,2016-12-25,15,24.031,DEN,@,KAN,L 10-33,*,6,3,32,10.67,0,50.0%,5.33,0,0
12,2016,2017-01-01,16,24.038,DEN,,OAK,W 24-6,*,4,2,21,10.50,0,50.0%,5.25,0,0
13,2017,2017-09-11,1,24.291,DEN,,LAC,W 24-21,,2,1,20,20.00,0,50.0%,10.00,0,0
14,2017,2017-09-17,2,24.297,DEN,,DAL,W 42-17,,4,1,15,15.00,0,25.0%,3.75,0,0
15,2017,2017-09-24,3,24.304,DEN,@,BUF,L 16-26,,0,0,0,,0,0.0%,,0,0
16,2017,2017-10-01,4,24.311,DEN,,OAK,W 16-10,*,0,0,0,,0,0.0%,,0,0
17,2017,2017-10-15,5,24.325,DEN,,NYG,L 10-23,,2,2,24,12.00,1,100.0%,12.00,1,6
18,2017,2017-10-22,6,24.332,DEN,@,LAC,L 0-21,*,0,0,0,,0,0.0%,,0,0
19,2017,2017-10-30,7,24.340,DEN,@,KAN,L 19-29,*,2,1,11,11.00,0,50.0%,5.50,0,0
20,2017,2017-11-05,8,24.346,DEN,@,PHI,L 23-51,,1,0,0,,0,0.0%,0.00,0,0
21,2017,2017-11-12,9,24.353,DEN,,NWE,L 16-41,*,3,1,4,4.00,0,33.3%,1.33,0,0
22,2017,2017-12-03,12,25.009,DEN,@,MIA,L 9-35,,0,0,0,,0,0.0%,,0,0
23,2017,2017-12-10,13,25.016,DEN,,NYJ,W 23-0,,2,1,5,5.00,0,50.0%,2.50,0,0
24,2017,2017-12-14,14,25.020,DEN,@,IND,W 25-13,,1,1,54,54.00,1,100.0%,54.00,1,6
25,2017,2017-12-24,15,25.030,DEN,@,WAS,L 11-27,*,2,0,0,,0,0.0%,0.00,0,0
26,2017,2017-12-31,16,25.037,DEN,,KAN,L 24-27,*,2,1,9,9.00,0,50.0%,4.50,0,0
27,2018,2018-09-09,1,25.289,DEN,,SEA,W 27-24,*,1,1,15,15.00,0,100.0%,15.00,0,0
28,2018,2018-09-16,2,25.296,DEN,,OAK,W 20-19,*,3,2,10,5.00,0,66.7%,3.33,0,0
29,2018,2018-09-23,3,25.303,DEN,@,BAL,L 14-27,*,4,2,7,3.50,0,50.0%,1.75,0,0
