ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.074,SEA,@,ARI,L 16-20,*,,0,0,0.0,1,2,0,0,0
2,2012,2012-09-16,2,22.081,SEA,,DAL,W 27-7,*,,0,0,0.0,3,1,0,0,0
3,2012,2012-09-24,3,22.089,SEA,,GNB,W 14-12,,,0,0,0.0,5,3,0,0,0
4,2012,2012-09-30,4,22.095,SEA,@,STL,L 13-19,*,,0,0,0.0,7,0,0,0,0
5,2012,2012-10-07,5,22.102,SEA,@,CAR,W 16-12,*,,0,0,1.0,3,2,0,0,0
6,2012,2012-10-14,6,22.109,SEA,,NWE,W 24-23,*,,0,0,0.0,7,7,0,0,0
7,2012,2012-10-18,7,22.113,SEA,@,SFO,L 6-13,*,,0,0,0.0,7,1,0,0,0
8,2012,2012-10-28,8,22.123,SEA,@,DET,L 24-28,*,,0,0,0.0,6,6,0,0,0
9,2012,2012-11-04,9,22.130,SEA,,MIN,W 30-20,*,,0,0,1.0,5,5,0,0,0
10,2012,2012-11-11,10,22.137,SEA,,NYJ,W 28-7,*,,0,0,0.0,2,7,0,0,0
11,2012,2012-11-25,11,22.151,SEA,@,MIA,L 21-24,*,,0,0,0.0,7,2,1,10,0
12,2012,2012-12-02,12,22.158,SEA,@,CHI,W 23-17,*,,0,0,0.0,9,2,0,0,0
13,2012,2012-12-09,13,22.165,SEA,,ARI,W 58-0,*,,0,0,0.0,4,4,2,45,0
14,2012,2012-12-16,14,22.172,SEA,@,BUF,W 50-17,*,,0,0,0.0,10,2,0,0,0
15,2012,2012-12-23,15,22.179,SEA,,SFO,W 42-13,*,,0,0,0.0,4,5,0,0,0
16,2012,2012-12-30,16,22.186,SEA,,STL,W 20-13,*,,0,0,0.0,5,5,0,0,0
17,2013,2013-09-08,1,23.073,SEA,@,CAR,W 12-7,*,,0,0,0.0,4,4,0,0,0
18,2013,2013-09-15,2,23.080,SEA,,SFO,W 29-3,*,,0,0,0.0,2,5,0,0,0
19,2013,2013-09-22,3,23.087,SEA,,JAX,W 45-17,*,,0,0,0.0,3,6,1,0,0
20,2013,2013-09-29,4,23.094,SEA,@,HOU,W 23-20,*,,0,0,0.0,6,2,0,0,0
21,2013,2013-10-06,5,23.101,SEA,@,IND,L 28-34,*,,0,0,0.0,1,1,0,0,0
22,2013,2013-10-28,8,23.123,SEA,@,STL,W 14-9,*,,0,0,0.0,5,1,0,0,0
23,2013,2013-11-03,9,23.129,SEA,,TAM,W 27-24,*,,0,0,1.5,6,5,0,0,0
24,2013,2013-11-10,10,23.136,SEA,@,ATL,W 33-10,*,,0,0,0.0,9,0,0,0,0
25,2013,2013-11-17,11,23.143,SEA,,MIN,W 41-20,*,,0,0,1.0,6,3,1,9,0
26,2013,2013-12-02,12,23.158,SEA,,NOR,W 34-7,*,,0,0,0.0,4,7,0,0,0
27,2013,2013-12-08,13,23.164,SEA,@,SFO,L 17-19,*,,0,0,0.0,7,2,0,0,0
28,2013,2013-12-15,14,23.171,SEA,@,NYG,W 23-0,*,,0,0,1.5,8,2,0,0,0
29,2013,2013-12-22,15,23.178,SEA,,ARI,L 10-17,*,,0,0,1.0,4,5,0,0,0
30,2013,2013-12-29,16,23.185,SEA,,STL,W 27-9,*,,0,0,0.0,7,5,0,0,0
31,2014,2014-09-04,1,24.069,SEA,,GNB,W 36-16,*,,0,0,0.0,6,8,0,0,0
32,2014,2014-09-14,2,24.079,SEA,@,SDG,L 21-30,*,,0,0,0.0,9,1,0,0,0
33,2014,2014-09-21,3,24.086,SEA,,DEN,W 26-20,*,,0,0,0.0,4,7,0,0,0
34,2014,2014-10-06,4,24.101,SEA,@,WAS,W 27-17,*,,0,0,1.0,5,3,0,0,0
35,2014,2014-10-12,5,24.107,SEA,,DAL,L 23-30,*,,0,0,0.0,3,4,0,0,0
36,2014,2014-11-23,11,24.149,SEA,,ARI,W 19-3,*,,0,0,0.0,2,6,0,0,0
37,2014,2014-11-27,12,24.153,SEA,@,SFO,W 19-3,*,,0,0,0.0,9,1,0,0,0
38,2014,2014-12-07,13,24.163,SEA,@,PHI,W 24-14,*,,0,0,0.0,7,0,0,0,0
39,2014,2014-12-14,14,24.170,SEA,,SFO,W 17-7,*,,0,0,1.0,9,1,0,0,0
40,2014,2014-12-21,15,24.177,SEA,@,ARI,W 35-6,*,,0,0,0.0,8,1,0,0,0
41,2014,2014-12-28,16,24.184,SEA,,STL,W 20-6,*,,0,0,0.0,5,5,0,0,0
42,2015,2015-09-13,1,25.078,SEA,@,STL,L 31-34,*,,0,0,0.0,5,2,0,0,0
43,2015,2015-09-20,2,25.085,SEA,@,GNB,L 17-27,*,,0,0,0.0,6,6,0,0,0
44,2015,2015-09-27,3,25.092,SEA,,CHI,W 26-0,*,,0,0,0.5,2,5,0,0,0
45,2015,2015-10-05,4,25.100,SEA,,DET,W 13-10,*,,0,0,0.0,4,4,0,0,0
46,2015,2015-10-11,5,25.106,SEA,@,CIN,L 24-27,*,,1,6,0.0,5,2,0,0,0
47,2015,2015-10-22,7,25.117,SEA,@,SFO,W 20-3,*,,0,0,0.0,5,0,0,0,0
48,2015,2015-11-01,8,25.127,SEA,@,DAL,W 13-12,*,,0,0,0.0,4,1,0,0,0
49,2015,2015-11-15,9,25.141,SEA,,ARI,L 32-39,*,,1,6,0.0,4,7,0,0,0
50,2015,2015-11-22,10,25.148,SEA,,SFO,W 29-13,*,,0,0,0.0,3,5,0,0,0
51,2015,2015-11-29,11,25.155,SEA,,PIT,W 39-30,*,,0,0,0.0,7,5,0,0,0
52,2015,2015-12-06,12,25.162,SEA,@,MIN,W 38-7,*,,0,0,0.0,7,0,0,0,0
53,2015,2015-12-13,13,25.169,SEA,@,BAL,W 35-6,*,,0,0,0.0,2,4,0,0,0
54,2015,2015-12-20,14,25.176,SEA,,CLE,W 30-13,*,,0,0,0.0,2,4,0,0,0
55,2015,2015-12-27,15,25.183,SEA,,STL,L 17-23,*,,0,0,0.0,9,2,0,0,0
56,2015,2016-01-03,16,25.190,SEA,@,ARI,W 36-6,*,,0,0,0.0,2,0,0,0,0
57,2016,2016-09-11,1,26.076,SEA,,MIA,W 12-10,*,,0,0,0.0,6,0,0,0,0
58,2016,2016-09-18,2,26.083,SEA,@,LAR,L 3-9,*,,0,0,0.0,5,3,0,0,0
59,2016,2016-09-25,3,26.090,SEA,,SFO,W 37-18,*,,0,0,0.0,0,6,1,9,0
60,2016,2016-10-02,4,26.097,SEA,@,NYJ,W 27-17,*,,0,0,1.0,7,4,0,0,0
61,2016,2016-10-16,5,26.111,SEA,,ATL,W 26-24,*,,0,0,0.0,3,11,0,0,0
62,2016,2016-10-23,6,26.118,SEA,@,ARI,T 6-6,*,,0,0,0.0,12,1,0,0,0
63,2016,2016-10-30,7,26.125,SEA,@,NOR,L 20-25,*,,0,0,0.0,11,4,0,0,0
64,2016,2016-11-07,8,26.133,SEA,,BUF,W 31-25,*,,0,0,0.5,8,8,0,0,0
65,2016,2016-11-13,9,26.139,SEA,@,NWE,W 31-24,*,,0,0,0.0,2,3,0,0,0
66,2016,2016-11-20,10,26.146,SEA,,PHI,W 26-15,*,,0,0,1.0,5,10,0,0,0
67,2016,2016-11-27,11,26.153,SEA,@,TAM,L 5-14,*,,0,0,0.0,6,3,0,0,0
68,2016,2016-12-04,12,26.160,SEA,,CAR,W 40-7,*,,0,0,0.0,4,6,0,0,0
69,2016,2016-12-11,13,26.167,SEA,@,GNB,L 10-38,*,,0,0,0.0,6,5,0,0,0
70,2016,2016-12-15,14,26.171,SEA,,LAR,W 24-3,*,,0,0,0.0,0,7,0,0,0
71,2016,2016-12-24,15,26.180,SEA,,ARI,L 31-34,*,,0,0,0.0,1,9,0,0,0
72,2016,2017-01-01,16,26.188,SEA,@,SFO,W 25-23,*,,0,0,2.0,10,2,0,0,0
73,2017,2017-09-10,1,27.075,SEA,@,GNB,L 9-17,*,,0,0,0.0,6,3,0,0,0
74,2017,2017-09-17,2,27.082,SEA,,SFO,W 12-9,*,,0,0,0.0,4,3,1,7,0
75,2017,2017-09-24,3,27.089,SEA,@,TEN,L 27-33,*,,0,0,0.0,8,3,0,0,0
76,2017,2017-10-01,4,27.096,SEA,,IND,W 46-18,*,,1,6,0.5,4,2,0,0,0
77,2017,2017-10-08,5,27.103,SEA,@,LAR,W 16-10,*,,0,0,0.0,8,0,0,0,0
78,2017,2017-10-22,6,27.117,SEA,@,NYG,W 24-7,*,,0,0,0.0,6,2,0,0,0
79,2017,2017-10-29,7,27.124,SEA,,HOU,W 41-38,*,,0,0,0.0,8,3,0,0,0
80,2017,2017-11-05,8,27.131,SEA,,WAS,L 14-17,*,1,0,2,1.0,10,2,0,0,0
81,2017,2017-11-09,9,27.135,SEA,@,ARI,W 22-16,*,,0,0,0.0,9,3,0,0,0
82,2017,2017-11-20,10,27.146,SEA,,ATL,L 31-34,*,,0,0,0.0,6,2,0,0,0
83,2017,2017-11-26,11,27.152,SEA,@,SFO,W 24-13,*,,0,0,0.0,7,1,1,0,0
84,2017,2017-12-03,12,27.159,SEA,,PHI,W 24-10,*,,0,0,0.0,8,4,0,0,0
85,2017,2017-12-10,13,27.166,SEA,@,JAX,L 24-30,*,,0,0,0.0,2,1,0,0,0
86,2017,2017-12-17,14,27.173,SEA,,LAR,L 7-42,*,,0,0,0.0,3,4,0,0,0
87,2017,2017-12-24,15,27.180,SEA,@,DAL,W 21-12,*,,0,0,0.0,5,3,0,0,0
88,2017,2017-12-31,16,27.187,SEA,,ARI,L 24-26,*,,0,0,0.0,3,0,0,0,0
89,2018,2018-09-09,1,28.074,SEA,@,DEN,L 24-27,*,,0,0,0.0,4,1,0,0,0
90,2018,2018-09-23,3,28.088,SEA,,DAL,W 24-13,*,,0,0,0.0,4,3,0,0,0
