ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2004,2004-09-12,1,23.331,SFO,,ATL,L 19-21,,2,,,,,0.0%,,,
2,2004,2004-09-19,2,23.338,SFO,@,NOR,L 27-30,,,,,,,0.0%,,,
3,2004,2004-09-26,3,23.345,SFO,@,SEA,L 0-34,,3,,,,,0.0%,,,
4,2004,2004-10-03,4,23.352,SFO,,STL,L 14-24,,5,2,35,17.50,1,40.0%,7.00,1,6
5,2004,2004-10-10,5,23.359,SFO,,ARI,W 31-28,,,,,,,0.0%,,,
6,2004,2004-10-17,6,24.000,SFO,@,NYJ,L 14-22,,,,,,,0.0%,,,
7,2004,2004-10-31,7,24.014,SFO,@,CHI,L 13-23,,,,,,,0.0%,,,
8,2004,2004-11-14,9,24.028,SFO,,CAR,L 27-37,,,,,,,0.0%,,,
9,2004,2004-11-21,10,24.035,SFO,@,TAM,L 3-35,,2,1,32,32.00,0,50.0%,16.00,0,0
10,2004,2004-11-28,11,24.042,SFO,,MIA,L 17-24,,1,,,,,0.0%,,,
11,2004,2004-12-05,12,24.049,SFO,@,STL,L 6-16,,,,,,,0.0%,,,
12,2004,2004-12-12,13,24.056,SFO,@,ARI,W 31-28,,,,,,,0.0%,,,
13,2004,2004-12-26,15,24.070,SFO,,BUF,L 7-41,,3,1,17,17.00,0,33.3%,5.67,0,0
14,2004,2005-01-02,16,24.077,SFO,@,NWE,L 7-21,,7,3,76,25.33,0,42.9%,10.86,0,0
