ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-25,3,23.141,STL,,BAL,L 7-37,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2011,2011-10-02,4,23.148,STL,,WAS,L 10-17,,7,4,32,8.00,0,57.1%,4.57,0,0,,0,1,19,19.00,0,3,0,0.00,0,0,0,0.0,0,0
3,2011,2011-10-16,5,23.162,STL,@,GNB,L 3-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,56,28.00,0,0,0,0.0,0,0
4,2011,2011-10-23,6,23.169,STL,@,DAL,L 7-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,0,0
5,2011,2011-10-30,7,23.176,STL,,NOR,W 31-21,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2011,2011-11-06,8,23.183,STL,@,ARI,L 13-19,,5,4,43,10.75,0,80.0%,8.60,0,0,,0,2,43,21.50,0,3,26,8.67,0,0,0,0.0,0,0
7,2011,2011-11-13,9,23.190,STL,@,CLE,W 13-12,,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,3,25,8.33,0,0,0,0.0,1,0
8,2011,2011-11-20,10,23.197,STL,,SEA,L 7-24,*,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,3,23,7.67,0,0,0,0.0,1,0
9,2011,2011-11-27,11,23.204,STL,,ARI,L 20-23,,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2011,2011-12-04,12,23.211,STL,@,SFO,L 0-26,*,7,3,33,11.00,0,42.9%,4.71,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2011,2011-12-12,13,23.219,STL,@,SEA,L 13-30,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2011,2011-12-18,14,23.225,STL,,CIN,L 13-20,,9,4,38,9.50,0,44.4%,4.22,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2012,2012-09-23,3,24.139,STL,@,CHI,L 6-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
14,2012,2012-09-30,4,24.146,STL,,SEA,W 19-13,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2012,2012-10-04,5,24.150,STL,,ARI,W 17-3,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2012,2012-10-14,6,24.160,STL,@,MIA,L 14-17,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2012,2012-10-21,7,24.167,STL,,GNB,L 20-30,*,3,2,17,8.50,1,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
18,2012,2012-10-28,8,24.174,STL,,NWE,L 7-45,,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
19,2012,2012-11-11,9,24.188,STL,@,SFO,T 24-24,,4,3,15,5.00,1,75.0%,3.75,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
20,2012,2012-11-18,10,24.195,STL,,NYJ,L 13-27,,6,2,46,23.00,0,33.3%,7.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2012,2012-11-25,11,24.202,STL,@,ARI,W 31-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,4,18,4.50,0,0,0,0.0,0,0
22,2012,2012-12-02,12,24.209,STL,,SFO,W 16-13,*,4,2,12,6.00,0,50.0%,3.00,0,0,,0,1,13,13.00,0,4,36,9.00,0,0,0,0.0,0,0
23,2012,2012-12-09,13,24.216,STL,@,BUF,W 15-12,,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,,0,2,23,11.50,0,0,0,0.0,0,0
24,2012,2012-12-16,14,24.223,STL,,MIN,L 22-36,,6,5,55,11.00,0,83.3%,9.17,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2012,2012-12-23,15,24.230,STL,@,TAM,W 28-13,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
26,2012,2012-12-30,16,24.237,STL,@,SEA,L 13-20,,5,3,24,8.00,1,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
27,2013,2013-09-08,1,25.124,STL,,ARI,W 27-24,*,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2013,2013-09-15,2,25.131,STL,@,ATL,L 24-31,*,11,8,78,9.75,1,72.7%,7.09,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
29,2013,2013-09-22,3,25.138,STL,@,DAL,L 7-31,*,5,2,20,10.00,1,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2013,2013-09-26,4,25.142,STL,,SFO,L 11-35,*,9,5,59,11.80,0,55.6%,6.56,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2013,2013-10-06,5,25.152,STL,,JAX,W 34-20,,5,4,49,12.25,2,80.0%,9.80,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,0,0
32,2013,2013-10-13,6,25.159,STL,@,HOU,W 38-13,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2013,2013-10-20,7,25.166,STL,@,CAR,L 15-30,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
34,2013,2013-10-28,8,25.174,STL,,SEA,L 9-14,,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2013,2013-11-03,9,25.180,STL,,TEN,L 21-28,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2013,2013-11-10,10,25.187,STL,@,IND,W 38-8,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
37,2013,2013-11-24,11,25.201,STL,,CHI,W 42-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
38,2013,2013-12-01,12,25.208,STL,@,SFO,L 13-23,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2013,2013-12-08,13,25.215,STL,@,ARI,L 10-30,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
40,2013,2013-12-15,14,25.222,STL,,NOR,W 27-16,,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2013,2013-12-22,15,25.229,STL,,TAM,W 23-13,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2013,2013-12-29,16,25.236,STL,@,SEA,L 9-27,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,2,37,18.50,0,0,0,0.0,0,0
43,2014,2014-09-07,1,26.123,STL,,MIN,L 6-34,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
44,2014,2014-09-14,2,26.130,STL,@,TAM,W 19-17,,4,3,46,15.33,0,75.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
45,2014,2014-09-21,3,26.137,STL,,DAL,L 31-34,,4,3,28,9.33,1,75.0%,7.00,0,0,,0,0,0,,0,1,1,1.00,0,1,6,0.0,0,0
46,2014,2014-10-05,4,26.151,STL,@,PHI,L 28-34,,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2014,2014-10-13,5,26.159,STL,,SFO,L 17-31,,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
