ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1982,1982-09-13,1,22.179,PIT,@,DAL,W 36-28,3,136,45.33,0
2,1982,1982-09-19,2,22.185,PIT,,CIN,W 26-20,6,235,39.17,0
3,1982,1982-11-21,3,22.248,PIT,@,HOU,W 24-10,8,331,41.38,0
4,1982,1982-11-28,4,22.255,PIT,@,SEA,L 0-16,4,188,47.00,0
5,1982,1982-12-05,5,22.262,PIT,,KAN,W 35-14,3,146,48.67,0
6,1982,1982-12-12,6,22.269,PIT,@,BUF,L 0-13,9,348,38.67,0
7,1982,1982-12-19,7,22.276,PIT,@,CLE,L 9-10,8,275,34.38,0
8,1982,1982-12-26,8,22.283,PIT,,NWE,W 37-14,3,123,41.00,0
9,1982,1983-01-02,9,22.290,PIT,,CLE,W 37-21,5,199,39.80,0
