ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
37,2010,2010-11-28,11,25.140,KAN,@,SEA,W 42-24,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2010,2010-12-05,12,25.147,KAN,,DEN,W 10-6,,,,,,,0.0%,,,,,,,,,,,,,,,
39,2010,2010-12-12,13,25.154,KAN,@,SDG,L 0-31,*,,,,,,0.0%,,,,,,,,,,,,,,,
40,2011,2011-11-06,8,26.118,ATL,@,IND,W 31-7,*,,,,,,0.0%,,,,,,,,,,,,,,,
41,2011,2011-11-13,9,26.125,ATL,,NOR,L 23-26,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2011,2011-11-20,10,26.132,ATL,,TEN,W 23-17,,,,,,,0.0%,,,,,,,,,,,,,,,
43,2011,2011-11-27,11,26.139,ATL,,MIN,W 24-14,,,,,,,0.0%,,,,,,,,,,,,,,,
44,2011,2011-12-04,12,26.146,ATL,@,HOU,L 10-17,,,,,,,0.0%,,,,,,,,,,,,,,,
45,2011,2011-12-11,13,26.153,ATL,@,CAR,W 31-23,*,,,,,,0.0%,,,,,,,,,,,,,,,
46,2011,2011-12-15,14,26.157,ATL,,JAX,W 41-14,*,,,,,,0.0%,,,,,,,,,,,,,,,
47,2011,2011-12-26,15,26.168,ATL,@,NOR,L 16-45,,,,,,,0.0%,,,,,,,,,,,,,,,
48,2011,2012-01-01,16,26.174,ATL,,TAM,W 45-24,*,,,,,,0.0%,,,,,,,,,,,,,,,
49,2012,2012-11-11,9,27.123,ATL,@,NOR,L 27-31,*,,0,,,,0.0%,,,,,,,,,,,,,,,
50,2012,2012-11-18,10,27.130,ATL,,ARI,W 23-19,,,0,,,,0.0%,,,,,,,,,,,,,,,
51,2012,2012-11-25,11,27.137,ATL,@,TAM,W 24-23,*,,0,,,,0.0%,,,,,,,,,,,,,,,
52,2012,2012-11-29,12,27.141,ATL,,NOR,W 23-13,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,,,,,0,,,,
53,2012,2012-12-09,13,27.151,ATL,@,CAR,L 20-30,*,,0,,,,0.0%,,,,,,,,,,,,,,,
54,2012,2012-12-16,14,27.158,ATL,,NYG,W 34-0,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,,,,,0,,,,
55,2012,2012-12-22,15,27.164,ATL,@,DET,W 31-18,*,,,,,,0.0%,,,,,,,,,,,,,,,
56,2012,2012-12-30,16,27.172,ATL,,TAM,L 17-22,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,,,,,0,,,,
