ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1977,1977-09-18,1,23.251,PHI,,TAM,W 13-3,1,0,0.00,0
2,1977,1977-09-25,2,23.258,PHI,@,RAM,L 0-20,,,,
3,1977,1977-10-02,3,23.265,PHI,@,DET,L 13-17,,,,
4,1977,1977-10-09,4,23.272,PHI,@,NYG,W 28-10,,,,
5,1977,1977-10-16,5,23.279,PHI,,STL,L 17-21,,,,
6,1977,1977-10-23,6,23.286,PHI,,DAL,L 10-16,,,,
7,1977,1977-10-30,7,23.293,PHI,@,WAS,L 17-23,1,4,4.00,0
8,1977,1977-11-06,8,23.300,PHI,,NOR,W 28-7,,,,
9,1977,1977-11-13,9,23.307,PHI,,WAS,L 14-17,,,,
10,1977,1977-11-20,10,23.314,PHI,@,STL,L 16-21,,,,
11,1977,1977-11-27,11,23.321,PHI,@,NWE,L 6-14,,,,
12,1977,1977-12-04,12,23.328,PHI,@,DAL,L 14-24,,,,
13,1977,1977-12-11,13,23.335,PHI,,NYG,W 17-14,,,,
14,1977,1977-12-18,14,23.342,PHI,,NYJ,W 27-0,,,,
