ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-09-09,1,23.024,IND,@,BUF,L 10-26,,,,
2,1990,1990-09-16,2,23.031,IND,,NWE,L 14-16,,,,
3,1990,1990-09-23,3,23.038,IND,@,HOU,L 10-24,,,,
4,1990,1990-09-30,4,23.045,IND,@,PHI,W 24-23,,,,
5,1990,1990-10-07,5,23.052,IND,,KAN,W 23-19,,,,
6,1990,1990-10-21,6,23.066,IND,,DEN,L 17-27,,,,
7,1990,1990-10-28,7,23.073,IND,,MIA,L 7-27,,,,
8,1990,1990-11-05,8,23.081,IND,,NYG,L 7-24,,,,
9,1990,1990-11-11,9,23.087,IND,@,NWE,W 13-10,,,,
10,1990,1990-11-18,10,23.094,IND,,NYJ,W 17-14,,,,
11,1990,1990-11-25,11,23.101,IND,@,CIN,W 34-20,,,,
12,1990,1990-12-02,12,23.108,IND,@,PHO,L 17-20,,,,
13,1990,1990-12-09,13,23.115,IND,,BUF,L 7-31,,,,
14,1990,1990-12-16,14,23.122,IND,@,NYJ,W 29-21,,,,
15,1990,1990-12-22,15,23.128,IND,,WAS,W 35-28,,,,
16,1990,1990-12-30,16,23.136,IND,@,MIA,L 17-23,,,,
17,1991,1991-11-03,9,24.079,IND,,MIA,L 6-10,,,,
18,1991,1991-11-10,10,24.086,IND,@,NYJ,W 28-27,,,,
19,1991,1991-11-17,11,24.093,IND,,CHI,L 17-31,,,,
20,1991,1991-11-24,12,24.100,IND,@,GNB,L 10-14,,,,
21,1991,1991-12-01,13,24.107,IND,,CLE,L 0-31,,,,
22,1992,1992-09-13,2,25.028,IND,,HOU,L 10-20,0,0,,0
23,1992,1992-09-20,3,25.035,IND,@,BUF,L 0-38,0,0,,0
24,1992,1992-10-04,4,25.049,IND,@,TAM,W 24-14,0,0,,0
25,1992,1992-10-11,5,25.056,IND,,NYJ,W 6-3,0,0,,0
26,1992,1992-10-18,6,25.063,IND,,SDG,L 14-34,0,0,,0
27,1992,1992-10-25,7,25.070,IND,@,MIA,W 31-20,0,0,,0
28,1992,1992-11-01,8,25.077,IND,@,SDG,L 0-26,0,0,,0
29,1992,1992-11-08,9,25.084,IND,,MIA,L 0-28,0,0,,0
30,1992,1992-11-15,10,25.091,IND,,NWE,L 34-37,1,6,6.00,0
31,1992,1992-11-22,11,25.098,IND,@,PIT,L 14-30,0,0,,0
32,1992,1992-11-29,12,25.105,IND,,BUF,W 16-13,0,0,,0
33,1992,1992-12-06,13,25.112,IND,@,NWE,W 6-0,0,0,,0
34,1992,1992-12-13,14,25.119,IND,@,NYJ,W 10-6,0,0,,0
35,1992,1992-12-20,15,25.126,IND,,PHO,W 16-13,0,0,,0
36,1992,1992-12-27,16,25.133,IND,@,CIN,W 21-17,0,0,,0
37,1993,1993-09-06,1,26.021,DAL,@,WAS,L 16-35,0,0,,0
38,1993,1993-09-12,2,26.027,DAL,,BUF,L 10-13,0,0,,0
39,1993,1993-09-19,3,26.034,DAL,@,PHO,W 17-10,0,0,,0
40,1993,1993-10-03,4,26.048,DAL,,GNB,W 36-14,0,0,,0
41,1993,1993-10-10,5,26.055,DAL,@,IND,W 27-3,0,0,,0
42,1993,1993-10-17,6,26.062,DAL,,SFO,W 26-17,0,0,,0
43,1993,1993-10-31,7,26.076,DAL,@,PHI,W 23-10,0,0,,0
44,1993,1993-11-07,8,26.083,DAL,,NYG,W 31-9,0,0,,0
45,1993,1993-11-14,9,26.090,DAL,,PHO,W 20-15,0,0,,0
46,1993,1993-11-21,10,26.097,DAL,@,ATL,L 14-27,0,0,,0
47,1993,1993-11-25,11,26.101,DAL,,MIA,L 14-16,0,0,,0
48,1993,1993-12-06,12,26.112,DAL,,PHI,W 23-17,0,0,,0
49,1993,1993-12-12,13,26.118,DAL,@,MIN,W 37-20,0,0,,0
50,1993,1993-12-18,14,26.124,DAL,@,NYJ,W 28-7,0,0,,0
51,1993,1993-12-26,15,26.132,DAL,,WAS,W 38-3,0,0,,0
52,1993,1994-01-02,16,26.139,DAL,@,NYG,W 16-13,0,0,,0
53,1994,1994-09-04,1,27.019,DAL,@,PIT,W 26-9,,,,
54,1994,1994-09-11,2,27.026,DAL,,HOU,W 20-17,,,,
55,1994,1994-09-19,3,27.034,DAL,,DET,L 17-20,,,,
56,1994,1994-10-02,4,27.047,DAL,@,WAS,W 34-7,,,,
57,1994,1994-10-09,5,27.054,DAL,,ARI,W 38-3,,,,
58,1994,1994-10-16,6,27.061,DAL,,PHI,W 24-13,,,,
59,1994,1994-10-23,7,27.068,DAL,@,ARI,W 28-21,,,,
60,1994,1994-10-30,8,27.075,DAL,@,CIN,W 23-20,,,,
61,1994,1994-11-07,9,27.083,DAL,,NYG,W 38-10,,,,
62,1994,1994-11-24,12,27.100,DAL,,GNB,W 42-31,,,,
63,1994,1994-12-04,13,27.110,DAL,@,PHI,W 31-19,,,,
64,1994,1994-12-10,14,27.116,DAL,,CLE,L 14-19,,,,
65,1995,1995-09-03,1,28.018,WAS,,ARI,W 27-7,0,0,,0
66,1995,1995-09-10,2,28.025,WAS,,OAK,L 8-20,0,0,,0
67,1995,1995-09-17,3,28.032,WAS,@,DEN,L 31-38,0,0,,0
68,1995,1995-09-24,4,28.039,WAS,@,TAM,L 6-14,0,0,,0
69,1995,1995-10-01,5,28.046,WAS,,DAL,W 27-23,0,0,,0
70,1995,1995-10-08,6,28.053,WAS,@,PHI,L 34-37,1,7,7.00,0
71,1995,1995-10-15,7,28.060,WAS,@,ARI,L 20-24,0,0,,0
72,1995,1995-10-22,8,28.067,WAS,,DET,W 36-30,0,0,,0
73,1995,1995-10-29,9,28.074,WAS,,NYG,L 15-24,0,0,,0
74,1995,1995-11-05,10,28.081,WAS,@,KAN,L 3-24,0,0,,0
75,1995,1995-11-19,11,28.095,WAS,,SEA,L 20-27,0,0,,0
76,1995,1995-11-26,12,28.102,WAS,,PHI,L 7-14,0,0,,0
77,1995,1995-12-03,13,28.109,WAS,@,DAL,W 24-17,0,0,,0
78,1995,1995-12-10,14,28.116,WAS,@,NYG,L 13-20,0,0,,0
79,1995,1995-12-17,15,28.123,WAS,@,STL,W 35-23,0,0,,0
