ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1978,1978-09-03,1,22.217,STL,@,CHI,L 10-17,,,,,,,,,,,,,,,,,,,,,
2,1978,1978-09-10,2,22.224,STL,,NWE,L 6-16,,,,,,,,,,,,,,,,,,,,,
3,1978,1978-09-17,3,22.231,STL,,WAS,L 10-28,0,0,,0,0,0,,0,1,1,100.00,43,0,0,118.7,0,0,43.00,43.00,0,0
4,1978,1978-09-24,4,22.238,STL,@,DAL,L 12-21,,,,,,,,,,,,,,,,,,,,,
5,1978,1978-10-01,5,22.245,STL,@,MIA,L 10-24,,,,,,,,,,,,,,,,,,,,,
6,1978,1978-10-08,6,22.252,STL,,BAL,L 17-30,,,,,,,,,,,,,,,,,,,,,
7,1978,1978-10-15,7,22.259,STL,,DAL,L 21-24,,,,,,,,,,,,,,,,,,,,,
8,1978,1978-10-29,9,22.273,STL,@,PHI,W 16-10,1,55,55.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
9,1978,1978-11-05,10,22.280,STL,,NYG,W 20-10,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1978,1978-11-12,11,22.287,STL,@,SFO,W 16-10,,,,,,,,,,,,,,,,,,,,,
11,1978,1978-11-19,12,22.294,STL,@,WAS,W 27-17,1,21,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
12,1978,1978-11-26,13,22.301,STL,,PHI,L 10-14,2,34,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1978,1978-12-03,14,22.308,STL,,DET,W 21-14,3,79,26.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
14,1978,1978-12-10,15,22.315,STL,@,NYG,L 0-17,7,99,14.14,0,1,-8,-8.00,0,0,0,,0,0,0,,0,0,,,0,0
