ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-09-10,1,22.242,TEN,,OAK,L 16-26,,10,6,69,11.50,0,60.0%,6.90
2,2017,2017-09-17,2,22.249,TEN,@,JAX,W 37-16,*,3,1,4,4.00,0,33.3%,1.33
3,2017,2017-11-05,8,22.298,TEN,,BAL,W 23-20,*,5,2,28,14.00,0,40.0%,5.60
4,2017,2017-11-12,9,22.305,TEN,,CIN,W 24-20,*,10,4,48,12.00,0,40.0%,4.80
5,2017,2017-11-16,10,22.309,TEN,@,PIT,L 17-40,*,7,3,27,9.00,0,42.9%,3.86
6,2017,2017-11-26,11,22.319,TEN,@,IND,W 20-16,*,4,4,39,9.75,0,100.0%,9.75
7,2017,2017-12-03,12,22.326,TEN,,HOU,W 24-13,*,4,2,12,6.00,0,50.0%,3.00
8,2017,2017-12-10,13,22.333,TEN,@,ARI,L 7-12,,6,3,29,9.67,0,50.0%,4.83
9,2017,2017-12-17,14,22.340,TEN,@,SFO,L 23-25,*,5,3,28,9.33,0,60.0%,5.60
10,2017,2017-12-24,15,22.347,TEN,,LAR,L 23-27,*,9,6,91,15.17,0,66.7%,10.11
11,2017,2017-12-31,16,22.354,TEN,,JAX,W 15-10,*,2,0,0,,0,0.0%,0.00
12,2018,2018-09-09,1,23.241,TEN,@,MIA,L 20-27,*,13,6,62,10.33,0,46.2%,4.77
13,2018,2018-09-16,2,23.248,TEN,,HOU,W 20-17,*,7,5,55,11.00,0,71.4%,7.86
14,2018,2018-09-23,3,23.255,TEN,@,JAX,W 9-6,*,4,2,34,17.00,0,50.0%,8.50
