ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2002,2002-10-06,4,23.263,SFO,,STL,W 37-13,,,,,,,
2,2002,2002-10-14,5,23.271,SFO,@,SEA,W 28-21,,,,,,,
3,2002,2002-10-20,6,23.277,SFO,@,NOR,L 27-35,,,,,,,
4,2002,2002-10-27,7,23.284,SFO,,ARI,W 38-28,,,,,,,
5,2002,2002-11-03,8,23.291,SFO,@,OAK,W 23-20,,,,,,,
6,2002,2002-11-10,9,23.298,SFO,,KAN,W 17-13,,,,,,,
7,2002,2002-11-17,10,23.305,SFO,@,SDG,L 17-20,,,,,,,
8,2002,2002-11-25,11,23.313,SFO,,PHI,L 17-38,,,,,,,
9,2002,2002-12-01,12,23.319,SFO,,SEA,W 31-24,,,,,,,
10,2002,2002-12-08,13,23.326,SFO,@,DAL,W 31-27,*,,,,,,
11,2002,2002-12-15,14,23.333,SFO,,GNB,L 14-20,,,,,,,
12,2002,2002-12-21,15,23.339,SFO,@,ARI,W 17-14,,,,,,,
13,2002,2002-12-30,16,23.348,SFO,@,STL,L 20-31,*,,,,,,
14,2003,2003-09-14,2,24.241,SFO,@,STL,L 24-27,,,,,,,
15,2003,2003-09-21,3,24.248,SFO,,CLE,L 12-13,,,,,,,
16,2003,2003-09-28,4,24.255,SFO,@,MIN,L 7-35,,,,,,,
17,2003,2003-10-05,5,24.262,SFO,,DET,W 24-17,,,,,,,
18,2003,2003-10-12,6,24.269,SFO,@,SEA,L 19-20,,,,,,,
19,2003,2003-10-19,7,24.276,SFO,,TAM,W 24-7,,,,,,,
20,2003,2003-10-26,8,24.283,SFO,@,ARI,L 13-16,,,,,,,
21,2003,2003-11-02,9,24.290,SFO,,STL,W 30-10,,,,,,,
22,2003,2003-11-17,10,24.305,SFO,,PIT,W 30-14,,,,,,,
23,2003,2003-11-23,11,24.311,SFO,@,GNB,L 10-20,*,,,,,,
24,2003,2003-11-30,12,24.318,SFO,@,BAL,L 6-44,,,,,,,
25,2003,2003-12-07,13,24.325,SFO,,ARI,W 50-14,,,,,,,
26,2003,2003-12-14,14,24.332,SFO,@,CIN,L 38-41,,,,,,,
27,2003,2003-12-21,15,24.339,SFO,@,PHI,W 31-28,,,,,,,
28,2003,2003-12-27,16,24.345,SFO,,SEA,L 17-24,,,,,,,
29,2004,2004-09-12,1,25.240,SFO,,ATL,L 19-21,,,,,,,
30,2004,2004-09-19,2,25.247,SFO,@,NOR,L 27-30,,,,,,,
31,2004,2004-09-26,3,25.254,SFO,@,SEA,L 0-34,,,,,,,
32,2004,2004-10-03,4,25.261,SFO,,STL,L 14-24,,,,,,,
33,2004,2004-10-10,5,25.268,SFO,,ARI,W 31-28,,,,,,,
34,2004,2004-10-17,6,25.275,SFO,@,NYJ,L 14-22,*,,,,,,
35,2004,2004-10-31,7,25.289,SFO,@,CHI,L 13-23,,1.0,,,0,0,0
36,2004,2004-11-07,8,25.296,SFO,,SEA,L 27-42,,,,,,,
37,2004,2004-11-14,9,25.303,SFO,,CAR,L 27-37,,,,,,,
38,2004,2004-11-21,10,25.310,SFO,@,TAM,L 3-35,,,,,,,
39,2004,2004-11-28,11,25.317,SFO,,MIA,L 17-24,,,,,,,
40,2004,2004-12-05,12,25.324,SFO,@,STL,L 6-16,,,,,,,
41,2005,2005-09-11,1,26.238,SFO,,STL,W 28-25,,,,,,,
42,2005,2005-09-18,2,26.245,SFO,@,PHI,L 3-42,,,,,,,
43,2005,2005-09-25,3,26.252,SFO,,DAL,L 31-34,,1.0,,,0,0,0
44,2005,2005-10-02,4,26.259,SFO,@,ARI,L 14-31,*,,,,,,
45,2005,2005-10-09,5,26.266,SFO,,IND,L 3-28,,,,,,,
46,2005,2005-10-23,6,26.280,SFO,@,WAS,L 17-52,*,1.0,,,0,0,0
47,2005,2005-10-30,7,26.287,SFO,,TAM,W 15-10,*,0.0,,,1,12,0
48,2005,2005-11-06,8,26.294,SFO,,NYG,L 6-24,,,,,,,
49,2005,2005-11-13,9,26.301,SFO,@,CHI,L 9-17,*,,,,,,
50,2005,2005-11-20,10,26.308,SFO,,SEA,L 25-27,,,,,,,
51,2005,2005-11-27,11,26.315,SFO,@,TEN,L 22-33,*,,,,,,
52,2005,2005-12-04,12,26.322,SFO,,ARI,L 10-17,*,2.0,,,0,0,0
53,2005,2005-12-11,13,26.329,SFO,@,SEA,L 3-41,*,,,,,,
54,2005,2005-12-18,14,26.336,SFO,@,JAX,L 9-10,*,1.0,,,0,0,0
55,2005,2005-12-24,15,26.342,SFO,@,STL,W 24-20,*,,,,,,
