ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
49,1991,1991-09-15,3,26.290,RAM,@,NOR,L 7-24,,,,,,,,,,,,
50,1991,1991-09-22,4,26.297,RAM,@,SFO,L 10-27,,,,,,,,,,,,
51,1991,1991-09-29,5,26.304,RAM,,GNB,W 23-21,,,,,,,,,,,,
52,1991,1991-10-13,6,26.318,RAM,,SDG,W 30-24,,,,,,,,,,,,
53,1991,1991-10-20,7,26.325,RAM,@,RAI,L 17-20,,,,,,,,,,,,
54,1991,1991-10-27,8,26.332,RAM,@,ATL,L 14-31,0,0,,0,0,0,,0,1.0,0,0,0
55,1991,1991-11-03,9,26.339,RAM,,NOR,L 17-24,,,,,,,,,,,,
56,1991,1991-11-10,10,26.346,RAM,,KAN,L 20-27,,,,,,,,,,,,
57,1991,1991-11-17,11,26.353,RAM,@,DET,L 10-21,,,,,,,,,,,,
58,1991,1991-11-25,12,26.361,RAM,,SFO,L 10-33,,,,,,,,,,,,
59,1991,1991-12-01,13,27.002,RAM,,WAS,L 6-27,,,,,,,,,,,,
60,1991,1991-12-08,14,27.009,RAM,,ATL,L 14-31,,,,,,,,,,,,
61,1991,1991-12-15,15,27.016,RAM,@,MIN,L 14-20,0,0,,0,0,0,,0,1.0,0,0,0
62,1991,1991-12-22,16,27.023,RAM,@,SEA,L 9-23,,,,,,,,,,,,
63,1992,1992-09-06,1,27.282,RAM,@,BUF,L 7-40,,,,,,,,,,,,
64,1992,1992-09-13,2,27.289,RAM,,NWE,W 14-0,,,,,,,,,,,,
65,1992,1992-09-20,3,27.296,RAM,@,MIA,L 10-26,,,,,,,,,,,,
66,1992,1992-09-27,4,27.303,RAM,,NYJ,W 18-10,0,0,,0,0,0,,0,0.0,1,16,0
67,1992,1992-10-04,5,27.310,RAM,@,SFO,L 24-27,,,,,,,,,,,,
68,1992,1992-10-11,6,27.317,RAM,@,NOR,L 10-13,,,,,,,,,,,,
69,1992,1992-10-18,7,27.324,RAM,,NYG,W 38-17,,,,,,,,,,,,
70,1992,1992-11-01,8,27.338,RAM,@,ATL,L 28-30,,,,,,,,,,,,
71,1992,1992-11-08,9,27.345,RAM,,PHO,L 14-20,,,,,,,,,,,,
72,1992,1992-11-15,10,27.352,RAM,@,DAL,W 27-23,,,,,,,,,,,,
73,1992,1992-11-22,11,27.359,RAM,,SFO,L 10-27,,,,,,,,,,,,
74,1992,1992-11-29,12,28.000,RAM,,MIN,L 17-31,,,,,,,,,,,,
75,1992,1992-12-06,13,28.007,RAM,@,TAM,W 31-27,,,,,,,,,,,,
76,1992,1992-12-13,14,28.014,RAM,,NOR,L 14-37,,,,,,,,,,,,
77,1992,1992-12-20,15,28.021,RAM,@,GNB,L 13-28,,,,,,,,,,,,
78,1992,1992-12-27,16,28.028,RAM,,ATL,W 38-27,,,,,,,,,,,,
79,1993,1993-09-26,4,28.301,SFO,@,NOR,L 13-16,0,0,,0,0,0,,0,,,,
80,1993,1993-10-24,7,28.329,SFO,,PHO,W 28-14,0,0,,0,0,0,,0,,,,
81,1993,1993-10-31,8,28.336,SFO,,RAM,W 40-17,0,0,,0,1,0,0.00,0,0.0,0,0,0
82,1993,1993-11-14,9,28.350,SFO,@,TAM,W 45-21,1,0,0.00,0,0,0,,0,0.0,0,0,0
83,1993,1993-11-22,10,28.358,SFO,,NOR,W 42-7,0,0,,0,0,0,,0,,,,
84,1993,1993-11-28,11,28.364,SFO,@,RAM,W 35-10,0,0,,0,0,0,,0,,,,
85,1993,1993-12-05,12,29.006,SFO,,CIN,W 21-8,0,0,,0,0,0,,0,,,,
86,1993,1993-12-19,14,29.020,SFO,@,DET,W 55-17,0,0,,0,0,0,,0,,,,
87,1993,1993-12-25,15,29.026,SFO,,HOU,L 7-10,0,0,,0,0,0,,0,,,,
88,1993,1994-01-03,16,29.035,SFO,,PHI,L 34-37,0,0,,0,0,0,,0,,,,
