ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-13,1,22.288,RAM,@,HOU,L 16-20,,,,,,,,,,,,
2,1987,1987-09-20,2,22.295,RAM,,MIN,L 16-21,,,,,,,,,,,,
3,1987,1987-10-26,6,22.331,RAM,@,CLE,L 17-30,,,,,,,,,,,,
4,1987,1987-11-01,7,22.337,RAM,,SFO,L 10-31,,,,,,,,,,,,
5,1987,1987-11-08,8,22.344,RAM,,NOR,L 14-31,,,,,,,,,,,,
6,1987,1987-11-15,9,22.351,RAM,@,STL,W 27-24,,,,,,,,,,,,
7,1987,1987-11-23,10,22.359,RAM,@,WAS,W 30-26,,,,,,,,,,,,
8,1987,1987-11-29,11,23.000,RAM,,TAM,W 35-3,,,,,,,,,,,,
9,1987,1987-12-06,12,23.007,RAM,@,DET,W 37-16,,,,,,,,,,,,
10,1987,1987-12-13,13,23.014,RAM,,ATL,W 33-0,,,,,,,,,,,,
11,1987,1987-12-21,14,23.022,RAM,,DAL,L 21-29,,,,,,,,,,,,
12,1987,1987-12-27,15,23.028,RAM,@,SFO,L 0-48,,,,,,,,,,,,
13,1988,1988-09-04,1,23.280,RAM,@,GNB,W 34-7,0,0,,0,0,0,,0,0.0,1,6,0
14,1988,1988-09-11,2,23.287,RAM,,DET,W 17-10,,,,,,,,,,,,
15,1988,1988-09-18,3,23.294,RAM,@,RAI,W 22-17,,,,,,,,,,,,
16,1988,1988-09-25,4,23.301,RAM,@,NYG,W 45-31,,,,,,,,,,,,
17,1988,1988-10-02,5,23.308,RAM,,PHO,L 27-41,,,,,,,,,,,,
18,1988,1988-10-09,6,23.315,RAM,@,ATL,W 33-0,,,,,,,,,,,,
19,1988,1988-10-16,7,23.322,RAM,,SFO,L 21-24,,,,,,,,,,,,
20,1988,1988-10-23,8,23.329,RAM,,SEA,W 31-10,,,,,,,,,,,,
21,1988,1988-10-30,9,23.336,RAM,@,NOR,W 12-10,,,,,,,,,,,,
22,1988,1988-11-06,10,23.343,RAM,@,PHI,L 24-30,,,,,,,,,,,,
23,1988,1988-11-13,11,23.350,RAM,,NOR,L 10-14,,,,,,,,,,,,
24,1988,1988-11-20,12,23.357,RAM,,SDG,L 24-38,,,,,,,,,,,,
25,1988,1988-11-27,13,23.364,RAM,@,DEN,L 24-35,0,0,,0,0,0,,0,0.0,1,9,0
26,1988,1988-12-05,14,24.006,RAM,,CHI,W 23-3,,,,,,,,,,,,
27,1988,1988-12-11,15,24.012,RAM,,ATL,W 22-7,,,,,,,,,,,,
28,1988,1988-12-18,16,24.019,RAM,@,SFO,W 38-16,,,,,,,,,,,,
29,1989,1989-11-12,10,24.348,RAM,,NYG,W 31-10,,,,,,,,,,,,
30,1989,1989-11-19,11,24.355,RAM,,PHO,W 37-14,,,,,,,,,,,,
31,1989,1989-11-26,12,24.362,RAM,@,NOR,W 20-17,,,,,,,,,,,,
32,1989,1989-12-03,13,25.004,RAM,@,DAL,W 35-31,,,,,,,,,,,,
33,1989,1989-12-11,14,25.012,RAM,,SFO,L 27-30,,,,,,,,,,,,
34,1989,1989-12-17,15,25.018,RAM,,NYJ,W 38-14,,,,,,,,,,,,
35,1989,1989-12-24,16,25.025,RAM,@,NWE,W 24-20,,,,,,,,,,,,
36,1990,1990-10-21,6,25.326,RAM,,ATL,W 44-24,,,,,,,,,,,,
37,1990,1990-10-29,7,25.334,RAM,@,PIT,L 10-41,,,,,,,,,,,,
38,1990,1990-11-04,8,25.340,RAM,,HOU,W 17-13,,,,,,,,,,,,
39,1990,1990-11-11,9,25.347,RAM,,NYG,L 7-31,,,,,,,,,,,,
40,1990,1990-11-18,10,25.354,RAM,,DAL,L 21-24,,,,,,,,,,,,
41,1990,1990-11-25,11,25.361,RAM,@,SFO,W 28-17,,,,,,,,,,,,
42,1990,1990-12-02,12,26.003,RAM,@,CLE,W 38-23,,,,,,,,,,,,
43,1990,1990-12-09,13,26.010,RAM,,NOR,L 20-24,,,,,,,,,,,,
44,1990,1990-12-17,14,26.018,RAM,,SFO,L 10-26,,,,,,,,,,,,
45,1990,1990-12-23,15,26.024,RAM,@,ATL,L 13-20,,,,,,,,,,,,
46,1990,1990-12-31,16,26.032,RAM,@,NOR,L 17-20,,,,,,,,,,,,
47,1991,1991-09-01,1,26.276,RAM,,PHO,L 14-24,,,,,,,,,,,,
48,1991,1991-09-08,2,26.283,RAM,@,NYG,W 19-13,,,,,,,,,,,,
