ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
173,1980,1980-09-07,1,33.347,BAL,@,NYJ,W 17-14,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,201,40.20,0
174,1980,1980-09-14,2,33.354,BAL,,PIT,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,165,41.25,0
175,1980,1980-09-21,3,33.361,BAL,@,HOU,L 16-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,289,41.29,0
176,1980,1980-09-28,4,34.002,BAL,,NYJ,W 35-21,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,109,36.33,0
177,1980,1980-10-05,5,34.009,BAL,@,MIA,W 30-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,81,40.50,0
178,1980,1980-10-12,6,34.016,BAL,@,BUF,W 17-12,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,2,80,40.00,0
179,1980,1980-10-19,7,34.023,BAL,,NWE,L 21-37,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,131,43.67,0
180,1980,1980-10-26,8,34.030,BAL,,STL,L 10-17,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,303,33.67,0
181,1980,1980-11-02,9,34.037,BAL,@,KAN,W 31-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,228,45.60,1
182,1980,1980-11-09,10,34.044,BAL,,CLE,L 27-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,7,248,35.43,0
183,1980,1980-11-16,11,34.051,BAL,@,DET,W 10-9,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,175,43.75,0
184,1980,1980-11-23,12,34.058,BAL,@,NWE,L 21-47,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,217,43.40,0
185,1980,1980-11-30,13,34.065,BAL,,BUF,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,227,37.83,0
186,1980,1980-12-07,14,34.072,BAL,@,CIN,L 33-34,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,6,220,36.67,0
187,1980,1980-12-14,15,34.079,BAL,,MIA,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,9,334,37.11,0
188,1980,1980-12-21,16,34.086,BAL,,KAN,L 28-38,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,5,195,39.00,1
