ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1974,1974-09-15,1,25.157,HOU,,SDG,W 21-14
2,1974,1974-09-22,2,25.164,HOU,@,CLE,L 7-20
3,1974,1974-09-29,3,25.171,HOU,,KAN,L 7-17
4,1974,1974-10-06,4,25.178,HOU,,PIT,L 7-13
5,1974,1974-10-13,5,25.185,HOU,@,MIN,L 10-51
6,1974,1974-10-20,6,25.192,HOU,,STL,L 27-31
7,1974,1974-10-27,7,25.199,HOU,@,CIN,W 34-21
8,1974,1974-11-03,8,25.206,HOU,@,NYJ,W 27-22
9,1974,1974-11-10,9,25.213,HOU,@,BUF,W 21-9
10,1974,1974-11-17,10,25.220,HOU,,CIN,W 20-3
11,1974,1974-11-24,11,25.227,HOU,,DAL,L 0-10
12,1974,1974-12-01,12,25.234,HOU,@,PIT,W 13-10
13,1974,1974-12-08,13,25.241,HOU,@,DEN,L 14-37
14,1974,1974-12-15,14,25.248,HOU,,CLE,W 28-24
