ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-11-16,10,23.316,SDG,@,PIT,L 10-11,,0,0,,0,0.0,0,0
2,2008,2008-11-27,12,23.327,DAL,,SEA,W 34-9,,0,0,,0,0.0,0,0
3,2008,2008-12-07,13,23.337,DAL,@,PIT,L 13-20,,1,0,0.00,0,0.0,0,0
4,2008,2008-12-14,14,23.344,DAL,,NYG,W 20-8,,0,0,,0,0.0,1,1
5,2008,2008-12-20,15,23.350,DAL,,BAL,L 24-33,,0,0,,0,0.0,0,1
6,2008,2008-12-28,16,23.358,DAL,@,PHI,L 6-44,,0,0,,0,0.0,3,3
