ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1987,1987-10-04,3,23.027,RAM,@,NOR,L 10-37,0,0,,0
2,1987,1987-10-11,4,23.034,RAM,,PIT,W 31-21,4,-4,-1.00,0
3,1987,1987-10-18,5,23.041,RAM,@,ATL,L 20-24,0,0,,0
