ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
43,2004,2004-12-19,14,25.108,PHI,,DAL,W 12-7,*,12,48,4.00,0,10,8,78,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
44,2005,2005-09-12,1,26.010,PHI,@,ATL,L 10-14,*,12,47,3.92,0,11,7,64,9.14,1,63.6%,5.82,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
45,2005,2005-09-18,2,26.016,PHI,,SFO,W 42-3,*,15,89,5.93,0,3,3,31,10.33,1,100.0%,10.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
46,2005,2005-09-25,3,26.023,PHI,,OAK,W 23-20,*,13,68,5.23,1,11,6,140,23.33,1,54.5%,12.73,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
47,2005,2005-10-02,4,26.030,PHI,@,KAN,W 37-31,*,9,15,1.67,0,6,6,33,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
48,2005,2005-10-09,5,26.037,PHI,@,DAL,L 10-33,*,6,12,2.00,0,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
49,2005,2005-10-23,6,26.051,PHI,,SDG,W 20-17,*,10,25,2.50,0,13,10,75,7.50,0,76.9%,5.77,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
50,2005,2005-10-30,7,26.058,PHI,@,DEN,L 21-49,*,13,48,3.69,0,5,4,56,14.00,1,80.0%,11.20,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
51,2005,2005-11-06,8,26.065,PHI,@,WAS,L 10-17,*,17,24,1.41,0,8,4,55,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
52,2005,2005-11-14,9,26.073,PHI,,DAL,L 20-21,*,16,86,5.38,1,7,5,32,6.40,0,71.4%,4.57,0,0,,0,0,0,,0,,,,0,0,,0,4,32,8.00,0,1,6
53,2005,2005-11-20,10,26.079,PHI,@,NYG,L 17-27,*,16,66,4.13,0,10,4,57,14.25,0,40.0%,5.70,0,0,,0,0,0,,0,,,,0,0,,0,2,8,4.00,0,0,0
54,2005,2005-11-27,11,26.086,PHI,,GNB,W 19-14,*,20,120,6.00,1,9,4,11,2.75,0,44.4%,1.22,0,0,,0,0,0,,0,3,,,0,0,,0,2,20,10.00,0,1,6
55,2005,2005-12-05,12,26.094,PHI,,SEA,L 0-42,*,9,17,1.89,0,7,5,38,7.60,0,71.4%,5.43,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
56,2006,2006-09-10,1,27.008,PHI,@,HOU,W 24-10,*,17,71,4.18,0,6,4,61,15.25,1,66.7%,10.17,0,0,,0,0,0,,,,,,0,0,,0,3,25,8.33,0,1,6
57,2006,2006-09-17,2,27.015,PHI,,NYG,L 24-30,*,19,68,3.58,1,7,7,56,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
58,2006,2006-09-24,3,27.022,PHI,@,SFO,W 38-24,,8,117,14.63,2,6,4,47,11.75,1,66.7%,7.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18
59,2006,2006-10-08,5,27.036,PHI,,DAL,W 38-24,*,11,33,3.00,1,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
60,2006,2006-10-15,6,27.043,PHI,@,NOR,L 24-27,*,16,72,4.50,0,4,3,3,1.00,0,75.0%,0.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,2006,2006-10-22,7,27.050,PHI,@,TAM,L 21-23,*,13,101,7.77,0,11,7,113,16.14,1,63.6%,10.27,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
62,2006,2006-10-29,8,27.057,PHI,,JAX,L 6-13,*,13,38,2.92,0,11,8,68,8.50,0,72.7%,6.18,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
63,2006,2006-11-12,9,27.071,PHI,,WAS,W 27-3,*,22,113,5.14,0,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,2006,2006-11-19,10,27.078,PHI,,TEN,L 13-31,*,22,102,4.64,0,12,12,46,3.83,0,100.0%,3.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,2006,2006-11-26,11,27.085,PHI,@,IND,L 21-45,*,20,124,6.20,1,9,7,46,6.57,0,77.8%,5.11,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
66,2006,2006-12-04,12,27.093,PHI,,CAR,W 27-24,*,16,68,4.25,0,10,6,56,9.33,1,60.0%,5.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
67,2006,2006-12-10,13,27.099,PHI,@,WAS,W 21-19,*,17,88,5.18,0,4,3,38,12.67,0,75.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,2006,2006-12-17,14,27.106,PHI,@,NYG,W 36-22,*,19,97,5.11,2,9,5,40,8.00,0,55.6%,4.44,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
69,2006,2006-12-25,15,27.114,PHI,@,DAL,W 23-7,*,26,122,4.69,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,0,0
70,2006,2006-12-31,16,27.120,PHI,,ATL,W 24-17,*,1,3,3.00,0,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,2007,2007-09-09,1,28.007,PHI,@,GNB,L 13-16,*,20,85,4.25,0,11,6,46,7.67,0,54.5%,4.18,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,2007,2007-09-17,2,28.015,PHI,,WAS,L 12-20,*,17,96,5.65,0,8,8,66,8.25,0,100.0%,8.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,2007,2007-09-23,3,28.021,PHI,,DET,W 56-21,*,14,110,7.86,2,5,5,111,22.20,1,100.0%,22.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18
74,2007,2007-10-14,5,28.042,PHI,@,NYJ,W 16-9,*,20,120,6.00,0,8,6,36,6.00,0,75.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,2007,2007-10-21,6,28.049,PHI,,CHI,L 16-19,*,18,79,4.39,0,7,6,40,6.67,0,85.7%,5.71,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
76,2007,2007-10-28,7,28.056,PHI,@,MIN,W 23-16,*,21,46,2.19,1,5,4,46,11.50,1,80.0%,9.20,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
77,2007,2007-11-04,8,28.063,PHI,,DAL,L 17-38,*,16,65,4.06,1,18,14,90,6.43,0,77.8%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
78,2007,2007-11-11,9,28.070,PHI,@,WAS,W 33-25,*,20,100,5.00,1,5,5,83,16.60,2,100.0%,16.60,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18
79,2007,2007-11-18,10,28.077,PHI,,MIA,W 17-7,*,32,148,4.63,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,2007,2007-11-25,11,28.084,PHI,@,NWE,L 28-31,*,17,52,3.06,1,11,7,40,5.71,0,63.6%,3.64,0,0,,0,0,0,,,,,,0,0,,0,1,-2,-2.00,0,1,6
81,2007,2007-12-02,12,28.091,PHI,,SEA,L 24-28,*,21,93,4.43,1,9,7,46,6.57,0,77.8%,5.11,0,0,,0,0,0,,,,,,0,0,,0,1,64,64.00,0,1,6
82,2007,2007-12-09,13,28.098,PHI,,NYG,L 13-16,*,20,116,5.80,0,6,5,38,7.60,1,83.3%,6.33,0,0,,0,0,0,,,,,,0,0,,0,1,8,8.00,0,1,6
83,2007,2007-12-16,14,28.105,PHI,@,DAL,W 10-6,*,18,81,4.50,0,12,9,63,7.00,0,75.0%,5.25,0,0,,0,0,0,,,,,,0,0,,0,1,9,9.00,0,0,0
84,2007,2007-12-23,15,28.112,PHI,@,NOR,W 38-23,*,17,100,5.88,0,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,2007,2007-12-30,16,28.119,PHI,,BUF,W 17-9,*,7,42,6.00,0,6,4,57,14.25,0,66.7%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,2008,2008-09-07,1,29.005,PHI,,STL,W 38-3,*,19,91,4.79,1,2,2,1,0.50,1,100.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
87,2008,2008-09-15,2,29.013,PHI,@,DAL,L 37-41,*,18,58,3.22,2,9,6,45,7.50,1,66.7%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,3,18
88,2008,2008-09-21,3,29.019,PHI,,PIT,W 15-6,*,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,2008,2008-10-05,5,29.033,PHI,,WAS,L 17-23,*,12,33,2.75,1,7,6,51,8.50,0,85.7%,7.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
90,2008,2008-10-26,7,29.054,PHI,,ATL,W 27-14,*,22,167,7.59,2,6,6,42,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
91,2008,2008-11-02,8,29.061,PHI,@,SEA,W 26-7,*,20,61,3.05,0,8,6,35,5.83,0,75.0%,4.38,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
92,2008,2008-11-09,9,29.068,PHI,,NYG,L 31-36,*,13,26,2.00,0,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,2008,2008-11-16,10,29.075,PHI,@,CIN,T 13-13,*,14,60,4.29,0,8,3,11,3.67,0,37.5%,1.38,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
94,2008,2008-11-23,11,29.082,PHI,@,BAL,L 7-36,*,14,39,2.79,0,3,2,-5,-2.50,0,66.7%,-1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,2008,2008-11-27,12,29.086,PHI,,ARI,W 48-20,*,22,110,5.00,2,3,3,20,6.67,2,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,4,24
96,2008,2008-12-07,13,29.096,PHI,@,NYG,W 20-14,*,33,131,3.97,1,8,6,72,12.00,1,75.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
97,2008,2008-12-15,14,29.104,PHI,,CLE,W 30-10,*,16,53,3.31,0,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
98,2008,2008-12-21,15,29.110,PHI,@,WAS,L 3-10,*,12,45,3.75,0,7,6,71,11.83,0,85.7%,10.14,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
99,2008,2008-12-28,16,29.117,PHI,,DAL,W 44-6,*,13,50,3.85,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
100,2009,2009-09-13,1,30.011,PHI,@,CAR,W 38-10,*,13,64,4.92,0,4,3,8,2.67,1,75.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
101,2009,2009-09-20,2,30.018,PHI,,NOR,L 22-48,*,13,52,4.00,0,5,3,14,4.67,0,60.0%,2.80,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
102,2009,2009-10-11,4,30.039,PHI,,TAM,W 33-14,*,6,18,3.00,1,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
103,2009,2009-10-18,5,30.046,PHI,@,OAK,L 9-13,*,6,50,8.33,0,11,9,91,10.11,0,81.8%,8.27,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
104,2009,2009-10-26,6,30.054,PHI,@,WAS,W 27-17,*,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
105,2009,2009-11-15,9,30.074,PHI,@,SDG,L 23-31,*,6,28,4.67,0,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
106,2009,2009-12-27,15,30.116,PHI,,DEN,W 30-27,*,9,32,3.56,0,5,2,5,2.50,0,40.0%,1.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
107,2009,2010-01-03,16,30.123,PHI,@,DAL,L 0-24,,5,17,3.40,0,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
108,2010,2010-09-20,2,31.018,SFO,,NOR,L 22-25,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
109,2010,2010-09-26,3,31.024,SFO,@,KAN,L 10-31,,0,0,,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
110,2010,2010-10-10,5,31.038,SFO,,PHI,L 24-27,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
111,2010,2010-10-17,6,31.045,SFO,,OAK,W 17-9,,0,0,,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
112,2010,2010-10-24,7,31.052,SFO,@,CAR,L 20-23,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
113,2010,2010-10-31,8,31.059,SFO,,DEN,W 24-16,,2,4,2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
114,2010,2010-11-14,9,31.073,SFO,,STL,W 23-20,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
115,2010,2010-11-21,10,31.080,SFO,,TAM,L 0-21,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
116,2010,2010-11-29,11,31.088,SFO,@,ARI,W 27-6,,23,136,5.91,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
117,2010,2010-12-05,12,31.094,SFO,@,GNB,L 16-34,*,9,31,3.44,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
118,2010,2010-12-12,13,31.101,SFO,,SEA,W 40-21,*,9,23,2.56,0,6,6,87,14.50,1,100.0%,14.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
119,2010,2010-12-16,14,31.105,SFO,@,SDG,L 7-34,*,8,22,2.75,1,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
120,2010,2010-12-26,15,31.115,SFO,@,STL,L 17-25,*,10,40,4.00,0,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
121,2010,2011-01-02,16,31.122,SFO,,ARI,W 38-7,*,13,79,6.08,2,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
