ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,24.355,PHO,@,TAM,L 7-23,,0,0,,0,0.0%,,,
2,1992,1992-09-13,2,24.362,PHO,,PHI,L 14-31,,0,0,,0,0.0%,,,
3,1992,1992-09-20,3,25.003,PHO,@,DAL,L 20-31,,0,0,,0,0.0%,,,
4,1992,1992-10-04,4,25.017,PHO,,WAS,W 27-24,,0,0,,0,0.0%,,,
5,1992,1992-10-11,5,25.024,PHO,@,NYG,L 21-31,,0,0,,0,0.0%,,,
6,1992,1992-10-18,6,25.031,PHO,,NOR,L 21-30,,0,0,,0,0.0%,,,
7,1992,1992-10-25,7,25.038,PHO,@,PHI,L 3-7,,0,0,,0,0.0%,,,
8,1992,1992-11-08,9,25.052,PHO,@,RAM,W 20-14,,0,0,,0,0.0%,,,
9,1992,1992-11-15,10,25.059,PHO,@,ATL,L 17-20,,0,0,,0,0.0%,,,
10,1992,1992-11-22,11,25.066,PHO,,DAL,L 10-16,,0,0,,0,0.0%,,,
11,1992,1992-11-29,12,25.073,PHO,@,WAS,L 3-41,,0,0,,0,0.0%,,,
12,1992,1992-12-06,13,25.080,PHO,,SDG,L 21-27,,0,0,,0,0.0%,,,
13,1992,1992-12-12,14,25.086,PHO,,NYG,W 19-0,1,1,13,13.00,0,100.0%,13.00,0,0
14,1992,1992-12-20,15,25.094,PHO,@,IND,L 13-16,,0,0,,0,0.0%,,,
15,1992,1992-12-27,16,25.101,PHO,,TAM,L 3-7,,0,0,,0,0.0%,,,
16,1993,1993-09-05,1,25.353,PHO,@,PHI,L 17-23,2,0,0,,0,0.0%,0.00,,
17,1993,1993-09-12,2,25.360,PHO,@,WAS,W 17-10,3,1,13,13.00,0,33.3%,4.33,0,0
18,1993,1993-09-19,3,26.002,PHO,,DAL,L 10-17,2,1,27,27.00,0,50.0%,13.50,0,0
19,1993,1993-09-26,4,26.009,PHO,@,DET,L 20-26,,0,0,,0,0.0%,,,
20,1993,1993-10-10,5,26.023,PHO,,NWE,L 21-23,2,1,5,5.00,0,50.0%,2.50,0,0
21,1993,1993-10-17,6,26.030,PHO,,WAS,W 36-6,,0,0,,0,0.0%,,,
22,1993,1993-10-24,7,26.037,PHO,@,SFO,L 14-28,,0,0,,0,0.0%,,,
23,1993,1993-10-31,8,26.044,PHO,,NOR,L 17-20,1,0,0,,0,0.0%,0.00,,
24,1993,1993-11-07,9,26.051,PHO,,PHI,W 16-3,1,0,0,,0,0.0%,0.00,,
25,1993,1993-11-14,10,26.058,PHO,@,DAL,L 15-20,,0,0,,0,0.0%,,,
26,1993,1993-11-28,11,26.072,PHO,@,NYG,L 17-19,,0,0,,0,0.0%,,,
27,1993,1993-12-05,12,26.079,PHO,,RAM,W 38-10,,0,0,,0,0.0%,,,
28,1993,1993-12-12,13,26.086,PHO,,DET,L 14-21,,0,0,,0,0.0%,,,
29,1993,1993-12-19,14,26.093,PHO,@,SEA,W 30-27,1,0,0,,0,0.0%,0.00,,
30,1993,1993-12-26,15,26.100,PHO,,NYG,W 17-6,,0,0,,0,0.0%,,,
31,1993,1994-01-02,16,26.107,PHO,@,ATL,W 27-10,,0,0,,0,0.0%,,,
32,1994,1994-09-04,1,26.352,ARI,@,RAM,L 12-14,5,3,18,6.00,0,60.0%,3.60,0,0
33,1994,1994-09-11,2,26.359,ARI,,NYG,L 17-20,5,1,33,33.00,0,20.0%,6.60,0,0
34,1994,1994-09-18,3,27.001,ARI,@,CLE,L 0-32,4,3,18,6.00,0,75.0%,4.50,0,0
35,1994,1994-10-02,4,27.015,ARI,,MIN,W 17-7,3,3,25,8.33,1,100.0%,8.33,1,6
36,1994,1994-10-09,5,27.022,ARI,@,DAL,L 3-38,1,1,10,10.00,0,100.0%,10.00,0,0
37,1994,1994-10-16,6,27.029,ARI,@,WAS,W 19-16,,,,,,0.0%,,,
38,1994,1994-10-23,7,27.036,ARI,,DAL,L 21-28,2,2,25,12.50,0,100.0%,12.50,0,0
39,1994,1994-10-30,8,27.043,ARI,,PIT,W 20-17,2,2,22,11.00,0,100.0%,11.00,0,0
40,1994,1994-11-06,9,27.050,ARI,@,PHI,L 7-17,3,1,9,9.00,0,33.3%,3.00,0,0
41,1994,1994-11-13,10,27.057,ARI,@,NYG,W 10-9,2,1,11,11.00,0,50.0%,5.50,0,0
42,1994,1994-11-20,11,27.064,ARI,,PHI,W 12-6,,,,,,0.0%,,,
43,1994,1994-11-27,12,27.071,ARI,,CHI,L 16-19,,,,,,0.0%,,,
44,1994,1994-12-04,13,27.078,ARI,@,HOU,W 30-12,,,,,,0.0%,,,
45,1994,1994-12-11,14,27.085,ARI,,WAS,W 17-15,,,,,,0.0%,,,
46,1994,1994-12-18,15,27.092,ARI,,CIN,W 28-7,,,,,,0.0%,,,
47,1995,1995-09-03,1,27.351,CIN,@,IND,W 24-21,1,0,0,,0,0.0%,0.00,,
48,1995,1995-09-10,2,27.358,CIN,,JAX,W 24-17,,0,0,,0,0.0%,,,
49,1995,1995-09-17,3,28.000,CIN,@,SEA,L 21-24,,0,0,,0,0.0%,,,
50,1995,1995-09-24,4,28.007,CIN,,HOU,L 28-38,4,2,36,18.00,0,50.0%,9.00,0,0
51,1995,1995-10-01,5,28.014,CIN,,MIA,L 23-26,,0,0,,0,0.0%,,,
52,1995,1995-10-08,6,28.021,CIN,@,TAM,L 16-19,1,0,0,,0,0.0%,0.00,,
53,1995,1995-12-10,14,28.084,CIN,,CHI,W 16-10,,0,0,,0,0.0%,,,
54,1996,1996-09-02,1,28.351,DAL,@,CHI,L 6-22,1,1,5,5.00,0,100.0%,5.00,0,0
55,1996,1996-09-15,3,28.364,DAL,,IND,L 24-25,,0,0,,0,0.0%,,,
56,1996,1996-09-22,4,29.005,DAL,@,BUF,L 7-10,,0,0,,0,0.0%,,,
57,1996,1996-11-18,11,29.062,DAL,,GNB,W 21-6,,0,0,,0,0.0%,,,
58,1996,1996-11-24,12,29.068,DAL,@,NYG,L 6-20,0,0,0,,0,0.0%,,,
