ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2012,2012-10-07,5,23.048,CLE,@,NYG,L 27-41,,,,,,,,
2,2012,2012-10-14,6,23.055,CLE,,CIN,W 34-24,*,0,0,,0,0.0,1,1
3,2012,2012-10-21,7,23.062,CLE,@,IND,L 13-17,*,0,0,,0,0.0,0,1
4,2012,2012-10-28,8,23.069,CLE,,SDG,W 7-6,*,0,0,,0,0.0,5,5
5,2012,2012-11-04,9,23.076,CLE,,BAL,L 15-25,*,0,0,,0,0.0,4,2
6,2012,2012-11-18,10,23.090,CLE,@,DAL,L 20-23,*,1,0,0.00,0,0.0,3,1
7,2012,2012-11-25,11,23.097,CLE,,PIT,W 20-14,,0,0,,0,0.0,3,1
8,2012,2012-12-02,12,23.104,CLE,@,OAK,W 20-17,*,,,,,,,
9,2012,2012-12-09,13,23.111,CLE,,KAN,W 30-7,*,0,0,,0,0.0,0,2
10,2012,2012-12-16,14,23.118,CLE,,WAS,L 21-38,*,0,0,,0,0.0,2,2
11,2012,2012-12-30,16,23.132,CLE,@,PIT,L 10-24,,,,,,,,
12,2013,2013-09-08,1,24.019,KAN,@,JAX,W 28-2,,,,,,,,
13,2013,2013-09-15,2,24.026,KAN,,DAL,W 17-16,,,,,,,,
14,2013,2013-09-19,3,24.030,KAN,@,PHI,W 26-16,,,,,,,,
15,2013,2013-09-29,4,24.040,KAN,,NYG,W 31-7,,,,,,,,
16,2013,2013-10-06,5,24.047,KAN,@,TEN,W 26-17,,0,0,,0,0.0,1,0
17,2013,2013-10-13,6,24.054,KAN,,OAK,W 24-7,,,,,,,,
18,2013,2013-10-20,7,24.061,KAN,,HOU,W 17-16,,,,,,,,
19,2013,2013-10-27,8,24.068,KAN,,CLE,W 23-17,,0,0,,0,0.0,2,0
20,2013,2013-11-03,9,24.075,KAN,@,BUF,W 23-13,,0,0,,0,0.0,1,0
21,2013,2013-11-17,10,24.089,KAN,@,DEN,L 17-27,,,,,,,,
22,2013,2013-11-24,11,24.096,KAN,,SDG,L 38-41,,,,,,,,
23,2013,2013-12-01,12,24.103,KAN,,DEN,L 28-35,,0,0,,0,0.0,2,0
24,2013,2013-12-08,13,24.110,KAN,@,WAS,W 45-10,,0,0,,0,0.0,2,0
25,2013,2013-12-15,14,24.117,KAN,@,OAK,W 56-31,,0,0,,0,0.0,3,0
26,2013,2013-12-22,15,24.124,KAN,,IND,L 7-23,,,,,,,,
27,2013,2013-12-29,16,24.131,KAN,@,SDG,L 24-27,*,0,0,,0,1.0,6,0
28,2014,2014-09-07,1,25.018,KAN,,TEN,L 10-26,,0,0,,0,0.0,2,1
29,2014,2014-09-14,2,25.025,KAN,@,DEN,L 17-24,*,0,0,,0,0.0,4,0
30,2014,2014-09-21,3,25.032,KAN,@,MIA,W 34-15,*,0,0,,0,0.0,3,1
31,2014,2014-09-29,4,25.040,KAN,,NWE,W 41-14,,,,,,,,
32,2014,2014-10-05,5,25.046,KAN,@,SFO,L 17-22,*,0,0,,0,0.0,9,2
33,2014,2014-10-19,6,25.060,KAN,@,SDG,W 23-20,*,0,0,,0,0.0,3,1
34,2014,2014-10-26,7,25.067,KAN,,STL,W 34-7,*,0,0,,0,0.0,1,0
35,2014,2014-11-02,8,25.074,KAN,,NYJ,W 24-10,*,0,0,,0,0.0,2,0
36,2014,2014-11-09,9,25.081,KAN,@,BUF,W 17-13,,0,0,,0,0.0,6,0
37,2014,2014-11-16,10,25.088,KAN,,SEA,W 24-20,*,0,0,,0,0.0,3,0
38,2014,2014-11-20,11,25.092,KAN,@,OAK,L 20-24,*,0,0,,0,0.0,2,4
39,2014,2014-11-30,12,25.102,KAN,,DEN,L 16-29,*,0,0,,0,0.0,3,0
40,2014,2014-12-07,13,25.109,KAN,@,ARI,L 14-17,,,,,,,,
41,2014,2014-12-14,14,25.116,KAN,,OAK,W 31-13,,0,0,,0,0.0,1,0
42,2014,2014-12-21,15,25.123,KAN,@,PIT,L 12-20,,,,,,,,
43,2014,2014-12-28,16,25.130,KAN,,SDG,W 19-7,,0,0,,0,0.0,3,0
44,2015,2015-09-13,1,26.024,TAM,,TEN,L 14-42,,0,0,,0,0.0,0,0
45,2015,2015-10-11,5,26.052,JAX,@,TAM,L 31-38,,0,0,,0,0.0,0,0
46,2015,2015-10-18,6,26.059,JAX,,HOU,L 20-31,,0,0,,0,0.0,0,0
47,2015,2015-12-27,15,26.129,MIA,,IND,L 12-18,,0,0,,0,0.0,0,0
48,2015,2016-01-03,16,26.136,MIA,,NWE,W 20-10,,0,0,,0,0.0,0,0
