ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2005,2005-09-12,1,23.056,PHI,@,ATL,L 10-14,,,0,0,,0,0.0%,,0,0,,0,0.0,,
2,2005,2005-09-18,2,23.062,PHI,,SFO,W 42-3,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0.0,,
3,2005,2005-09-25,3,23.069,PHI,,OAK,W 23-20,,,0,0,,0,0.0%,,0,0,,0,0.0,,
4,2005,2005-10-02,4,23.076,PHI,@,KAN,W 37-31,,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,,
5,2005,2005-10-09,5,23.083,PHI,@,DAL,L 10-33,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0.0,,
6,2005,2005-10-23,6,23.097,PHI,,SDG,W 20-17,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0.0,,
7,2005,2005-10-30,7,23.104,PHI,@,DEN,L 21-49,,0,0,0,,0,0.0%,,0,0,,0,0.0,,
8,2005,2005-11-06,8,23.111,PHI,@,WAS,L 10-17,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0.0,,
9,2005,2005-12-05,12,23.140,PHI,,SEA,L 0-42,,,0,0,,0,0.0%,,0,0,,0,0.0,,
10,2005,2005-12-11,13,23.146,PHI,,NYG,L 23-26,*,,0,0,,0,0.0%,,0,0,,0,0.0,,
11,2005,2005-12-18,14,23.153,PHI,@,STL,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,0.0,,
12,2005,2005-12-24,15,23.159,PHI,@,ARI,L 21-27,,,0,0,,0,0.0%,,0,0,,0,0.0,,
13,2005,2006-01-01,16,23.167,PHI,,WAS,L 20-31,,0,0,0,,0,0.0%,,0,0,,0,0.0,,
14,2007,2007-12-16,14,25.151,NWE,,NYJ,W 20-10,,,0,0,,0,0.0%,,0,0,,0,0.0,,
15,2007,2007-12-23,15,25.158,NWE,,MIA,W 28-7,,,0,0,,0,0.0%,,0,0,,0,0.0,,
16,2007,2007-12-29,16,25.164,NWE,@,NYG,W 38-35,,,0,0,,0,0.0%,,0,0,,0,0.0,,
17,2008,2008-09-07,1,26.051,NWE,,KAN,W 17-10,,0,,,,,0.0%,,,,,,,,
18,2008,2008-09-14,2,26.058,NWE,@,NYJ,W 19-10,,0,,,,,0.0%,,,,,,,,
19,2008,2008-11-02,8,26.107,ARI,@,STL,W 34-13,,1,,,,,0.0%,,,,,,,,
20,2008,2008-11-10,9,26.115,ARI,,SFO,W 29-24,,,,,,,0.0%,,,,,,,,
21,2008,2008-11-16,10,26.121,ARI,@,SEA,W 26-20,*,0,,,,,0.0%,,,,,,,,
22,2008,2008-11-23,11,26.128,ARI,,NYG,L 29-37,*,,,,,,0.0%,,,,,,,,
23,2008,2008-11-27,12,26.132,ARI,@,PHI,L 20-48,*,,,,,,0.0%,,,,,,,,
24,2008,2008-12-07,13,26.142,ARI,,STL,W 34-10,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0.0,0,0
25,2008,2008-12-14,14,26.149,ARI,,MIN,L 14-35,*,3,,,,,0.0%,,,,,,,,
26,2008,2008-12-21,15,26.156,ARI,@,NWE,L 7-47,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
27,2008,2008-12-28,16,26.163,ARI,,SEA,W 34-21,,,,,,,0.0%,,,,,,,,
28,2009,2009-09-13,1,27.057,ARI,,SFO,L 16-20,*,1,,,,,0.0%,,,,,,,,
29,2009,2009-09-20,2,27.064,ARI,@,JAX,W 31-17,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0.0,0,0
30,2009,2009-09-27,3,27.071,ARI,,IND,L 10-31,,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0.0,0,0
31,2009,2009-10-11,4,27.085,ARI,,HOU,W 28-21,,,,,,,0.0%,,,,,,,,
32,2009,2009-11-15,9,27.120,ARI,,SEA,W 31-20,*,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
33,2009,2009-12-27,15,27.162,ARI,,STL,W 31-10,*,2,,,,,0.0%,,,,,,,,
34,2009,2010-01-03,16,27.169,ARI,,GNB,L 7-33,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0.0,0,0
35,2010,2010-09-12,1,28.056,ARI,@,STL,W 17-13,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0.0,0,0
36,2010,2010-09-19,2,28.063,ARI,@,ATL,L 7-41,*,0,,,,,0.0%,,,,,,,,
37,2010,2010-09-26,3,28.070,ARI,,OAK,W 24-23,*,,,,,,0.0%,,,,,,,,
38,2010,2010-10-03,4,28.077,ARI,@,SDG,L 10-41,*,,,,,,0.0%,,,,,,,,
39,2010,2010-10-10,5,28.084,ARI,,NOR,W 30-20,*,2,,,,,0.0%,,,,,,,,
40,2010,2010-10-24,6,28.098,ARI,@,SEA,L 10-22,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0.0,0,0
41,2010,2010-10-31,7,28.105,ARI,,TAM,L 35-38,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0.0,0,0
42,2010,2010-11-07,8,28.112,ARI,@,MIN,L 24-27,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0.0,0,0
