ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-11-26,12,24.040,DEN,@,HOU,L 33-42,,,0,0,,0,0.0%,,,,,,,
2,1995,1995-12-03,13,24.047,DEN,,JAX,W 31-23,,,0,0,,0,0.0%,,,,,,,
3,1995,1995-12-10,14,24.054,DEN,,SEA,L 27-31,,0,0,0,,0,0.0%,,,,,,,
4,1995,1995-12-17,15,24.061,DEN,@,KAN,L 17-20,,,0,0,,0,0.0%,,,,,,,
5,1995,1995-12-24,16,24.068,DEN,@,OAK,W 31-28,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
6,1996,1996-09-22,4,24.341,DEN,@,KAN,L 14-17,,,0,0,,0,0.0%,,0,0,,0,,
7,1996,1996-09-29,5,24.348,DEN,@,CIN,W 14-10,,,0,0,,0,0.0%,,0,0,,0,,
8,1996,1996-10-06,6,24.355,DEN,,SDG,W 28-17,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0
9,1996,1996-11-04,9,25.018,DEN,@,OAK,W 22-21,,,0,0,,0,0.0%,,0,0,,0,,
10,1996,1996-11-10,10,25.024,DEN,,CHI,W 17-12,,,0,0,,0,0.0%,,0,0,,0,,
11,1996,1996-11-17,11,25.031,DEN,@,NWE,W 34-8,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
12,1996,1996-11-24,12,25.038,DEN,@,MIN,W 21-17,,1,0,0,,0,0.0%,0.00,0,0,,0,,
13,1996,1996-12-01,13,25.045,DEN,,SEA,W 34-7,,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
14,1996,1996-12-08,14,25.052,DEN,@,GNB,L 6-41,,0,0,0,,0,0.0%,,2,34,17.00,0,0,0
15,1996,1996-12-15,15,25.059,DEN,,OAK,W 24-19,,7,5,61,12.20,0,71.4%,8.71,0,0,,0,0,0
