ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-08,1,22.265,CLE,,KAN,L 39-40,,8,17,2.13,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
2,2002,2002-09-15,2,22.272,CLE,,CIN,W 20-7,*,17,36,2.12,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2002,2002-09-22,3,22.279,CLE,@,TEN,W 31-28,,8,26,3.25,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
4,2002,2002-09-29,4,22.286,CLE,@,PIT,L 13-16,,7,16,2.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
5,2002,2002-10-06,5,22.293,CLE,,BAL,L 21-26,*,4,2,0.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,2002,2002-10-13,6,22.300,CLE,@,TAM,L 3-17,,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2002,2002-10-20,7,22.307,CLE,,HOU,W 34-17,*,12,24,2.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
8,2002,2002-10-27,8,22.314,CLE,@,NYJ,W 24-21,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2002,2002-11-03,9,22.321,CLE,,PIT,L 20-23,,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2002,2002-11-17,10,22.335,CLE,@,CIN,W 27-20,*,25,96,3.84,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0
11,2002,2002-11-24,11,22.342,CLE,@,NOR,W 24-15,*,28,114,4.07,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
12,2002,2002-12-01,12,22.349,CLE,,CAR,L 6-13,*,24,94,3.92,0,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0
13,2002,2002-12-08,13,22.356,CLE,@,JAX,W 21-20,*,26,119,4.58,1,4,3,25,8.33,0,75.0%,6.25,0,0,,0,1,6
14,2002,2002-12-15,14,22.363,CLE,,IND,L 23-28,*,22,69,3.14,1,4,3,24,8.00,0,75.0%,6.00,0,0,,0,1,6
15,2002,2002-12-22,15,23.005,CLE,@,BAL,W 14-13,*,20,56,2.80,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0
16,2002,2002-12-29,16,23.012,CLE,,ATL,W 24-16,*,27,178,6.59,2,4,2,9,4.50,0,50.0%,2.25,0,0,,0,2,12
17,2003,2003-09-07,1,23.264,CLE,,IND,L 6-9,*,21,86,4.10,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0
18,2003,2003-09-14,2,23.271,CLE,@,BAL,L 13-33,*,17,54,3.18,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
19,2003,2003-09-21,3,23.278,CLE,@,SFO,W 13-12,*,15,47,3.13,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,2003,2003-09-28,4,23.285,CLE,,CIN,L 14-21,*,16,47,2.94,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0
21,2003,2003-10-05,5,23.292,CLE,@,PIT,W 33-13,*,33,115,3.48,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
22,2003,2003-10-12,6,23.299,CLE,,OAK,W 13-7,*,26,145,5.58,1,2,1,-2,-2.00,0,50.0%,-1.00,0,0,,0,1,6
23,2003,2003-10-19,7,23.306,CLE,,SDG,L 20-26,*,14,65,4.64,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
24,2004,2004-09-12,1,24.270,CLE,,BAL,W 20-3,*,22,65,2.95,0,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0
25,2004,2004-09-19,2,24.277,CLE,@,DAL,L 12-19,*,19,52,2.74,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0
26,2004,2004-09-26,3,24.284,CLE,@,NYG,L 10-27,*,15,91,6.07,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
27,2004,2004-10-03,4,24.291,CLE,,WAS,W 17-13,*,4,17,4.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
28,2004,2004-10-10,5,24.298,CLE,@,PIT,L 23-34,*,3,27,9.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
29,2004,2004-10-17,6,24.305,CLE,,CIN,W 34-17,*,25,115,4.60,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
30,2004,2004-10-24,7,24.312,CLE,,PHI,L 31-34,*,14,64,4.57,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,1,6
31,2004,2004-11-07,8,24.326,CLE,@,BAL,L 13-27,,8,10,1.25,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
32,2004,2004-11-21,10,24.340,CLE,,NYJ,L 7-10,*,8,32,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
33,2004,2004-11-28,11,24.347,CLE,@,CIN,L 48-58,*,15,75,5.00,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,6
34,2004,2004-12-05,12,24.354,CLE,,NWE,L 15-42,*,12,15,1.25,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0
35,2004,2004-12-12,13,24.361,CLE,@,BUF,L 7-37,*,11,5,0.45,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
36,2004,2004-12-19,14,25.002,CLE,,SDG,L 0-21,*,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0
37,2004,2004-12-26,15,25.009,CLE,@,MIA,L 7-10,,,,,,,,,,,0.0%,,,,,,,
38,2004,2005-01-02,16,25.016,CLE,@,HOU,W 22-14,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
39,2005,2005-09-11,1,25.268,CLE,,CIN,L 13-27,,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
