ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1957,1957-09-29,1,22.078,PIT,,WAS,W 28-7,,0,0,,0,0,,,,,,,1,2,2.00,0,0,0,,0,0,
2,1957,1957-10-20,4,22.099,PIT,@,NYG,L 0-35,,5,8,62.50,64,0,1,47.9,0,0,8.00,2.38,0,0,,0,0,0,,0,0,
3,1957,1957-11-10,7,22.120,PIT,@,CLE,L 0-24,,2,4,50.00,18,0,1,22.9,0,0,4.50,-6.75,1,0,0.00,0,0,0,,0,0,
4,1957,1957-11-24,8,22.134,PIT,,GNB,L 10-27,,1,4,25.00,6,0,0,39.6,0,0,1.50,1.50,1,-3,-3.00,0,0,0,,0,0,
5,1957,1957-12-22,12,22.162,PIT,@,CRD,W 27-2,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,
6,1960,1960-09-10,1,25.059,LAC,,DTX,W 21-20,*,24,41,58.54,275,2,0,95.1,0,0,6.71,7.68,7,19,2.71,1,0,0,,0,1,6
7,1960,1960-09-18,2,25.067,LAC,@,HOU,L 28-38,*,27,44,61.36,337,4,1,106.0,0,0,7.66,8.45,0,0,,0,0,0,,0,0,0
8,1960,1960-09-25,3,25.074,LAC,@,DTX,L 0-17,*,11,30,36.67,89,0,4,5.6,0,0,2.97,-3.03,3,1,0.33,0,0,0,,0,0,0
9,1960,1960-10-08,5,25.087,LAC,,BOS,L 0-35,,15,28,53.57,140,0,2,37.8,0,0,5.00,1.79,1,-1,-1.00,0,0,0,,0,0,0
10,1960,1960-10-16,6,25.095,LAC,@,DEN,W 23-19,*,16,29,55.17,243,0,1,68.6,0,0,8.38,6.83,1,3,3.00,0,0,0,,0,0,0
11,1960,1960-10-28,7,25.107,LAC,@,BOS,W 45-16,*,13,24,54.17,223,1,1,82.5,0,0,9.29,8.25,4,7,1.75,1,0,0,,0,1,6
12,1960,1960-11-04,8,25.114,LAC,@,NYT,W 21-7,*,13,33,39.39,186,0,1,45.8,0,0,5.64,4.27,6,42,7.00,1,0,0,,0,1,6
13,1960,1960-11-13,9,25.123,LAC,,HOU,W 24-21,*,18,37,48.65,296,2,2,71.5,0,0,8.00,6.65,11,50,4.55,0,0,0,,0,0,0
14,1960,1960-11-20,10,25.130,LAC,,BUF,L 3-32,*,13,30,43.33,189,0,5,24.9,0,0,6.30,-1.20,3,8,2.67,0,0,0,,0,0,0
15,1960,1960-11-27,11,25.137,LAC,,OAK,W 52-28,*,13,24,54.17,307,2,2,92.4,0,0,12.79,10.71,6,19,3.17,1,0,0,,0,1,6
16,1960,1960-12-04,12,25.144,LAC,@,OAK,W 41-17,*,17,25,68.00,289,3,0,146.5,0,0,11.56,13.96,3,20,6.67,2,0,0,,0,2,12
17,1960,1960-12-10,13,25.150,LAC,,DEN,W 41-33,*,15,32,46.88,205,3,2,73.0,0,0,6.41,5.47,5,47,9.40,1,0,0,,0,1,6
