ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2000,2000-09-03,1,25.152,BAL,@,PIT,W 16-0,,,,,,,0.0%,,,
2,2000,2000-09-10,2,25.159,BAL,,JAX,W 39-36,,,,,,,0.0%,,,
3,2000,2000-10-22,8,25.201,BAL,,TEN,L 6-14,,0,,,,,0.0%,,,
4,2000,2000-10-29,9,25.208,BAL,,PIT,L 6-9,,,,,,,0.0%,,,
5,2000,2000-11-05,10,25.215,BAL,@,CIN,W 27-7,,,,,,,0.0%,,,
6,2000,2000-11-19,12,25.229,BAL,,DAL,W 27-0,,,,,,,0.0%,,,
7,2000,2000-11-26,13,25.236,BAL,,CLE,W 44-7,,,,,,,0.0%,,,
8,2000,2000-12-10,14,25.250,BAL,,SDG,W 24-3,,,,,,,0.0%,,,
9,2001,2001-09-09,1,26.158,BAL,,CHI,W 17-6,,0,,,,,0.0%,,,
10,2001,2001-09-23,2,26.172,BAL,@,CIN,L 10-21,,,,,,,0.0%,,,
11,2001,2001-09-30,3,26.179,BAL,@,DEN,W 20-13,*,3,2,13,6.50,0,66.7%,4.33,0,0
12,2001,2001-10-07,4,26.186,BAL,,TEN,W 26-7,,0,,,,,0.0%,,,
13,2001,2001-10-14,5,26.193,BAL,@,GNB,L 23-31,,,,,,,0.0%,,,
14,2001,2001-10-21,6,26.200,BAL,@,CLE,L 14-24,,,,,,,0.0%,,,
15,2001,2001-10-28,7,26.207,BAL,,JAX,W 18-17,*,,,,,,0.0%,,,
16,2001,2001-11-04,8,26.214,BAL,@,PIT,W 13-10,,0,,,,,0.0%,,,
17,2001,2001-11-12,9,26.222,BAL,@,TEN,W 16-10,,0,,,,,0.0%,,,
18,2001,2001-11-25,11,26.235,BAL,@,JAX,W 24-21,,,,,,,0.0%,,,
19,2001,2001-12-02,12,26.242,BAL,,IND,W 39-27,,0,,,,,0.0%,,,
20,2001,2001-12-16,13,26.256,BAL,,PIT,L 21-26,,,,,,,0.0%,,,
21,2001,2001-12-23,14,26.263,BAL,,CIN,W 16-0,,,,,,,0.0%,,,
22,2001,2001-12-29,15,26.269,BAL,@,TAM,L 10-22,,,,,,,0.0%,,,
23,2001,2002-01-07,16,26.278,BAL,,MIN,W 19-3,,0,,,,,0.0%,,,
24,2002,2002-09-08,1,27.157,BAL,@,CAR,L 7-10,,,,,,,0.0%,,,
25,2002,2002-09-15,2,27.164,BAL,,TAM,L 0-25,,1,1,7,7.00,0,100.0%,7.00,0,0
26,2002,2002-09-30,3,27.179,BAL,,DEN,W 34-23,*,2,1,4,4.00,0,50.0%,2.00,0,0
27,2002,2002-10-06,4,27.185,BAL,@,CLE,W 26-21,*,2,,,,,0.0%,,,
28,2002,2002-10-13,5,27.192,BAL,@,IND,L 20-22,,0,,,,,0.0%,,,
29,2002,2002-10-20,6,27.199,BAL,,JAX,W 17-10,*,3,1,9,9.00,0,33.3%,3.00,0,0
30,2002,2002-10-27,7,27.206,BAL,,PIT,L 18-31,*,2,2,24,12.00,1,100.0%,12.00,1,6
31,2002,2002-11-03,8,27.213,BAL,@,ATL,L 17-20,,,,,,,0.0%,,,
32,2002,2002-11-17,10,27.227,BAL,@,MIA,L 7-26,,,,,,,0.0%,,,
33,2002,2002-11-24,11,27.234,BAL,,TEN,W 13-12,,,,,,,0.0%,,,
34,2002,2002-12-01,12,27.241,BAL,@,CIN,W 27-23,,1,1,3,3.00,0,100.0%,3.00,0,0
35,2002,2002-12-08,13,27.248,BAL,,NOR,L 25-37,,0,,,,,0.0%,,,
36,2002,2002-12-15,14,27.255,BAL,@,HOU,W 23-19,,0,,,,,0.0%,,,
37,2002,2002-12-22,15,27.262,BAL,,CLE,L 13-14,,,,,,,0.0%,,,
38,2002,2002-12-29,16,27.269,BAL,@,PIT,L 31-34,,0,,,,,0.0%,,,
39,2003,2003-09-07,1,28.156,BAL,@,PIT,L 15-34,,,,,,,0.0%,,,
40,2003,2003-09-14,2,28.163,BAL,,CLE,W 33-13,,,,,,,0.0%,,,
41,2003,2003-09-21,3,28.170,BAL,@,SDG,W 24-10,,,,,,,0.0%,,,
42,2003,2003-09-28,4,28.177,BAL,,KAN,L 10-17,,0,,,,,0.0%,,,
43,2003,2003-10-12,5,28.191,BAL,@,ARI,W 26-18,,,,,,,0.0%,,,
44,2003,2003-10-19,6,28.198,BAL,@,CIN,L 26-34,,,,,,,0.0%,,,
45,2003,2003-10-26,7,28.205,BAL,,DEN,W 26-6,,0,,,,,0.0%,,,
46,2003,2003-11-02,8,28.212,BAL,,JAX,W 24-17,,0,,,,,0.0%,,,
47,2003,2003-11-09,9,28.219,BAL,@,STL,L 22-33,,0,,,,,0.0%,,,
48,2003,2003-12-14,14,28.254,BAL,@,OAK,L 12-20,,0,,,,,0.0%,,,
49,2003,2003-12-21,15,28.261,BAL,@,CLE,W 35-0,,0,,,,,0.0%,,,
