ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
31,2015,2016-01-03,16,23.294,ATL,,NOR,L 17-20,*,25,76,3.04,0,4,2,18,9.00,1,50.0%,4.50,1,6,0.0,0,0
32,2016,2016-09-11,1,24.180,ATL,,TAM,L 24-31,*,11,20,1.82,0,4,4,20,5.00,0,100.0%,5.00,0,0,0.0,0,0
33,2016,2016-09-18,2,24.187,ATL,@,OAK,W 35-28,*,17,93,5.47,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2016,2016-09-26,3,24.195,ATL,@,NOR,W 45-32,*,14,152,10.86,0,5,5,55,11.00,1,100.0%,11.00,1,6,0.0,0,0
35,2016,2016-10-02,4,24.201,ATL,,CAR,W 48-33,*,13,57,4.38,1,3,2,7,3.50,0,66.7%,2.33,1,6,0.0,0,0
36,2016,2016-10-09,5,24.208,ATL,@,DEN,W 23-16,*,23,88,3.83,1,5,3,35,11.67,0,60.0%,7.00,1,6,0.0,0,0
37,2016,2016-10-16,6,24.215,ATL,@,SEA,L 24-26,*,12,40,3.33,0,5,3,10,3.33,0,60.0%,2.00,0,0,0.0,0,0
38,2016,2016-10-23,7,24.222,ATL,,SDG,L 30-33,*,15,58,3.87,0,6,5,42,8.40,0,83.3%,7.00,0,0,0.0,0,0
39,2016,2016-10-30,8,24.229,ATL,,GNB,W 33-32,*,11,35,3.18,1,6,4,23,5.75,1,66.7%,3.83,2,12,0.0,0,0
40,2016,2016-11-03,9,24.233,ATL,@,TAM,W 43-28,*,17,77,4.53,0,2,2,28,14.00,0,100.0%,14.00,0,0,0.0,0,0
41,2016,2016-11-13,10,24.243,ATL,@,PHI,L 15-24,*,12,49,4.08,0,3,3,32,10.67,0,100.0%,10.67,0,0,0.0,0,0
42,2016,2016-11-27,11,24.257,ATL,,ARI,W 38-19,*,16,60,3.75,2,3,2,17,8.50,0,66.7%,5.67,2,12,0.0,0,0
43,2016,2016-12-04,12,24.264,ATL,,KAN,L 28-29,*,15,56,3.73,2,5,4,49,12.25,0,80.0%,9.80,2,12,0.0,0,0
44,2016,2016-12-11,13,24.271,ATL,@,LAR,W 42-14,*,6,6,1.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,0.0,0,0
45,2016,2016-12-18,14,24.278,ATL,,SFO,W 41-13,*,20,139,6.95,3,2,2,16,8.00,0,100.0%,8.00,3,18,0.0,0,0
46,2016,2016-12-24,15,24.284,ATL,@,CAR,W 33-16,*,13,53,4.08,0,8,8,35,4.38,0,100.0%,4.38,0,0,0.0,0,0
47,2016,2017-01-01,16,24.292,ATL,,NOR,W 38-32,*,12,96,8.00,1,5,5,81,16.20,0,100.0%,16.20,1,6,0.0,0,0
48,2017,2017-09-10,1,25.179,ATL,@,CHI,W 23-17,*,12,37,3.08,1,2,2,2,1.00,0,100.0%,1.00,1,6,0.0,0,0
49,2017,2017-09-17,2,25.186,ATL,,GNB,W 34-23,*,19,84,4.42,2,2,2,16,8.00,0,100.0%,8.00,2,12,0.0,0,0
50,2017,2017-09-24,3,25.193,ATL,@,DET,W 30-26,*,21,106,5.05,1,3,3,32,10.67,0,100.0%,10.67,1,6,0.0,0,0
51,2017,2017-10-01,4,25.200,ATL,,BUF,L 17-23,*,18,58,3.22,1,2,2,20,10.00,0,100.0%,10.00,1,6,0.0,0,0
52,2017,2017-10-15,5,25.214,ATL,,MIA,L 17-20,*,9,68,7.56,0,4,2,11,5.50,0,50.0%,2.75,0,0,0.0,0,0
53,2017,2017-10-22,6,25.221,ATL,@,NWE,L 7-23,*,12,72,6.00,0,3,3,18,6.00,0,100.0%,6.00,0,0,0.0,0,0
54,2017,2017-10-29,7,25.228,ATL,@,NYJ,W 25-20,*,12,41,3.42,0,3,1,20,20.00,0,33.3%,6.67,0,0,0.0,0,0
55,2017,2017-11-05,8,25.235,ATL,@,CAR,L 17-20,*,11,46,4.18,0,5,4,18,4.50,0,80.0%,3.60,0,0,0.0,0,0
56,2017,2017-11-12,9,25.242,ATL,,DAL,W 27-7,*,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2017,2017-12-03,12,25.263,ATL,,MIN,L 9-14,*,12,74,6.17,0,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0
58,2017,2017-12-07,13,25.267,ATL,,NOR,W 20-17,*,24,91,3.79,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
59,2017,2017-12-18,14,25.278,ATL,@,TAM,W 24-21,*,22,126,5.73,1,7,5,68,13.60,0,71.4%,9.71,1,6,0.0,0,0
60,2017,2017-12-24,15,25.284,ATL,@,NOR,L 13-23,*,11,36,3.27,0,3,2,20,10.00,0,66.7%,6.67,0,0,0.0,0,0
61,2017,2017-12-31,16,25.291,ATL,,CAR,W 22-10,*,11,23,2.09,0,11,9,85,9.44,1,81.8%,7.73,1,6,0.0,0,0
62,2018,2018-09-06,1,26.175,ATL,@,PHI,L 12-18,*,6,36,6.00,0,5,3,14,4.67,0,60.0%,2.80,0,0,0.0,0,0
