ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-10,1,23.216,SFO,@,ARI,L 27-34,,1,-2,-2.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,1,18,18.00,0,0,0,0.0,,
2,2006,2006-09-17,2,23.223,SFO,,STL,W 20-13,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,19,19.00,0,0,0,0.0,,
3,2006,2006-09-24,3,23.230,SFO,,PHI,L 24-38,,5,29,5.80,2,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
4,2006,2006-10-01,4,23.237,SFO,@,KAN,L 0-41,,4,13,3.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
5,2006,2006-10-08,5,23.244,SFO,,OAK,W 34-20,,12,21,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
6,2006,2006-10-15,6,23.251,SFO,,SDG,L 19-48,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
7,2006,2006-10-29,7,23.265,SFO,@,CHI,L 10-41,,1,-4,-4.00,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
8,2006,2006-11-05,8,23.272,SFO,,MIN,W 9-3,,3,3,1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
9,2006,2006-11-12,9,23.279,SFO,@,DET,W 19-13,,5,4,0.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
10,2006,2006-11-19,10,23.286,SFO,,SEA,W 20-14,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,19,19.00,0,0,0,0.0,,
11,2006,2006-11-26,11,23.293,SFO,@,STL,L 17-20,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
12,2006,2006-12-03,12,23.300,SFO,@,NOR,L 10-34,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
13,2006,2006-12-10,13,23.307,SFO,,GNB,L 19-30,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
14,2006,2006-12-14,14,23.311,SFO,@,SEA,W 24-14,,1,33,33.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
15,2006,2006-12-24,15,23.321,SFO,,ARI,L 20-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,17,17.00,0,0,0,0.0,,
16,2006,2006-12-31,16,23.328,SFO,@,DEN,W 26-23,,0,0,,0,3,2,19,9.50,0,66.7%,6.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,,
17,2007,2007-09-10,1,24.216,SFO,,ARI,W 20-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
18,2007,2007-09-16,2,24.222,SFO,@,STL,W 17-16,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
19,2007,2007-09-23,3,24.229,SFO,@,PIT,L 16-37,,2,8,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
20,2007,2007-09-30,4,24.236,SFO,,SEA,L 3-23,,1,28,28.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
21,2007,2007-10-07,5,24.243,SFO,,BAL,L 7-9,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
22,2007,2007-10-21,6,24.257,SFO,@,NYG,L 15-33,,1,4,4.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0,0.0,,
23,2007,2007-10-28,7,24.264,SFO,,NOR,L 10-31,,2,6,3.00,0,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
24,2007,2007-11-04,8,24.271,SFO,@,ATL,L 16-20,*,17,67,3.94,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
25,2007,2007-11-12,9,24.279,SFO,@,SEA,L 0-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
26,2007,2007-11-18,10,24.285,SFO,,STL,L 9-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
27,2007,2007-11-25,11,24.292,SFO,@,ARI,W 37-31,,1,4,4.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
