ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1977,1977-09-18,1,22.037,ATL,,RAM,W 17-6
2,1977,1977-09-25,2,22.044,ATL,@,WAS,L 6-10
3,1977,1977-10-02,3,22.051,ATL,,NYG,W 17-3
4,1977,1977-10-09,4,22.058,ATL,@,SFO,W 7-0
5,1977,1977-10-16,5,22.065,ATL,@,BUF,L 0-3
6,1977,1977-10-23,6,22.072,ATL,@,CHI,W 16-10
7,1977,1977-10-30,7,22.079,ATL,,MIN,L 7-14
8,1977,1977-11-06,8,22.086,ATL,,SFO,L 3-10
9,1977,1977-11-13,9,22.093,ATL,,DET,W 17-6
10,1977,1977-11-20,10,22.100,ATL,@,NOR,L 20-21
11,1977,1977-11-27,11,22.107,ATL,@,TAM,W 17-0
12,1977,1977-12-04,12,22.114,ATL,,NWE,L 10-16
13,1977,1977-12-11,13,22.121,ATL,@,RAM,L 7-23
14,1977,1977-12-18,14,22.128,ATL,,NOR,W 35-7
15,1978,1978-09-03,1,23.022,ATL,,HOU,W 20-14
16,1978,1978-09-10,2,23.029,ATL,@,RAM,L 0-10
17,1978,1978-09-17,3,23.036,ATL,,CLE,L 16-24
18,1978,1978-09-24,4,23.043,ATL,@,TAM,L 9-14
19,1978,1978-10-01,5,23.050,ATL,,NYG,W 23-20
20,1978,1978-10-08,6,23.057,ATL,@,PIT,L 7-31
21,1978,1978-10-15,7,23.064,ATL,,DET,W 14-0
22,1978,1978-10-22,8,23.071,ATL,@,SFO,W 20-17
23,1978,1978-10-30,9,23.079,ATL,,RAM,W 15-7
24,1978,1978-11-05,10,23.085,ATL,,SFO,W 21-10
25,1978,1978-11-12,11,23.092,ATL,@,NOR,W 20-17
26,1978,1978-11-19,12,23.099,ATL,@,CHI,L 7-13
27,1978,1978-11-26,13,23.106,ATL,,NOR,W 20-17
28,1978,1978-12-03,14,23.113,ATL,@,CIN,L 7-37
29,1978,1978-12-10,15,23.120,ATL,,WAS,W 20-17
30,1978,1978-12-17,16,23.127,ATL,@,STL,L 21-42
31,1979,1979-09-02,1,24.021,ATL,@,NOR,W 40-34
32,1979,1979-09-10,2,24.029,ATL,@,PHI,W 14-10
33,1979,1979-10-14,7,24.063,ATL,@,OAK,L 19-50
34,1979,1979-10-21,8,24.070,ATL,@,SFO,L 15-20
35,1979,1979-10-29,9,24.078,ATL,,SEA,L 28-31
36,1979,1979-11-04,10,24.084,ATL,,TAM,W 17-14
37,1979,1979-11-11,11,24.091,ATL,@,NYG,L 3-24
38,1979,1979-11-19,12,24.099,ATL,@,RAM,L 14-20
39,1979,1979-11-25,13,24.105,ATL,,NOR,L 6-37
40,1979,1979-12-02,14,24.112,ATL,@,SDG,W 28-26
41,1979,1979-12-09,15,24.119,ATL,,RAM,L 13-34
42,1980,1980-09-07,1,25.026,ATL,@,MIN,L 23-24
43,1980,1980-09-14,2,25.033,ATL,@,NWE,W 37-21
44,1980,1980-09-21,3,25.040,ATL,,MIA,L 17-20
45,1980,1980-09-28,4,25.047,ATL,@,SFO,W 20-17
46,1980,1980-10-05,5,25.054,ATL,,DET,W 43-28
47,1980,1980-10-12,6,25.061,ATL,,NYJ,L 7-14
48,1980,1980-10-19,7,25.068,ATL,@,NOR,W 41-14
49,1980,1980-10-26,8,25.075,ATL,,RAM,W 13-10
50,1980,1980-11-02,9,25.082,ATL,@,BUF,W 30-14
51,1980,1980-11-09,10,25.089,ATL,@,STL,W 33-27
52,1980,1980-11-16,11,25.096,ATL,,NOR,W 31-13
53,1980,1980-11-23,12,25.103,ATL,,CHI,W 28-17
