ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1989,1989-09-10,1,21.230,CLE,@,PIT,W 51-0,,10,28,2.80,0,,4,9,2.25,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
2,1989,1989-09-17,2,21.237,CLE,,NYJ,W 38-24,,2,3,1.50,0,,1,7,7.00,0,,,0,0,,0,0,0,,0,,,,3,102,34.00,0,0,0,,0,0,0
3,1989,1989-09-25,3,21.245,CLE,@,CIN,L 14-21,,8,34,4.25,0,,1,5,5.00,1,,,0,0,,0,0,0,,0,,,,3,56,18.67,0,0,0,,0,1,6
4,1989,1989-10-01,4,21.251,CLE,,DEN,W 16-13,,9,26,2.89,0,,5,24,4.80,0,,,0,0,,0,0,0,,0,,,,3,72,24.00,0,0,0,,0,0,0
5,1989,1989-10-08,5,21.258,CLE,@,MIA,L 10-13,,16,78,4.88,1,,3,28,9.33,0,,,0,0,,0,0,0,,0,,,,1,20,20.00,0,0,0,,0,1,6
6,1989,1989-10-15,6,21.265,CLE,,PIT,L 7-17,,13,57,4.38,1,,2,13,6.50,0,,,0,0,,0,0,0,,0,,,,1,42,42.00,0,0,0,,0,1,6
7,1989,1989-10-23,7,21.273,CLE,,CHI,W 27-7,,12,16,1.33,1,,4,8,2.00,1,,,0,0,,0,0,0,,0,,,,1,25,25.00,0,0,0,,0,2,12
8,1989,1989-10-29,8,21.279,CLE,,HOU,W 28-17,,17,48,2.82,0,,6,46,7.67,0,,,1,1,100.00,32,1,0,158.3,0,0,32.00,52.00,0,0,,0,0,0,,0,0,0
9,1989,1989-11-05,9,21.286,CLE,@,TAM,W 42-31,,17,87,5.12,1,,7,52,7.43,1,,,0,0,,0,0,0,,0,,,,3,94,31.33,0,0,0,,0,2,12
10,1989,1989-11-12,10,21.293,CLE,@,SEA,W 17-7,,19,75,3.95,0,,1,7,7.00,0,,,0,0,,0,0,0,,0,,,,2,53,26.50,0,0,0,,0,0,0
11,1989,1989-11-19,11,21.300,CLE,,KAN,T 10-10,,23,49,2.13,1,,4,27,6.75,0,,,0,0,,0,0,0,,0,,,,3,38,12.67,0,0,0,,0,1,6
12,1989,1989-11-23,12,21.304,CLE,@,DET,L 10-13,,11,19,1.73,0,,2,18,9.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,11,11.00,0,0,0,,0,0,0
13,1989,1989-12-03,13,21.314,CLE,,CIN,L 0-21,,13,56,4.31,0,,3,5,1.67,0,,,0,0,,0,0,0,,0,,,,3,52,17.33,0,0,0,,0,0,0
14,1989,1989-12-10,14,21.321,CLE,@,IND,L 17-23,,11,39,3.55,1,,7,58,8.29,0,,,0,0,,0,0,0,,0,,,,4,68,17.00,0,0,0,,0,1,6
15,1989,1989-12-17,15,21.328,CLE,,MIN,W 23-17,,2,4,2.00,0,,2,16,8.00,0,,,0,0,,0,0,0,,0,,,,2,64,32.00,0,0,0,,0,0,0
16,1989,1989-12-23,16,21.334,CLE,@,HOU,W 24-20,,4,14,3.50,0,,2,74,37.00,1,,,0,0,,0,0,0,,0,,,,1,21,21.00,0,0,0,,0,1,6
17,1990,1990-09-09,1,22.229,CLE,,PIT,W 13-3,,8,6,0.75,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,46,23.00,0,0,0,,0,0,0
18,1990,1990-09-16,2,22.236,CLE,@,NYJ,L 21-24,,6,9,1.50,0,,9,54,6.00,0,,,0,0,,0,0,0,,,,,,4,160,40.00,1,0,0,,0,1,6
19,1990,1990-09-23,3,22.243,CLE,,SDG,L 14-24,,5,10,2.00,0,,6,77,12.83,0,,,0,0,,0,0,0,,,,,,5,64,12.80,0,0,0,,0,0,0
20,1990,1990-09-30,4,22.250,CLE,@,KAN,L 0-34,,3,-4,-1.33,0,,1,31,31.00,0,,,0,0,,0,0,0,,,,,,6,84,14.00,0,0,0,,0,0,0
21,1990,1990-10-08,5,22.258,CLE,@,DEN,W 30-29,,5,14,2.80,1,,3,8,2.67,0,,,0,0,,0,0,0,,,,,,4,55,13.75,0,0,0,,0,1,6
22,1990,1990-10-14,6,22.264,CLE,@,NOR,L 20-25,,4,6,1.50,0,,2,-6,-3.00,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0,,0,0,0
23,1990,1990-10-22,7,22.272,CLE,,CIN,L 13-34,,4,10,2.50,0,,2,7,3.50,0,,,0,0,,0,0,0,,,,,,2,44,22.00,0,0,0,,0,0,0
24,1990,1990-10-28,8,22.278,CLE,@,SFO,L 17-20,,2,6,3.00,0,,6,76,12.67,0,,,0,0,,0,0,0,,,,,,4,71,17.75,0,0,0,,0,0,0
25,1990,1990-11-04,9,22.285,CLE,,BUF,L 0-42,,1,-1,-1.00,0,,4,34,8.50,0,,,0,0,,0,0,0,,,,,,2,29,14.50,0,0,0,,0,0,0
26,1990,1990-11-18,10,22.299,CLE,,HOU,L 23-35,,5,21,4.20,0,,6,33,5.50,0,,,0,0,,0,0,0,,,,,,4,78,19.50,0,0,0,,0,0,0
27,1990,1990-11-25,11,22.306,CLE,,MIA,L 13-30,,5,29,5.80,0,,4,39,9.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
28,1990,1990-12-02,12,22.313,CLE,,RAM,L 23-38,,4,17,4.25,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,4,63,15.75,0,0,0,,0,0,0
29,1990,1990-12-09,13,22.320,CLE,@,HOU,L 14-58,,4,15,3.75,0,,3,36,12.00,1,,,0,0,,0,0,0,,,,,,4,165,41.25,1,0,0,,0,2,12
30,1990,1990-12-16,14,22.327,CLE,,ATL,W 13-10,,9,51,5.67,0,,4,28,7.00,0,,,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0,,0,0,0
31,1990,1990-12-23,15,22.334,CLE,@,PIT,L 0-35,,3,8,2.67,0,,4,12,3.00,0,,,0,0,,0,0,0,,,,,,6,111,18.50,0,0,0,,0,0,0
32,1990,1990-12-30,16,22.341,CLE,@,CIN,L 14-21,,12,51,4.25,0,,2,16,8.00,0,,,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0,,0,0,0
33,1991,1991-09-01,1,23.221,CLE,,DAL,L 14-26,,3,13,4.33,0,,6,59,9.83,0,,,0,0,,0,0,0,,0,,,,6,87,14.50,0,1,14,14.00,0,0,0
34,1991,1991-09-08,2,23.228,CLE,@,NWE,W 20-0,,8,18,2.25,0,,4,35,8.75,0,,,0,0,,0,0,0,,0,,,,1,19,19.00,0,3,46,15.33,0,0,0
35,1991,1991-09-15,3,23.235,CLE,,CIN,W 14-13,,6,7,1.17,0,,2,10,5.00,0,,,0,0,,0,0,0,,0,,,,3,57,19.00,0,1,11,11.00,0,0,0
36,1991,1991-09-22,4,23.242,CLE,@,NYG,L 10-13,,1,4,4.00,0,,2,0,0.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,3,10,3.33,0,0,0
