ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
16,2000,2000-09-24,4,23.304,PHI,@,NOR,W 21-7,*,20,32,62.50,222,2,0,103.9,3,21,6.94,8.19,7,23,3.29,0,0,0,0,,0,0.0%,,0,0,0.0,,
17,2000,2000-10-01,5,23.311,PHI,,ATL,W 38-10,*,30,44,68.18,311,2,1,94.0,1,4,7.07,6.95,6,61,10.17,0,0,0,0,,0,0.0%,,0,0,0.0,,
18,2000,2000-10-08,6,23.318,PHI,,WAS,L 14-17,*,17,34,50.00,186,2,2,61.6,2,11,5.47,4.00,5,39,7.80,0,0,0,0,,0,0.0%,,0,0,0.0,,
19,2000,2000-10-15,7,23.325,PHI,@,ARI,W 33-14,*,24,34,70.59,226,1,0,98.4,3,7,6.65,7.24,7,35,5.00,1,1,0,0,,0,0.0%,0.00,1,6,0.0,,
20,2000,2000-10-22,8,23.332,PHI,,CHI,W 13-9,*,22,35,62.86,207,1,1,76.7,1,6,5.91,5.20,5,25,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
21,2000,2000-10-29,9,23.339,PHI,@,NYG,L 7-24,*,10,31,32.26,129,1,1,43.6,4,9,4.16,3.35,3,42,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
22,2000,2000-11-05,10,23.346,PHI,,DAL,W 16-13,*,23,41,56.10,228,1,2,59.8,0,0,5.56,3.85,5,58,11.60,0,0,0,0,,0,0.0%,,0,0,0.0,,
23,2000,2000-11-12,11,23.353,PHI,@,PIT,W 26-23,*,26,55,47.27,213,2,0,69.7,3,11,3.87,4.60,5,27,5.40,0,0,0,0,,0,0.0%,,0,0,0.0,,
24,2000,2000-11-19,12,23.360,PHI,,ARI,W 34-9,*,25,34,73.53,217,1,1,87.5,3,13,6.38,5.65,5,29,5.80,1,1,1,2,2.00,0,100.0%,2.00,1,6,0.0,,
25,2000,2000-11-26,13,24.001,PHI,@,WAS,W 23-20,*,19,30,63.33,137,1,1,71.1,4,19,4.57,3.73,11,125,11.36,1,1,0,0,,0,0.0%,0.00,1,6,0.0,,
26,2000,2000-12-03,14,24.008,PHI,,TEN,L 13-15,*,18,31,58.06,239,0,0,82.6,5,33,7.71,7.71,7,39,5.57,1,0,0,0,,0,0.0%,,1,6,0.0,,
27,2000,2000-12-10,15,24.015,PHI,@,CLE,W 35-24,*,23,36,63.89,390,4,0,137.5,5,40,10.83,13.06,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
28,2000,2000-12-24,16,24.029,PHI,,CIN,W 16-7,*,23,40,57.50,198,1,1,68.5,2,15,4.95,4.33,4,20,5.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,,
29,2001,2001-09-09,1,24.288,PHI,,STL,L 17-20,*,32,48,66.67,312,2,1,89.9,5,35,6.50,6.40,9,48,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
30,2001,2001-09-23,2,24.302,PHI,@,SEA,W 27-3,*,24,37,64.86,283,2,0,106.0,5,41,7.65,8.73,5,16,3.20,1,0,0,0,,0,0.0%,,1,6,0.0,,
31,2001,2001-09-30,3,24.309,PHI,,DAL,W 40-18,*,14,28,50.00,162,3,0,103.6,2,17,5.79,7.93,4,19,4.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
32,2001,2001-10-07,4,24.316,PHI,,ARI,L 20-21,*,19,29,65.52,280,2,1,105.5,2,19,9.66,9.48,3,24,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
33,2001,2001-10-22,5,24.331,PHI,@,NYG,W 10-9,*,15,26,57.69,154,1,1,71.6,4,30,5.92,4.96,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,0.0,,
34,2001,2001-10-28,6,24.337,PHI,,OAK,L 10-20,*,12,27,44.44,133,0,0,59.6,4,16,4.93,4.93,6,30,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
35,2001,2001-11-04,7,24.344,PHI,@,ARI,W 21-7,*,19,33,57.58,238,2,1,87.7,3,19,7.21,7.06,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
36,2001,2001-11-11,8,24.351,PHI,,MIN,W 48-17,*,19,29,65.52,223,3,0,123.2,1,8,7.69,9.76,3,37,12.33,1,0,0,0,,0,0.0%,,1,6,0.0,,
37,2001,2001-11-18,9,24.358,PHI,@,DAL,W 36-3,*,16,32,50.00,129,1,1,57.9,0,0,4.03,3.25,4,24,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
38,2001,2001-11-25,10,25.000,PHI,,WAS,L 3-13,*,15,27,55.56,92,0,0,62.6,0,0,3.41,3.41,3,39,13.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
39,2001,2001-11-29,11,25.004,PHI,@,KAN,W 23-10,*,18,26,69.23,269,2,1,112.5,2,18,10.35,10.15,9,41,4.56,0,0,0,0,,0,0.0%,,0,0,0.0,,
40,2001,2001-12-09,12,25.014,PHI,,SDG,W 24-14,*,22,44,50.00,221,2,1,70.4,2,11,5.02,4.91,7,39,5.57,0,0,0,0,,0,0.0%,,0,0,0.0,,
41,2001,2001-12-16,13,25.021,PHI,@,WAS,W 20-6,*,16,34,47.06,235,2,3,52.9,2,11,6.91,4.12,7,25,3.57,0,0,0,0,,0,0.0%,,0,0,0.0,,
42,2001,2001-12-22,14,25.027,PHI,@,SFO,L 3-13,*,23,34,67.65,232,0,1,74.6,3,19,6.82,5.50,5,31,6.20,0,0,0,0,,0,0.0%,,0,0,0.0,,
43,2001,2001-12-30,15,25.035,PHI,,NYG,W 24-21,*,21,39,53.85,270,3,1,90.8,4,29,6.92,7.31,7,48,6.86,0,0,0,0,,0,0.0%,,0,0,0.0,,
44,2001,2002-01-06,16,25.042,PHI,@,TAM,L 13-17,*,0,0,,0,,,,0,,,,,,,,,,,,,0.0%,,,,,,
45,2002,2002-09-08,1,25.287,PHI,@,TEN,L 24-27,*,18,36,50.00,212,3,2,72.9,6,31,5.89,5.06,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
46,2002,2002-09-16,2,25.295,PHI,@,WAS,W 37-7,*,26,38,68.42,292,2,0,108.7,2,9,7.68,8.74,5,36,7.20,1,0,0,0,,0,0.0%,,1,6,0.0,,
47,2002,2002-09-22,3,25.301,PHI,,DAL,W 44-13,*,24,37,64.86,287,3,0,115.5,3,15,7.76,9.38,6,67,11.17,1,0,0,0,,0,0.0%,,1,6,0.0,,
48,2002,2002-09-29,4,25.308,PHI,,HOU,W 35-17,*,24,42,57.14,259,1,1,73.4,3,27,6.17,5.57,7,23,3.29,0,0,0,0,,0,0.0%,,0,0,0.0,,
49,2002,2002-10-06,5,25.315,PHI,@,JAX,L 25-28,*,28,48,58.33,230,2,0,84.5,5,23,4.79,5.63,12,100,8.33,1,0,0,0,,0,0.0%,,1,6,0.0,,
50,2002,2002-10-20,6,25.329,PHI,,TAM,W 20-10,*,12,25,48.00,127,1,1,59.9,2,17,5.08,4.08,6,4,0.67,1,0,0,0,,0,0.0%,,1,6,0.0,,
51,2002,2002-10-28,7,25.337,PHI,,NYG,W 17-3,*,14,30,46.67,137,0,0,60.0,1,10,4.57,4.57,8,107,13.38,1,0,0,0,,0,0.0%,,1,6,0.0,,
52,2002,2002-11-03,8,25.343,PHI,@,CHI,W 19-13,*,18,33,54.55,209,0,1,61.3,3,17,6.33,4.97,9,46,5.11,1,0,0,0,,0,0.0%,,1,6,0.0,,
53,2002,2002-11-10,9,25.350,PHI,,IND,L 13-35,*,27,47,57.45,281,1,0,82.0,2,12,5.98,6.40,7,62,8.86,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
54,2002,2002-11-17,10,25.357,PHI,,ARI,W 38-14,*,20,25,80.00,255,4,1,132.1,1,5,10.20,11.60,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
55,2003,2003-09-08,1,26.287,PHI,,TAM,L 0-17,*,19,36,52.78,148,0,1,51.6,3,24,4.11,2.86,5,55,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
56,2003,2003-09-14,2,26.293,PHI,,NWE,L 10-31,*,18,46,39.13,186,0,2,33.4,8,43,4.04,2.09,5,54,10.80,0,0,0,0,,0,0.0%,,0,0,0.0,,
57,2003,2003-09-28,3,26.307,PHI,@,BUF,W 23-13,*,18,29,62.07,173,0,0,78.7,2,14,5.97,5.97,9,47,5.22,0,0,0,0,,0,0.0%,,0,0,0.0,,
58,2003,2003-10-05,4,26.314,PHI,,WAS,W 27-25,*,16,30,53.33,157,1,2,51.7,3,17,5.23,2.90,7,18,2.57,0,0,0,0,,0,0.0%,,0,0,0.0,,
59,2003,2003-10-12,5,26.321,PHI,@,DAL,L 21-23,*,11,26,42.31,126,1,0,70.4,2,11,4.85,5.62,6,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
60,2003,2003-10-19,6,26.328,PHI,@,NYG,W 14-10,*,9,23,39.13,64,0,1,29.1,3,17,2.78,0.83,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
61,2003,2003-10-26,7,26.335,PHI,,NYJ,W 24-17,*,17,23,73.91,141,1,1,85.6,5,29,6.13,5.04,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
62,2003,2003-11-02,8,26.342,PHI,@,ATL,W 23-16,*,21,33,63.64,312,1,0,104.6,2,10,9.45,10.06,2,22,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
63,2003,2003-11-10,9,26.350,PHI,@,GNB,W 17-14,*,15,31,48.39,198,1,0,79.8,1,8,6.39,7.03,5,26,5.20,1,0,0,0,,0,0.0%,,1,6,0.0,,
64,2003,2003-11-16,10,26.356,PHI,,NYG,W 28-10,*,24,30,80.00,314,2,0,132.5,0,0,10.47,11.80,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
65,2003,2003-11-23,11,26.363,PHI,,NOR,W 33-20,*,16,25,64.00,259,1,0,111.9,3,12,10.36,11.16,7,54,7.71,0,0,0,0,,0,0.0%,,0,0,0.0,,
66,2003,2003-11-30,12,27.005,PHI,@,CAR,W 25-16,*,18,26,69.23,182,1,1,85.7,3,23,7.00,6.04,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
67,2003,2003-12-07,13,27.012,PHI,,DAL,W 36-10,*,18,34,52.94,240,3,0,105.0,2,12,7.06,8.82,1,21,21.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
68,2003,2003-12-15,14,27.020,PHI,@,MIA,W 34-27,*,15,27,55.56,236,0,1,69.4,1,0,8.74,7.07,8,14,1.75,1,0,0,0,,0,0.0%,,1,6,0.0,,
69,2003,2003-12-21,15,27.026,PHI,,SFO,L 28-31,*,17,27,62.96,238,1,2,72.8,5,33,8.81,6.22,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
70,2003,2003-12-27,16,27.032,PHI,@,WAS,W 31-7,*,23,32,71.88,242,3,0,124.7,0,0,7.56,9.44,3,16,5.33,1,1,1,-7,-7.00,0,100.0%,-7.00,1,6,0.0,,
71,2004,2004-09-12,1,27.292,PHI,,NYG,W 31-17,*,26,36,72.22,330,4,0,137.5,2,17,9.17,11.39,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
72,2004,2004-09-20,2,27.300,PHI,,MIN,W 27-16,*,19,28,67.86,245,2,0,118.9,2,19,8.75,10.18,3,24,8.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
73,2004,2004-09-26,3,27.306,PHI,@,DET,W 30-13,*,29,42,69.05,356,2,0,110.8,2,13,8.48,9.43,5,-2,-0.40,1,0,0,0,,0,0.0%,,1,6,0.0,,
74,2004,2004-10-03,4,27.313,PHI,@,CHI,W 19-9,*,24,38,63.16,237,1,1,78.5,2,15,6.24,5.58,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
75,2004,2004-10-17,5,27.327,PHI,,CAR,W 30-8,*,14,26,53.85,209,0,1,64.4,1,7,8.04,6.31,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
76,2004,2004-10-24,6,27.334,PHI,@,CLE,W 34-31,*,28,43,65.12,376,4,1,114.1,2,9,8.74,9.56,2,28,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
77,2004,2004-10-31,7,27.341,PHI,,BAL,W 15-10,*,18,33,54.55,219,1,0,85.3,2,19,6.64,7.24,6,36,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
78,2004,2004-11-07,8,27.348,PHI,@,PIT,L 3-27,*,15,24,62.50,109,0,1,55.7,4,19,4.54,2.67,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
79,2004,2004-11-15,9,27.356,PHI,@,DAL,W 49-21,*,15,27,55.56,345,4,0,140.0,1,9,12.78,15.74,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
80,2004,2004-11-21,10,27.362,PHI,,WAS,W 28-6,*,18,26,69.23,222,4,1,118.9,4,14,8.54,9.88,4,33,8.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
81,2004,2004-11-28,11,28.003,PHI,@,NYG,W 27-6,*,18,27,66.67,244,1,0,107.6,2,6,9.04,9.78,5,30,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
82,2004,2004-12-05,12,28.010,PHI,,GNB,W 47-17,*,32,43,74.42,464,5,0,147.8,4,15,10.79,13.12,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
83,2004,2004-12-12,13,28.017,PHI,@,WAS,W 17-14,*,21,38,55.26,260,1,1,74.5,2,15,6.84,6.18,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
84,2004,2004-12-19,14,28.024,PHI,,DAL,W 12-7,*,20,35,57.14,223,1,2,62.0,2,15,6.37,4.37,4,29,7.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
85,2004,2004-12-27,15,28.032,PHI,@,STL,L 7-20,*,3,3,100.00,36,1,0,156.2,0,0,12.00,18.67,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
86,2005,2005-09-12,1,28.291,PHI,@,ATL,L 10-14,*,24,45,53.33,257,1,1,68.5,2,7,5.71,5.16,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
87,2005,2005-09-18,2,28.297,PHI,,SFO,W 42-3,*,23,29,79.31,342,5,0,155.4,2,15,11.79,15.24,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
88,2005,2005-09-25,3,28.304,PHI,,OAK,W 23-20,*,30,52,57.69,365,2,1,84.2,1,0,7.02,6.92,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
89,2005,2005-10-02,4,28.311,PHI,@,KAN,W 37-31,*,33,48,68.75,369,3,1,103.6,1,1,7.69,8.00,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
90,2005,2005-10-09,5,28.318,PHI,@,DAL,L 10-33,*,13,26,50.00,131,0,0,64.7,4,35,5.04,5.04,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
91,2005,2005-10-23,6,28.332,PHI,,SDG,W 20-17,*,35,54,64.81,287,1,2,69.0,3,25,5.31,4.02,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
92,2005,2005-10-30,7,28.339,PHI,@,DEN,L 21-49,*,12,34,35.29,283,3,2,71.1,2,11,8.32,7.44,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
93,2005,2005-11-06,8,28.346,PHI,@,WAS,L 10-17,*,22,35,62.86,304,1,1,88.3,2,13,8.69,7.97,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
94,2005,2005-11-14,9,28.354,PHI,,DAL,L 20-21,*,19,34,55.88,169,0,1,57.1,2,5,4.97,3.65,5,22,4.40,1,0,0,0,,0,0.0%,,1,6,0.0,,
95,2006,2006-09-10,1,29.289,PHI,@,HOU,W 24-10,*,24,35,68.57,314,3,1,113.3,1,3,8.97,9.40,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
96,2006,2006-09-17,2,29.296,PHI,,NYG,L 24-30,*,27,45,60.00,350,2,0,99.3,1,6,7.78,8.67,4,31,7.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
97,2006,2006-09-24,3,29.303,PHI,@,SFO,W 38-24,*,18,33,54.55,296,2,0,105.1,3,30,8.97,10.18,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
98,2006,2006-10-02,4,29.311,PHI,,GNB,W 31-9,*,16,30,53.33,288,2,0,108.7,4,32,9.60,10.93,5,47,9.40,2,0,0,0,,0,0.0%,,2,12,0.0,,
99,2006,2006-10-08,5,29.317,PHI,,DAL,W 38-24,*,18,33,54.55,354,2,0,112.4,3,23,10.73,11.94,1,1,1.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
100,2006,2006-10-15,6,29.324,PHI,@,NOR,L 24-27,*,19,32,59.38,247,2,1,91.5,3,21,7.72,7.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
101,2006,2006-10-22,7,29.331,PHI,@,TAM,L 21-23,*,22,35,62.86,302,3,3,83.3,1,4,8.63,6.49,6,76,12.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
102,2006,2006-10-29,8,29.338,PHI,,JAX,L 6-13,*,18,34,52.94,161,0,0,65.9,4,19,4.74,4.74,5,37,7.40,0,0,0,0,,0,0.0%,,0,0,0.0,,
103,2006,2006-11-12,9,29.352,PHI,,WAS,W 27-3,*,12,26,46.15,257,2,0,107.4,1,2,9.88,11.42,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
104,2006,2006-11-19,10,29.359,PHI,,TEN,L 13-31,*,6,13,46.15,78,0,1,33.5,0,0,6.00,2.54,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
105,2007,2007-09-09,1,30.288,PHI,@,GNB,L 13-16,*,15,33,45.45,184,1,1,60.7,1,4,5.58,4.82,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,0.0,,
106,2007,2007-09-17,2,30.296,PHI,,WAS,L 12-20,*,28,46,60.87,240,0,0,74.5,3,14,5.22,5.22,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
107,2007,2007-09-23,3,30.302,PHI,,DET,W 56-21,*,21,26,80.77,381,4,0,158.3,1,5,14.65,17.73,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
108,2007,2007-09-30,4,30.309,PHI,@,NYG,L 3-16,*,15,31,48.39,138,0,0,61.0,12,62,4.45,4.45,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
109,2007,2007-10-14,5,30.323,PHI,@,NYJ,W 16-9,*,22,35,62.86,278,1,1,85.2,3,16,7.94,7.23,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
110,2007,2007-10-21,6,30.330,PHI,,CHI,L 16-19,*,21,34,61.76,226,1,0,91.1,3,15,6.65,7.24,2,18,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
111,2007,2007-10-28,7,30.337,PHI,@,MIN,W 23-16,*,23,36,63.89,333,1,0,103.1,2,10,9.25,9.81,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
112,2007,2007-11-04,8,30.344,PHI,,DAL,L 17-38,*,27,46,58.70,264,1,2,64.0,3,14,5.74,4.22,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
113,2007,2007-11-11,9,30.351,PHI,@,WAS,W 33-25,*,20,28,71.43,251,4,0,138.5,2,11,8.96,11.82,7,37,5.29,0,0,0,0,,0,0.0%,,0,0,0.0,,
114,2007,2007-11-18,10,30.358,PHI,,MIA,W 17-7,*,3,11,27.27,34,0,2,0.4,0,0,3.09,-5.09,2,28,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
115,2007,2007-12-09,13,31.014,PHI,,NYG,L 13-16,*,20,30,66.67,179,1,0,93.6,3,14,5.97,6.63,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,0.0,,
116,2007,2007-12-16,14,31.021,PHI,@,DAL,W 10-6,*,23,41,56.10,208,1,0,78.1,4,27,5.07,5.56,9,53,5.89,0,0,0,0,,0,0.0%,,0,0,0.0,,
117,2007,2007-12-23,15,31.028,PHI,@,NOR,W 38-23,*,24,35,68.57,263,3,0,119.1,3,12,7.51,9.23,6,37,6.17,0,0,0,0,,0,0.0%,,0,0,0.0,,
118,2007,2007-12-30,16,31.035,PHI,,BUF,W 17-9,*,29,41,70.73,345,1,1,94.1,4,23,8.41,7.80,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
119,2008,2008-09-07,1,31.287,PHI,,STL,W 38-3,*,21,33,63.64,361,3,0,131.0,0,0,10.94,12.76,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
120,2008,2008-09-15,2,31.295,PHI,@,DAL,L 37-41,*,25,37,67.57,281,1,0,99.0,4,22,7.59,8.14,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
121,2008,2008-09-21,3,31.301,PHI,,PIT,W 15-6,*,24,35,68.57,196,1,1,80.2,3,19,5.60,4.89,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
122,2008,2008-09-28,4,31.308,PHI,@,CHI,L 20-24,*,25,41,60.98,262,1,1,77.5,3,25,6.39,5.78,2,-5,-2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
123,2008,2008-10-05,5,31.315,PHI,,WAS,L 17-23,*,17,29,58.62,196,0,0,79.1,0,0,6.76,6.76,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
124,2008,2008-10-12,6,31.322,PHI,@,SFO,W 40-26,*,23,36,63.89,280,2,1,94.7,0,0,7.78,7.64,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
125,2008,2008-10-26,7,31.336,PHI,,ATL,W 27-14,*,19,34,55.88,253,0,0,79.7,2,13,7.44,7.44,6,25,4.17,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
126,2008,2008-11-02,8,31.343,PHI,@,SEA,W 26-7,*,28,43,65.12,349,2,1,96.0,1,2,8.12,8.00,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
127,2008,2008-11-09,9,31.350,PHI,,NYG,L 31-36,*,17,36,47.22,194,3,1,80.1,0,0,5.39,5.81,3,35,11.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
128,2008,2008-11-16,10,31.357,PHI,@,CIN,T 13-13,*,28,58,48.28,339,1,3,50.9,2,16,5.84,3.86,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,2,0
129,2008,2008-11-23,11,31.364,PHI,@,BAL,L 7-36,*,8,18,44.44,59,0,2,13.2,2,12,3.28,-1.72,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
130,2008,2008-11-27,12,32.002,PHI,,ARI,W 48-20,*,27,39,69.23,260,4,0,121.7,1,8,6.67,8.72,4,24,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
131,2008,2008-12-07,13,32.012,PHI,@,NYG,W 20-14,*,19,30,63.33,191,1,0,92.5,0,0,6.37,7.03,6,16,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
132,2008,2008-12-15,14,32.020,PHI,,CLE,W 30-10,*,26,35,74.29,290,2,1,105.7,2,6,8.29,8.14,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
133,2008,2008-12-21,15,32.026,PHI,@,WAS,L 3-10,*,26,46,56.52,230,0,0,70.0,2,17,5.00,5.00,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
134,2008,2008-12-28,16,32.033,PHI,,DAL,W 44-6,*,12,21,57.14,175,2,0,116.2,1,9,8.33,10.24,3,4,1.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
135,2009,2009-09-13,1,32.292,PHI,@,CAR,W 38-10,*,10,18,55.56,79,2,1,80.6,0,0,4.39,4.11,4,27,6.75,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
