ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-08-31,1,23.086,TAM,,SFO,W 13-6,,0,0,0,,0,0.0%,,1,1,1.00,0,0,0,,0,0,0
2,1997,1997-09-07,2,23.093,TAM,@,DET,W 24-17,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
3,1997,1997-09-14,3,23.100,TAM,@,MIN,W 28-14,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
4,1997,1997-09-21,4,23.107,TAM,,MIA,W 31-21,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
5,1997,1997-09-28,5,23.114,TAM,,ARI,W 19-18,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
6,1997,1997-10-05,6,23.121,TAM,@,GNB,L 16-21,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
7,1997,1997-10-12,7,23.128,TAM,,DET,L 9-27,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
8,1997,1997-10-26,8,23.142,TAM,,MIN,L 6-10,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
9,1997,1997-11-02,9,23.149,TAM,@,IND,W 31-28,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
10,1997,1997-11-09,10,23.156,TAM,@,ATL,W 31-10,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
11,1997,1997-11-23,12,23.170,TAM,@,CHI,L 7-13,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
12,1997,1997-12-07,14,23.184,TAM,,GNB,L 6-17,,,0,0,,0,0.0%,,0,0,,0,,,,,0,
13,1997,1997-12-14,15,23.191,TAM,@,NYJ,L 0-31,,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,0,
14,1997,1997-12-21,16,23.198,TAM,,CHI,W 31-15,,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,0,
15,1998,1998-09-06,1,24.092,TAM,@,MIN,L 7-31,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,0
16,1998,1998-09-13,2,24.099,TAM,@,GNB,L 15-23,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
17,1998,1998-09-20,3,24.106,TAM,,CHI,W 27-15,,,,,,,0.0%,,,,,,,,,,,
18,1998,1998-09-28,4,24.114,TAM,@,DET,L 6-27,,,,,,,0.0%,,,,,,,,,,,
19,1998,1998-10-04,5,24.120,TAM,,NYG,W 20-3,,,,,,,0.0%,,,,,,,,,,,
20,1998,1998-10-18,6,24.134,TAM,,CAR,W 16-13,,,,,,,0.0%,,,,,,,,,,,
21,1998,1998-10-25,7,24.141,TAM,@,NOR,L 3-9,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
22,1998,1998-11-01,8,24.148,TAM,,MIN,W 27-24,,,,,,,0.0%,,,,,,,,,,,
23,1998,1998-11-08,9,24.155,TAM,,TEN,L 22-31,,,,,,,0.0%,,,,,,,,,,,
24,1998,1998-11-15,10,24.162,TAM,@,JAX,L 24-29,,,,,,,0.0%,,,,,,,,,,,
25,1998,1998-11-22,11,24.169,TAM,,DET,L 25-28,,1,,,,,0.0%,,,,,,,,,,,
26,1998,1998-11-29,12,24.176,TAM,@,CHI,W 31-17,,,,,,,0.0%,,,,,,,,,,,
27,1998,1998-12-07,13,24.184,TAM,,GNB,W 24-22,,,,,,,0.0%,,,,,,,,,,,
28,1998,1998-12-13,14,24.190,TAM,,PIT,W 16-3,,1,,,,,0.0%,,,,,,,,,,,
29,1998,1998-12-19,15,24.196,TAM,@,WAS,L 16-20,,,,,,,0.0%,,,,,,,,,,,
30,1998,1998-12-27,16,24.204,TAM,@,CIN,W 35-0,,,,,,,0.0%,,,,,,,,,,,
31,1999,1999-09-12,1,25.098,TAM,,NYG,L 13-17,,1,,,,,0.0%,,,,,,,,,,,
32,1999,1999-09-19,2,25.105,TAM,@,PHI,W 19-5,,,,,,,0.0%,,,,,,,,,,,
33,1999,1999-09-26,3,25.112,TAM,,DEN,W 13-10,*,,,,,,0.0%,,,,,,,,,,,
34,1999,1999-10-03,4,25.119,TAM,@,MIN,L 14-21,,,,,,,0.0%,,,,,,,,,,,
35,1999,1999-10-24,6,25.140,TAM,,CHI,W 6-3,,,,,,,0.0%,,,,,,,,,,,
36,1999,1999-10-31,7,25.147,TAM,@,DET,L 3-20,,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
37,1999,1999-11-07,8,25.154,TAM,@,NOR,W 31-16,,,,,,,0.0%,,,,,,,,,,,
38,1999,1999-11-14,9,25.161,TAM,,KAN,W 17-10,,0,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
39,1999,1999-11-21,10,25.168,TAM,,ATL,W 19-10,,,,,,,0.0%,,,,,,,,,,,
40,1999,1999-11-28,11,25.175,TAM,@,SEA,W 16-3,,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6
41,1999,1999-12-06,12,25.183,TAM,,MIN,W 24-17,,,,,,,0.0%,,,,,,,,,,,
42,1999,1999-12-12,13,25.189,TAM,,DET,W 23-16,,,,,,,0.0%,,,,,,,,,,,
43,1999,1999-12-19,14,25.196,TAM,@,OAK,L 0-45,,,,,,,0.0%,,,,,,,,,,,
44,1999,1999-12-26,15,25.203,TAM,,GNB,W 29-10,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
45,1999,2000-01-02,16,25.210,TAM,@,CHI,W 20-6,,,,,,,0.0%,,,,,,,,,,,
46,2000,2000-09-03,1,26.089,TAM,@,NWE,W 21-16,,,,,,,0.0%,,,,,,,,,,,
47,2000,2000-09-10,2,26.096,TAM,,CHI,W 41-0,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
48,2000,2000-09-17,3,26.103,TAM,@,DET,W 31-10,,2,,,,,0.0%,,,,,,,,,,,
49,2000,2000-09-24,4,26.110,TAM,,NYJ,L 17-21,,,,,,,0.0%,,,,,,,,,,,
50,2000,2000-10-01,5,26.117,TAM,@,WAS,L 17-20,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
51,2000,2000-10-09,6,26.125,TAM,@,MIN,L 23-30,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
52,2000,2000-10-19,7,26.135,TAM,,DET,L 14-28,,1,,,,,0.0%,,,,,,,,,,,
53,2000,2000-10-29,8,26.145,TAM,,MIN,W 41-13,,,,,,,0.0%,,,,,,,,,,,
54,2000,2000-11-05,9,26.152,TAM,@,ATL,W 27-14,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
55,2000,2000-11-12,10,26.159,TAM,,GNB,W 20-15,,1,,,,,0.0%,,,,,,,,,,,
56,2000,2000-11-19,11,26.166,TAM,@,CHI,L 10-13,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
57,2000,2000-11-26,12,26.173,TAM,,BUF,W 31-17,,,,,,,0.0%,,,,,,,,,,,
58,2000,2000-12-03,13,26.180,TAM,,DAL,W 27-7,,,,,,,0.0%,,,,,,,,,,,
59,2000,2000-12-10,14,26.187,TAM,@,MIA,W 16-13,,,,,,,0.0%,,,,,,,,,,,
60,2000,2000-12-18,15,26.195,TAM,,STL,W 38-35,,1,,,,,0.0%,,,,,,,,,,,
61,2000,2000-12-24,16,26.201,TAM,@,GNB,L 14-17,,,,,,,0.0%,,,,,,,,,,,
62,2001,2001-09-10,1,27.096,DEN,,NYG,W 31-20,*,1,1,1,1.00,1,100.0%,1.00,2,0,0.00,0,0,0,,0,1,6
63,2001,2001-09-23,2,27.109,DEN,@,ARI,W 38-17,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
64,2001,2001-09-30,3,27.116,DEN,,BAL,L 13-20,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0
