ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-10-23,8,22.023,ATL,@,RAI,L 17-30,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1994,1994-11-13,10,22.044,ATL,@,NOR,L 32-33,,0,0,,0,,,,,,0.0%,,,,,,,,,,,,,0,0,,0,,
3,1994,1994-11-20,11,22.051,ATL,@,DEN,L 28-32,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,11,11.00,0,0,0
4,1995,1995-09-03,1,22.338,ATL,,CAR,W 23-20,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
5,1995,1995-09-10,2,22.345,ATL,@,SFO,L 10-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,61,20.33,0,0,0
6,1995,1995-09-17,3,22.352,ATL,@,NOR,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0
7,1995,1995-09-24,4,22.359,ATL,,NYJ,W 13-3,,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1995,1995-10-01,5,23.001,ATL,,NWE,W 30-17,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
9,1995,1995-10-12,6,23.012,ATL,@,STL,L 19-21,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
10,1995,1995-10-22,7,23.022,ATL,@,TAM,W 24-21,,8,56,7.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1995,1995-10-29,8,23.029,ATL,,DAL,L 13-28,,8,34,4.25,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0
12,1995,1995-11-05,9,23.036,ATL,,DET,W 34-22,,8,27,3.38,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
13,1995,1995-11-12,10,23.043,ATL,@,BUF,L 17-23,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,4,102,25.50,0,0,0
14,1995,1995-11-19,11,23.050,ATL,,STL,W 31-6,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
15,1995,1995-11-26,12,23.057,ATL,@,ARI,L 37-40,,3,1,0.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,8,180,22.50,0,1,6
16,1995,1995-12-03,13,23.064,ATL,@,MIA,L 20-21,,6,22,3.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,79,19.75,0,0,0
17,1995,1995-12-10,14,23.071,ATL,,NOR,W 19-14,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
18,1995,1995-12-17,15,23.078,ATL,@,CAR,L 17-21,,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,0,
19,1995,1995-12-24,16,23.085,ATL,,SFO,W 28-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,62,31.00,0,0,0
20,1996,1996-09-01,1,23.337,ATL,@,CAR,L 6-29,,14,108,7.71,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,3,68,22.67,0,0,0
21,1996,1996-09-08,2,23.344,ATL,,MIN,L 17-23,,16,73,4.56,0,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1996,1996-09-22,3,23.358,ATL,,PHI,L 18-33,,7,36,5.14,0,5,5,27,5.40,0,100.0%,5.40,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1996,1996-09-29,4,23.365,ATL,@,SFO,L 17-39,,14,67,4.79,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0
24,1996,1996-10-06,5,24.006,ATL,@,DET,L 24-28,,16,103,6.44,3,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,3,18
25,1996,1996-10-13,6,24.013,ATL,,HOU,L 13-23,,13,45,3.46,0,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1996,1996-10-20,7,24.020,ATL,@,DAL,L 28-32,,26,97,3.73,0,9,7,45,6.43,0,77.8%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1996,1996-10-27,8,24.027,ATL,,PIT,L 17-20,,12,55,4.58,0,6,5,53,10.60,0,83.3%,8.83,0,0,,0,0,0,,,,,,0,0,,0,0,0
28,1996,1996-11-03,9,24.034,ATL,,CAR,W 20-17,,22,109,4.95,1,5,3,71,23.67,0,60.0%,14.20,0,0,,0,0,0,,,,,,0,0,,0,1,6
29,1996,1996-11-10,10,24.041,ATL,@,STL,L 16-59,,13,23,1.77,0,4,2,11,5.50,1,50.0%,2.75,0,0,,0,0,0,,,,,,0,0,,0,1,6
30,1996,1996-11-17,11,24.048,ATL,,NOR,W 17-15,,13,35,2.69,0,5,4,21,5.25,0,80.0%,4.20,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1996,1996-11-24,12,24.055,ATL,@,CIN,L 31-41,,16,86,5.38,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
32,1996,1996-12-02,13,24.063,ATL,,SFO,L 10-34,,13,55,4.23,0,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,1996,1996-12-08,14,24.069,ATL,@,NOR,W 31-15,,13,71,5.46,0,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1996,1996-12-15,15,24.076,ATL,,STL,L 27-34,,13,37,2.85,0,8,7,74,10.57,0,87.5%,9.25,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1996,1996-12-22,16,24.083,ATL,@,JAX,L 17-19,,11,55,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1997,1997-08-31,1,24.335,ATL,@,DET,L 17-28,,20,33,1.65,1,3,2,26,13.00,0,66.7%,8.67,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
37,1997,1997-09-07,2,24.342,ATL,,CAR,L 6-9,,17,42,2.47,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
38,1997,1997-09-14,3,24.349,ATL,,OAK,L 31-36,,9,26,2.89,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
39,1997,1997-09-21,4,24.356,ATL,@,SFO,L 7-34,,16,46,2.88,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
40,1997,1997-09-28,5,24.363,ATL,,DEN,L 21-29,,13,45,3.46,0,4,3,68,22.67,1,75.0%,17.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
41,1997,1997-10-12,6,25.012,ATL,@,NOR,W 23-17,,21,62,2.95,1,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,1,6
42,1997,1997-10-19,7,25.019,ATL,,SFO,L 28-35,,13,19,1.46,0,3,2,28,14.00,0,66.7%,9.33,1,1,100.00,27,1,0,158.3,0,0,27.00,47.00,0,0,,0,0,0
43,1997,1997-10-26,8,25.026,ATL,@,CAR,L 12-21,,15,50,3.33,0,2,1,14,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
44,1997,1997-11-02,9,25.033,ATL,,STL,W 34-31,,20,162,8.10,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
45,1997,1997-11-09,10,25.040,ATL,,TAM,L 10-31,,14,49,3.50,0,7,7,47,6.71,0,100.0%,6.71,0,0,,0,0,0,,0,,,,0,0,,0,0,0
46,1997,1997-11-16,11,25.047,ATL,@,STL,W 27-21,,19,72,3.79,2,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
47,1997,1997-11-23,12,25.054,ATL,,NOR,W 20-3,,21,65,3.10,0,2,2,16,8.00,0,100.0%,8.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
48,1997,1997-11-30,13,25.061,ATL,@,SEA,W 24-17,,16,41,2.56,1,1,1,13,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
49,1997,1997-12-07,14,25.068,ATL,@,SDG,W 14-3,,22,60,2.73,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,1997,1997-12-14,15,25.075,ATL,,PHI,W 20-17,,21,78,3.71,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
51,1997,1997-12-21,16,25.082,ATL,@,ARI,L 26-29,,33,152,4.61,0,4,4,36,9.00,0,100.0%,9.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
52,1998,1998-09-06,1,25.341,ATL,@,CAR,W 19-14,,28,88,3.14,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1998,1998-09-13,2,25.348,ATL,,PHI,W 17-12,,20,74,3.70,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
54,1998,1998-09-27,3,25.362,ATL,@,SFO,L 20-31,,13,123,9.46,1,4,2,43,21.50,0,50.0%,10.75,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
55,1998,1998-10-04,4,26.004,ATL,,CAR,W 51-23,,31,117,3.77,1,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
56,1998,1998-10-11,5,26.011,ATL,@,NYG,W 34-20,,29,110,3.79,0,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1998,1998-10-18,6,26.018,ATL,,NOR,W 31-23,,25,132,5.28,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
58,1998,1998-10-25,7,26.025,ATL,@,NYJ,L 3-28,,19,46,2.42,0,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
59,1998,1998-11-01,8,26.032,ATL,,STL,W 37-15,,22,172,7.82,2,4,2,31,15.50,1,50.0%,7.75,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
60,1998,1998-11-08,9,26.039,ATL,@,NWE,W 41-10,,32,104,3.25,2,2,1,8,8.00,0,50.0%,4.00,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,2,12
61,1998,1998-11-15,10,26.046,ATL,,SFO,W 31-19,,31,100,3.23,2,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
62,1998,1998-11-22,11,26.053,ATL,,CHI,W 20-13,,24,72,3.00,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
63,1998,1998-11-29,12,26.060,ATL,@,STL,W 21-10,,31,188,6.06,1,5,2,9,4.50,0,40.0%,1.80,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
64,1998,1998-12-06,13,26.067,ATL,,IND,W 28-21,,30,122,4.07,1,4,4,58,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
65,1998,1998-12-13,14,26.074,ATL,@,NOR,W 27-17,,27,148,5.48,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
66,1998,1998-12-20,15,26.081,ATL,@,DET,W 24-17,,30,147,4.90,1,1,1,8,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
67,1998,1998-12-27,16,26.088,ATL,,MIA,W 38-16,,18,103,5.72,1,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
68,1999,1999-09-12,1,26.347,ATL,,MIN,L 14-17,*,16,50,3.13,0,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1999,1999-09-20,2,26.355,ATL,@,DAL,L 7-24,*,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,2000,2000-09-03,1,27.339,ATL,,SFO,W 36-28,*,24,77,3.21,0,2,1,20,20.00,0,50.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,2000,2000-09-10,2,27.346,ATL,@,DEN,L 14-42,*,7,38,5.43,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
