ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
72,2000,2000-09-17,3,27.353,ATL,@,CAR,W 15-10,*,22,97,4.41,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
73,2000,2000-09-24,4,27.360,ATL,,STL,L 20-41,*,15,41,2.73,1,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
74,2000,2000-10-01,5,28.001,ATL,@,PHI,L 10-38,*,19,47,2.47,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,2000,2000-10-08,6,28.008,ATL,,NYG,L 6-13,*,12,12,1.00,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
76,2000,2000-10-15,7,28.015,ATL,@,STL,L 29-45,*,14,64,4.57,1,5,4,67,16.75,0,80.0%,13.40,0,0,,0,0,0,,,,,,0,0,,0,1,6
77,2000,2000-10-22,8,28.022,ATL,,NOR,L 19-21,*,17,75,4.41,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,2000,2000-10-29,9,28.029,ATL,,CAR,W 13-12,*,25,90,3.60,1,6,5,15,3.00,0,83.3%,2.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
79,2000,2000-11-05,10,28.036,ATL,,TAM,L 14-27,*,15,59,3.93,0,14,9,48,5.33,0,64.3%,3.43,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,2000,2000-11-12,11,28.043,ATL,@,DET,L 10-13,,25,119,4.76,1,5,5,36,7.20,0,100.0%,7.20,0,0,,0,0,0,,,,,,0,0,,0,1,6
81,2000,2000-11-19,12,28.050,ATL,@,SFO,L 6-16,,17,76,4.47,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,2000,2000-11-26,13,28.057,ATL,@,OAK,L 14-41,*,12,26,2.17,1,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
83,2000,2000-12-03,14,28.064,ATL,,SEA,L 10-30,,12,43,3.58,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
84,2000,2000-12-17,15,28.078,ATL,@,NOR,L 7-23,*,18,53,2.94,0,4,3,79,26.33,0,75.0%,19.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,2000,2000-12-24,16,28.085,ATL,,KAN,W 29-13,*,28,107,3.82,0,6,4,28,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,2001,2001-09-09,1,28.344,ATL,@,SFO,L 13-16,*,26,86,3.31,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
87,2001,2001-09-23,2,28.358,ATL,,CAR,W 24-16,*,25,98,3.92,0,1,1,94,94.00,1,100.0%,94.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
88,2001,2001-09-30,3,29.000,ATL,@,ARI,W 34-14,*,4,6,1.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
