ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2017,2017-09-10,1,24.024,ARI,@,DET,L 23-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
2,2017,2017-09-17,2,24.031,ARI,@,IND,W 16-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2017,2017-09-25,3,24.039,ARI,,DAL,L 17-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2017,2017-10-01,4,24.045,ARI,,SFO,W 18-15,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2017,2017-10-08,5,24.052,ARI,@,PHI,L 7-34,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
6,2017,2017-10-15,6,24.059,ARI,,TAM,W 38-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2017,2017-10-22,7,24.066,ARI,@,LAR,L 0-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2017,2017-11-05,8,24.080,ARI,@,SFO,W 20-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2017,2017-11-09,9,24.084,ARI,,SEA,L 16-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
10,2017,2017-11-19,10,24.094,ARI,@,HOU,L 21-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
11,2017,2017-11-26,11,24.101,ARI,,JAX,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2017,2017-12-03,12,24.108,ARI,,LAR,L 16-32,,2,4,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
13,2017,2017-12-10,13,24.115,ARI,,TEN,W 12-7,,2,11,5.50,0,1,1,18,18.00,0,100.0%,18.00,0,0,0.0,0,1
14,2017,2017-12-17,14,24.122,ARI,@,WAS,L 15-20,,10,45,4.50,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
15,2017,2017-12-24,15,24.129,ARI,,NYG,W 23-0,,8,24,3.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,0.0,0,0
16,2017,2017-12-31,16,24.136,ARI,@,SEA,W 26-24,,8,39,4.88,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
17,2018,2018-09-23,3,25.037,NYG,@,HOU,W 27-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
