ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-13,1,23.175,BAL,@,NYJ,W 10-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2010,2010-09-19,2,23.181,BAL,@,CIN,L 10-15,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-26,3,23.188,BAL,,CLE,W 24-17,,,,,,,0.0%,,,,,,,,,,,,,,
4,2010,2010-10-03,4,23.195,BAL,@,PIT,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-10-10,5,23.202,BAL,,DEN,W 31-17,,,,,,,0.0%,,,,,,,,,,,,,,
6,2010,2010-10-17,6,23.209,BAL,@,NWE,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,
7,2010,2010-11-07,8,23.230,BAL,,MIA,W 26-10,,0,0,0,,0,0.0%,,1,15,15.00,0,2,44,22.00,0,0,0,0.0,0,0
8,2010,2010-11-11,9,23.234,BAL,@,ATL,L 21-26,,0,0,0,,0,0.0%,,0,0,,0,3,64,21.33,0,0,0,0.0,0,0
9,2010,2010-11-21,10,23.244,BAL,@,CAR,W 37-13,,0,0,0,,0,0.0%,,0,0,,0,3,135,45.00,0,0,0,0.0,0,1
10,2010,2010-11-28,11,23.251,BAL,,TAM,W 17-10,,0,0,0,,0,0.0%,,0,0,,0,2,50,25.00,0,0,0,0.0,0,0
11,2010,2010-12-05,12,23.258,BAL,,PIT,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,4,72,18.00,0,0,0,0.0,0,0
12,2010,2010-12-13,13,23.266,BAL,@,HOU,W 34-28,,0,0,0,,0,0.0%,,0,0,,0,6,233,38.83,1,1,6,0.0,0,0
13,2010,2010-12-19,14,23.272,BAL,,NOR,W 30-24,,1,0,0,,0,0.0%,0.00,0,0,,0,1,18,18.00,0,0,0,0.0,0,0
14,2011,2011-09-18,2,24.180,BAL,@,TEN,L 13-26,,0,0,0,,0,0.0%,,0,0,,0,3,125,41.67,0,0,0,0.0,0,0
15,2011,2011-10-16,5,24.208,BAL,,HOU,W 29-14,,,,,,,0.0%,,,,,,,,,,,,,,
16,2011,2011-10-24,6,24.216,BAL,@,JAX,L 7-12,,1,0,0,,0,0.0%,0.00,0,0,,0,2,53,26.50,0,0,0,0.0,0,1
17,2011,2011-10-30,7,24.222,BAL,,ARI,W 30-27,,0,0,0,,0,0.0%,,0,0,,0,4,85,21.25,0,0,0,0.0,0,0
18,2011,2011-11-06,8,24.229,BAL,@,PIT,W 23-20,,1,0,0,,0,0.0%,0.00,0,0,,0,4,129,32.25,0,0,0,0.0,0,0
19,2011,2011-11-13,9,24.236,BAL,@,SEA,L 17-22,,0,0,0,,0,0.0%,,1,16,16.00,0,3,65,21.67,0,0,0,0.0,0,0
