ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1976,1976-09-12,1,23.052,CIN,,DEN,W 17-7,1,15,15.00,0,0,0,,0,0,0
2,1976,1976-09-19,2,23.059,CIN,@,BAL,L 27-28,2,23,11.50,0,0,0,,0,0,0
3,1976,1976-09-26,3,23.066,CIN,,GNB,W 28-7,,,,,,,,,,
4,1976,1976-10-03,4,23.073,CIN,@,CLE,W 45-24,1,7,7.00,0,0,0,,0,0,0
5,1976,1976-10-10,5,23.080,CIN,,TAM,W 21-0,3,37,12.33,0,0,0,,0,0,0
6,1976,1976-10-17,6,23.087,CIN,@,PIT,L 6-23,,,,,,,,,,
7,1976,1976-10-24,7,23.094,CIN,@,HOU,W 27-7,2,18,9.00,0,0,0,,0,0,0
8,1976,1976-10-31,8,23.101,CIN,,CLE,W 21-6,2,17,8.50,0,0,0,,0,0,0
9,1976,1976-11-08,9,23.109,CIN,,RAM,W 20-12,3,44,14.67,0,0,0,,0,0,0
10,1976,1976-11-14,10,23.115,CIN,,HOU,W 31-27,1,21,21.00,0,1,-13,-13.00,0,0,0
11,1976,1976-11-21,11,23.122,CIN,@,KAN,W 27-24,1,9,9.00,0,0,0,,0,0,0
12,1976,1976-12-12,14,23.143,CIN,@,NYJ,W 42-3,,,,,,,,,,
13,1977,1977-09-18,1,24.058,CIN,,CLE,L 3-13,1,15,15.00,0,0,0,,0,0,0
14,1977,1977-09-25,2,24.065,CIN,,SEA,W 42-20,2,20,10.00,0,1,4,4.00,0,0,0
15,1977,1977-10-02,3,24.072,CIN,@,SDG,L 3-24,2,18,9.00,0,0,0,,0,0,0
16,1977,1977-10-09,4,24.079,CIN,@,GNB,W 17-7,5,59,11.80,0,0,0,,0,0,0
17,1977,1977-10-17,5,24.087,CIN,@,PIT,L 14-20,3,57,19.00,0,0,0,,0,0,0
18,1977,1977-10-23,6,24.093,CIN,,DEN,L 13-24,3,57,19.00,0,0,0,,0,0,0
19,1977,1977-10-30,7,24.100,CIN,,HOU,W 13-10,4,58,14.50,0,1,-8,-8.00,0,0,0
20,1977,1977-11-06,8,24.107,CIN,@,CLE,W 10-7,,,,,,,,,,
21,1977,1977-11-13,9,24.114,CIN,@,MIN,L 10-42,7,198,28.29,1,0,0,,0,1,6
22,1977,1977-11-20,10,24.121,CIN,,MIA,W 23-17,,,,,,,,,,
