ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1969,1969-11-02,8,24.199,SDG,@,DEN,L 0-13,1,5,5.00,0,0,0
2,1969,1969-11-09,9,24.206,SDG,@,KAN,L 3-27,3,66,22.00,0,0,0
3,1969,1969-11-16,10,24.213,SDG,@,OAK,L 16-21,3,28,9.33,0,0,0
4,1969,1969-12-14,14,24.241,SDG,,BUF,W 45-6,2,42,21.00,1,1,6
5,1970,1970-09-27,2,25.163,SDG,,OAK,T 27-27,1,12,12.00,0,0,0
6,1970,1970-10-04,3,25.170,SDG,@,RAM,L 10-37,,,,,,
7,1970,1970-10-12,4,25.178,SDG,,GNB,L 20-22,,,,,,
8,1970,1970-10-25,6,25.191,SDG,,HOU,T 31-31,1,31,31.00,0,0,0
9,1970,1970-11-01,7,25.198,SDG,@,CLE,W 27-10,,,,,,
10,1970,1970-11-08,8,25.205,SDG,,DEN,W 24-21,,,,,,
