ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-10-07,4,22.334,CLE,,CIN,W 17-10,,,,,,,
2,1973,1973-10-21,6,22.348,CLE,,HOU,W 42-13,,,,,,,
3,1973,1973-11-11,9,23.004,CLE,@,HOU,W 23-13,,,,,,,
4,1973,1973-11-18,10,23.011,CLE,@,OAK,W 7-3,,,,,,,
5,1973,1973-11-25,11,23.018,CLE,,PIT,W 21-16,,,,,,,
6,1973,1973-12-02,12,23.025,CLE,@,KAN,T 20-20,,,,,,,
7,1973,1973-12-16,14,23.039,CLE,@,RAM,L 17-30,,,,,,,
8,1974,1974-09-22,2,23.319,NYG,,NWE,L 20-28,,,,,,,
9,1974,1974-09-29,3,23.326,NYG,@,DAL,W 14-6,,,,,,,
10,1974,1974-10-06,4,23.333,NYG,,ATL,L 7-14,,,,,,,
11,1974,1974-10-13,5,23.340,NYG,@,PHI,L 7-35,,,,,,,
12,1974,1974-10-20,6,23.347,NYG,@,WAS,L 3-24,,,,,,,
13,1974,1974-10-27,7,23.354,NYG,,DAL,L 7-21,,,,,,,
14,1974,1974-11-03,8,23.361,NYG,@,KAN,W 33-27,,,,,,,
15,1974,1974-11-10,9,24.003,NYG,,NYJ,L 20-26,,,,,,,
16,1974,1974-11-17,10,24.010,NYG,@,DET,L 19-20,,,,,,,
17,1974,1974-11-24,11,24.017,NYG,,STL,L 21-23,,,,,,,
18,1974,1974-12-01,12,24.024,NYG,@,CHI,L 13-16,,,,,,,
19,1974,1974-12-08,13,24.031,NYG,,PHI,L 7-20,,,,,,,
20,1974,1974-12-15,14,24.038,NYG,@,STL,L 14-26,,,,,,,
21,1975,1975-09-21,1,24.318,NYG,@,PHI,W 23-14,,,,,,,
22,1975,1975-09-28,2,24.325,NYG,@,WAS,L 13-49,,,,,,,
23,1975,1975-10-05,3,24.332,NYG,@,STL,L 14-26,,,,,,,
24,1975,1975-10-12,4,24.339,NYG,,DAL,L 7-13,,,,,,,
25,1975,1975-10-20,5,24.347,NYG,@,BUF,W 17-14,,,,,,,
26,1975,1975-10-25,6,24.352,NYG,,STL,L 13-20,,,,,,,
27,1975,1975-11-01,7,24.359,NYG,,SDG,W 35-24,,,,,,,
28,1975,1975-11-09,8,25.002,NYG,,WAS,L 13-21,,,,,,,
29,1975,1975-11-16,9,25.009,NYG,,PHI,L 10-13,,,,,,,
30,1975,1975-11-23,10,25.016,NYG,@,GNB,L 14-40,,,,,,,
31,1975,1975-11-30,11,25.023,NYG,@,DAL,L 3-14,0,0,,0,2,41,0
32,1975,1975-12-07,12,25.030,NYG,,BAL,L 0-21,,,,,,,
33,1975,1975-12-14,13,25.037,NYG,,NOR,W 28-14,,,,,,,
34,1975,1975-12-21,14,25.044,NYG,@,SFO,W 26-23,,,,,,,
35,1976,1976-09-12,1,25.310,NYG,@,WAS,L 17-19,,,,,,,
36,1976,1976-09-19,2,25.317,NYG,@,PHI,L 7-20,,,,,,,
37,1976,1976-10-03,4,25.331,NYG,@,STL,L 21-27,,,,,,,
38,1976,1976-10-10,5,25.338,NYG,,DAL,L 14-24,,,,,,,
39,1976,1976-10-17,6,25.345,NYG,@,MIN,L 7-24,,,,,,,
40,1976,1976-10-24,7,25.352,NYG,,PIT,L 0-27,,,,,,,
41,1976,1976-10-31,8,25.359,NYG,,PHI,L 0-10,,,,,,,
42,1976,1976-11-07,9,26.000,NYG,@,DAL,L 3-9,0,0,,0,1,0,0
43,1976,1976-11-14,10,26.007,NYG,,WAS,W 12-9,0,0,,0,1,0,0
44,1976,1976-11-21,11,26.014,NYG,@,DEN,L 13-14,,,,,,,
45,1976,1976-11-28,12,26.021,NYG,,SEA,W 28-16,3,18,6.00,0,0,0,0
46,1976,1976-12-05,13,26.028,NYG,,DET,W 24-10,,,,,,,
47,1976,1976-12-12,14,26.035,NYG,,STL,L 14-17,,,,,,,
48,1977,1977-09-18,1,26.315,NYG,,WAS,W 20-17,,,,,,,
49,1977,1977-09-25,2,26.322,NYG,@,DAL,L 21-41,,,,,,,
50,1977,1977-10-02,3,26.329,NYG,@,ATL,L 3-17,,,,,,,
51,1977,1977-10-09,4,26.336,NYG,,PHI,L 10-28,,,,,,,
52,1977,1977-10-16,5,26.343,NYG,,SFO,W 20-17,,,,,,,
53,1977,1977-10-23,6,26.350,NYG,@,WAS,W 17-6,,,,,,,
54,1977,1977-10-31,7,26.358,NYG,@,STL,L 0-28,,,,,,,
55,1977,1977-11-06,8,26.364,NYG,,DAL,L 10-24,,,,,,,
56,1977,1977-11-13,9,27.006,NYG,@,TAM,W 10-0,,,,,,,
57,1977,1977-11-20,10,27.013,NYG,,CLE,L 7-21,2,13,6.50,0,0,0,0
58,1977,1977-11-27,11,27.020,NYG,@,CIN,L 13-30,1,13,13.00,0,0,0,0
59,1977,1977-12-04,12,27.027,NYG,,STL,W 27-7,,,,,,,
60,1977,1977-12-11,13,27.034,NYG,@,PHI,L 14-17,1,4,4.00,0,0,0,0
61,1977,1977-12-18,14,27.041,NYG,,CHI,L 9-12,1,0,0.00,0,0,0,0
62,1978,1978-09-24,4,27.321,ATL,@,TAM,L 9-14,,,,,,,
63,1978,1978-10-01,5,27.328,ATL,,NYG,W 23-20,,,,,,,
64,1978,1978-10-08,6,27.335,ATL,@,PIT,L 7-31,,,,,,,
65,1978,1978-10-15,7,27.342,ATL,,DET,W 14-0,,,,,,,
66,1978,1978-10-22,8,27.349,ATL,@,SFO,W 20-17,,,,,,,
