ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.152,STL,,ARI,W 27-24,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-26,4,22.170,STL,,SFO,L 11-35,,,,,,,,,,,0.0%,,,,,,,,,,
3,2013,2013-10-06,5,22.180,STL,,JAX,W 34-20,*,14,78,5.57,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-10-13,6,22.187,STL,@,HOU,W 38-13,*,18,79,4.39,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-20,7,22.194,STL,@,CAR,L 15-30,*,17,53,3.12,0,4,4,34,8.50,1,100.0%,8.50,0,0,,0,1,6,0.0,0,0
6,2013,2013-10-28,8,22.202,STL,,SEA,L 9-14,*,26,134,5.15,0,3,1,-5,-5.00,0,33.3%,-1.67,0,0,,0,0,0,0.0,0,0
7,2013,2013-11-03,9,22.208,STL,,TEN,L 21-28,*,27,127,4.70,2,7,6,51,8.50,0,85.7%,7.29,0,0,,0,2,12,0.0,0,0
8,2013,2013-11-10,10,22.215,STL,@,IND,W 38-8,*,26,62,2.38,1,3,2,6,3.00,0,66.7%,2.00,0,0,,0,1,6,0.0,0,0
9,2013,2013-11-24,11,22.229,STL,,CHI,W 42-21,*,12,87,7.25,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,1,6,0.0,0,0
10,2013,2013-12-01,12,22.236,STL,@,SFO,L 13-23,*,19,72,3.79,0,2,1,-1,-1.00,0,50.0%,-0.50,0,0,,0,0,0,0.0,0,0
11,2013,2013-12-08,13,22.243,STL,@,ARI,L 10-30,*,14,25,1.79,1,4,3,-3,-1.00,0,75.0%,-0.75,0,0,,0,1,6,0.0,0,0
12,2013,2013-12-15,14,22.250,STL,,NOR,W 27-16,*,28,133,4.75,1,2,1,10,10.00,0,50.0%,5.00,0,0,,0,1,6,0.0,0,0
13,2013,2013-12-22,15,22.257,STL,,TAM,W 23-13,*,33,104,3.15,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6,0.0,0,0
14,2013,2013-12-29,16,22.264,STL,@,SEA,L 9-27,*,15,15,1.00,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,0.0,0,0
15,2014,2014-09-07,1,23.151,STL,,MIN,L 6-34,*,11,43,3.91,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0
16,2014,2014-09-14,2,23.158,STL,@,TAM,W 19-17,*,19,71,3.74,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
17,2014,2014-09-21,3,23.165,STL,,DAL,L 31-34,*,12,67,5.58,0,6,5,54,10.80,0,83.3%,9.00,0,0,,0,0,0,0.0,0,0
18,2014,2014-10-05,4,23.179,STL,@,PHI,L 28-34,*,11,42,3.82,0,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,0.0,0,0
19,2014,2014-10-13,5,23.187,STL,,SFO,L 17-31,*,8,17,2.13,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,0,0
20,2014,2014-10-19,6,23.193,STL,,SEA,W 28-26,,,,,,,,,,,0.0%,,,,,,,,,,
21,2014,2014-10-26,7,23.200,STL,@,KAN,L 7-34,,5,17,3.40,0,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,0.0,0,0
22,2014,2014-11-09,9,23.214,STL,@,ARI,L 14-31,,,,,,,,,,,0.0%,,,,,,,,,,
23,2014,2014-11-23,11,23.228,STL,@,SDG,L 24-27,,,,,,,,,,,0.0%,,,,,,,,,,
24,2014,2014-11-30,12,23.235,STL,,OAK,W 52-0,,6,27,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2014,2014-12-07,13,23.242,STL,@,WAS,W 24-0,,,,,,,,,,,0.0%,,,,,,,,,,
26,2014,2014-12-21,15,23.256,STL,,NYG,L 27-37,,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
27,2014,2014-12-28,16,23.263,STL,@,SEA,L 6-20,,2,3,1.50,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,0.0,0,0
28,2015,2015-09-21,2,24.165,NYJ,@,IND,W 20-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
29,2015,2015-09-27,3,24.171,NYJ,,PHI,L 17-24,,2,3,1.50,0,2,2,-2,-1.00,0,100.0%,-1.00,4,82,20.50,0,0,0,0.0,1,0
30,2015,2015-10-04,4,24.178,NYJ,@,MIA,W 27-14,,5,7,1.40,1,3,2,18,9.00,0,66.7%,6.00,2,45,22.50,0,1,6,0.0,0,0
31,2015,2015-10-18,5,24.192,NYJ,,WAS,W 34-20,,13,46,3.54,0,2,2,15,7.50,0,100.0%,7.50,2,47,23.50,0,0,0,0.0,0,0
32,2015,2015-10-25,6,24.199,NYJ,@,NWE,L 23-30,,7,19,2.71,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
33,2015,2015-11-01,7,24.206,NYJ,@,OAK,L 20-34,,3,11,3.67,0,1,1,7,7.00,0,100.0%,7.00,1,21,21.00,0,0,0,0.0,0,0
34,2015,2015-11-08,8,24.213,NYJ,,JAX,W 28-23,,1,3,3.00,0,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,0.0,0,0
35,2015,2015-11-12,9,24.217,NYJ,,BUF,L 17-22,,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,0.0,0,0
