ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2014,2014-12-07,13,22.238,OAK,,SFO,W 24-13,,,,,,,0.0%,,,,
2,2014,2014-12-14,14,22.245,OAK,@,KAN,L 13-31,,,,,,,0.0%,,,,
3,2014,2014-12-21,15,22.252,OAK,,BUF,W 26-24,,,,,,,0.0%,,,,
4,2014,2014-12-28,16,22.259,OAK,@,DEN,L 14-47,,,0,0,,0,0.0%,,0.0,1,0
5,2015,2015-11-02,7,23.203,CAR,,IND,W 29-26,,0,0,0,,0,0.0%,,0.0,0,0
6,2015,2015-11-15,9,23.216,CAR,@,TEN,W 27-10,,0,0,0,,0,0.0%,,0.0,0,0
7,2015,2015-11-22,10,23.223,CAR,,WAS,W 44-16,,0,0,0,,0,0.0%,,0.0,0,0
8,2015,2015-11-26,11,23.227,CAR,@,DAL,W 33-14,,0,0,0,,0,0.0%,,0.0,0,0
9,2015,2015-12-06,12,23.237,CAR,@,NOR,W 41-38,,0,0,0,,0,0.0%,,0.0,0,0
10,2015,2015-12-13,13,23.244,CAR,,ATL,W 38-0,,1,1,10,10.00,0,100.0%,10.00,0.0,0,0
11,2015,2015-12-20,14,23.251,CAR,@,NYG,W 38-35,,0,0,0,,0,0.0%,,0.0,0,0
12,2015,2015-12-27,15,23.258,CAR,@,ATL,L 13-20,,0,0,0,,0,0.0%,,0.0,0,0
13,2015,2016-01-03,16,23.265,CAR,,TAM,W 38-10,,0,0,0,,0,0.0%,,0.0,0,0
14,2016,2016-09-08,1,24.148,CAR,@,DEN,L 20-21,*,0,0,0,,0,0.0%,,0.0,0,0
15,2016,2016-09-18,2,24.158,CAR,,SFO,W 46-27,,0,0,0,,0,0.0%,,0.0,0,0
16,2016,2016-09-25,3,24.165,CAR,,MIN,L 10-22,,0,0,0,,0,0.0%,,0.0,0,0
17,2016,2016-10-02,4,24.172,CAR,@,ATL,L 33-48,,0,0,0,,0,0.0%,,0.0,0,0
18,2016,2016-10-10,5,24.180,CAR,,TAM,L 14-17,,0,0,0,,0,0.0%,,0.0,0,0
19,2018,2018-09-09,1,26.149,NYG,,JAX,L 15-20,,0,0,0,,0,0.0%,,0.0,0,0
20,2018,2018-09-16,2,26.156,NYG,@,DAL,L 13-20,,0,0,0,,0,0.0%,,0.0,0,0
21,2018,2018-09-23,3,26.163,NYG,@,HOU,W 27-22,,0,0,0,,0,0.0%,,0.0,0,0
