ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,27.164,CHI,@,RAM,W 24-20,10,20,2.00,0,2,32,16.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,27.171,CHI,@,SFO,W 32-20,7,10,1.43,1,1,9,9.00,0,0,0,,0,0,,,,,,
3,1950,1950-10-01,3,27.178,CHI,@,GNB,L 21-31,5,26,5.20,2,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,27.185,CHI,,CRD,W 27-6,2,21,10.50,1,0,0,,0,0,0,,0,0,,,,,,
5,1950,1950-10-15,5,27.192,CHI,,GNB,W 28-14,9,11,1.22,0,1,38,38.00,0,0,0,,0,0,,,,,,
6,1950,1950-10-29,6,27.206,CHI,@,NYY,L 27-38,1,3,3.00,1,0,0,,0,0,0,,0,0,,,,,,
7,1950,1950-11-05,7,27.213,CHI,@,DET,W 35-21,12,59,4.92,0,4,61,15.25,0,0,0,,0,0,,,,,,
8,1950,1950-11-12,8,27.220,CHI,,NYY,W 28-20,1,3,3.00,1,1,14,14.00,0,0,0,,0,0,,,,,,
9,1950,1950-11-19,9,27.227,CHI,,SFO,W 17-0,15,44,2.93,0,0,0,,0,0,0,,0,0,,,,,,
10,1950,1950-11-26,10,27.234,CHI,,RAM,W 24-14,17,52,3.06,1,2,24,12.00,0,0,0,,0,0,,,,,,
11,1950,1950-12-03,11,27.241,CHI,@,CRD,L 10-20,18,72,4.00,0,0,0,,0,0,0,,0,0,,,,,,
12,1950,1950-12-10,12,27.248,CHI,,DET,W 6-3,7,26,3.71,0,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-09-30,1,28.177,CHI,@,GNB,W 31-20,1,1,1.00,1,0,0,,0,0,0,,0,0,,,,,,
14,1951,1951-10-07,2,28.184,CHI,@,CRD,L 14-28,0,0,,0,1,19,19.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
15,1951,1951-10-21,4,28.198,CHI,,SFO,W 13-7,10,79,7.90,0,0,0,,0,0,0,,0,0,,,,,,
16,1951,1951-10-28,5,28.205,CHI,@,DET,W 28-23,9,14,1.56,0,0,0,,0,0,0,,0,0,,,,,,
17,1951,1951-11-04,6,28.212,CHI,@,WAS,W 27-0,8,53,6.63,1,0,0,,0,0,0,,0,0,,,,,,
18,1951,1951-11-11,7,28.219,CHI,,DET,L 28-41,3,4,1.33,0,1,51,51.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
19,1951,1951-11-18,8,28.226,CHI,,GNB,W 24-13,11,21,1.91,1,1,40,40.00,0,0,0,,0,0,,,,,,
20,1951,1951-11-25,9,28.233,CHI,@,CLE,L 21-42,5,-8,-1.60,0,2,6,3.00,0,0,0,,0,0,,,,,,
21,1951,1951-12-02,10,28.240,CHI,,RAM,L 17-42,3,57,19.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
22,1951,1951-12-09,11,28.247,CHI,@,NYY,W 45-21,18,95,5.28,1,0,0,,0,0,0,,0,0,,,,,,
23,1952,1952-09-29,1,29.176,WAS,@,CRD,W 23-7,12,28,2.33,0,0,0,,0,0,0,,0,0,,,,,,
24,1952,1952-10-05,2,29.182,WAS,@,GNB,L 20-35,11,43,3.91,0,3,76,25.33,1,0,0,,0,0,,,,,,
25,1952,1952-10-12,3,29.189,WAS,,CRD,L 6-17,7,17,2.43,1,0,0,,0,0,0,,0,0,,,,,,
26,1952,1952-10-19,4,29.196,WAS,@,PIT,W 28-24,12,28,2.33,0,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-10-26,5,29.203,WAS,@,CLE,L 15-19,5,27,5.40,0,2,56,28.00,0,0,0,,0,0,,,,,,
28,1952,1952-11-02,6,29.210,WAS,,PIT,L 23-24,5,32,6.40,0,0,0,,0,0,0,,0,0,,,,,,
29,1952,1952-11-09,7,29.217,WAS,@,PHI,L 20-38,3,27,9.00,0,0,0,,0,0,0,,0,0,,,,,,
30,1952,1952-11-16,8,29.224,WAS,,SFO,L 17-23,12,54,4.50,0,2,24,12.00,0,0,0,,0,0,,,,,,
31,1952,1952-11-23,9,29.231,WAS,,NYG,L 10-14,12,57,4.75,0,1,20,20.00,0,0,0,,0,0,,,,,,
32,1952,1952-11-30,10,29.238,WAS,,CLE,L 24-48,6,12,2.00,0,1,0,0.00,0,0,0,,0,0,,,,,,
33,1952,1952-12-14,12,29.252,WAS,,PHI,W 27-21,9,36,4.00,0,2,65,32.50,0,0,0,,0,0,,,,,,
34,1953,1953-09-27,1,30.174,WAS,@,CRD,W 24-13,0,0,,0,1,4,4.00,0,0,0,,0,0,,,,,,
35,1953,1953-10-02,2,30.179,WAS,@,PHI,T 21-21,3,-3,-1.00,0,0,0,,0,0,0,,0,0,,,,,,
36,1953,1953-10-25,5,30.202,WAS,@,BAL,L 17-27,4,27,6.75,0,1,22,22.00,0,0,0,,0,0,,,,,,
37,1953,1953-11-01,6,30.209,WAS,@,CLE,L 3-27,6,12,2.00,0,2,42,21.00,0,0,0,,0,0,,,,,,
38,1953,1953-11-15,8,30.223,WAS,,CHI,L 24-27,4,18,4.50,0,0,0,,0,0,0,,0,0,,,,,,
39,1953,1953-11-22,9,30.230,WAS,@,NYG,W 24-21,9,19,2.11,0,0,0,,0,0,0,,0,0,,,,,,
40,1953,1953-11-29,10,30.237,WAS,@,PIT,W 17-9,11,30,2.73,0,1,5,5.00,1,0,0,,0,0,,,,,,
41,1953,1953-12-06,11,30.244,WAS,,PHI,W 10-0,9,38,4.22,0,0,0,,0,0,0,,0,0,,,,,,
42,1953,1953-12-13,12,30.251,WAS,,PIT,L 13-14,9,56,6.22,0,0,0,,0,0,0,,0,0,,,,,,
