ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-11,1,23.006,HOU,@,OAK,W 37-22,3,6,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,31,15.50,0,2,20,10.00,0,0,0
2,1960,1960-09-18,2,23.013,HOU,,LAC,W 38-28,11,47,4.27,1,1,21,21.00,0,0,0,,0,0,0,,0,0,,,4,87,21.75,0,0,0,,0,1,6
3,1960,1960-09-25,3,23.020,HOU,,OAK,L 13-14,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,1,15,15.00,0,0,0
4,1960,1960-10-09,4,23.034,HOU,,NYT,W 27-21,10,62,6.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
5,1960,1960-10-16,5,23.041,HOU,,DTX,W 20-10,5,11,2.20,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1960,1960-10-23,6,23.048,HOU,@,NYT,W 42-28,9,34,3.78,0,2,34,17.00,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0
7,1960,1960-10-30,7,23.055,HOU,@,BUF,L 24-25,5,4,0.80,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,1,3,3.00,0,0,0
8,1960,1960-11-06,8,23.062,HOU,@,DEN,W 45-25,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,51,25.50,0,0,0,,0,0,0
9,1960,1960-11-13,9,23.069,HOU,@,LAC,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,16,8.00,0,1,2,2.00,0,0,0
10,1960,1960-12-04,12,23.090,HOU,@,DTX,L 0-24,4,-1,-0.25,0,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1960,1960-12-18,14,23.104,HOU,,BOS,W 37-21,4,10,2.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
12,1961,1961-09-09,1,24.004,HOU,,OAK,W 55-0,18,101,5.61,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
13,1961,1961-09-24,2,24.019,HOU,@,SDG,L 24-34,13,32,2.46,0,2,9,4.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
14,1961,1961-10-01,3,24.026,HOU,@,DTX,L 21-26,6,29,4.83,0,4,49,12.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1961,1961-10-08,4,24.033,HOU,,BUF,L 12-22,11,23,2.09,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1961,1961-10-13,5,24.038,HOU,@,BOS,T 31-31,10,31,3.10,1,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
17,1961,1961-10-22,6,24.047,HOU,,DTX,W 38-7,13,59,4.54,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1961,1961-10-29,7,24.054,HOU,@,BUF,W 28-16,15,22,1.47,0,3,56,18.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1961,1961-11-05,8,24.061,HOU,@,DEN,W 55-14,12,62,5.17,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1961,1961-11-12,9,24.068,HOU,,BOS,W 27-15,9,43,4.78,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1961,1961-11-19,10,24.075,HOU,,NYT,W 49-13,11,58,5.27,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1961,1961-11-26,11,24.082,HOU,,DEN,W 45-14,17,25,1.47,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
23,1961,1961-12-03,12,24.089,HOU,,SDG,W 33-13,12,56,4.67,0,1,3,3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
24,1961,1961-12-10,13,24.096,HOU,@,NYT,W 48-21,4,20,5.00,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
25,1961,1961-12-17,14,24.103,HOU,@,OAK,W 47-16,6,16,2.67,1,2,12,6.00,0,0,0,,0,0,0,,0,0,,,2,42,21.00,0,0,0,,0,1,6
26,1962,1962-09-09,1,25.004,HOU,@,BUF,W 28-23,17,109,6.41,1,1,9,9.00,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,1,6
