ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,2018,2018-09-09,1,28.292,DAL,@,CAR,L 8-16,,,,,,1,0.0,0,0
2,2018,2018-09-16,2,28.299,DAL,,NYG,W 20-13,,2,2,100.0,2,2,100.0,0,8
3,2018,2018-09-23,3,28.306,DAL,@,SEA,L 13-24,,1,1,100.0,2,2,100.0,0,7
