ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2002,2002-09-29,4,23.139,STL,,DAL,L 10-13,,,,,,
2,2002,2002-10-06,5,23.146,STL,@,SFO,L 13-37,,,,,,
3,2002,2002-10-13,6,23.153,STL,,OAK,W 28-13,,,,,,
4,2002,2002-10-20,7,23.160,STL,,SEA,W 37-20,,,,,,
5,2002,2002-11-03,8,23.174,STL,@,ARI,W 27-14,,0,0,,0,1.0
6,2002,2002-11-10,9,23.181,STL,,SDG,W 28-24,,,,,,
7,2002,2002-11-18,10,23.189,STL,,CHI,W 21-16,,0,0,,0,2.0
8,2002,2002-11-24,11,23.195,STL,@,WAS,L 17-20,*,,,,,
9,2002,2002-12-01,12,23.202,STL,@,PHI,L 3-10,,,,,,
10,2002,2002-12-08,13,23.209,STL,@,KAN,L 10-49,,,,,,
11,2002,2002-12-15,14,23.216,STL,,ARI,W 30-28,,,,,,
12,2002,2002-12-22,15,23.223,STL,@,SEA,L 10-30,,,,,,
13,2002,2002-12-30,16,23.231,STL,,SFO,W 31-20,,,,,,
14,2003,2003-10-19,6,24.159,STL,,GNB,W 34-24,,,,,,
15,2003,2003-10-26,7,24.166,STL,@,PIT,W 33-21,,,,,,
16,2003,2003-11-02,8,24.173,STL,@,SFO,L 10-30,,,,,,
17,2003,2003-12-14,14,24.215,GNB,@,SDG,W 38-21,,,,,,
18,2003,2003-12-22,15,24.223,GNB,@,OAK,W 41-7,,,,,,
19,2003,2003-12-28,16,24.229,GNB,,DEN,W 31-3,,,,,,
20,2004,2004-09-13,1,25.123,GNB,@,CAR,W 24-14,,,,,,
21,2004,2004-09-19,2,25.129,GNB,,CHI,L 10-21,,,,,,
22,2004,2004-09-26,3,25.136,GNB,@,IND,L 31-45,,2,33,16.50,0,0.0
23,2004,2004-10-03,4,25.143,GNB,,NYG,L 7-14,,,,,,
24,2004,2004-10-11,5,25.151,GNB,,TEN,L 27-48,,,,,,
25,2004,2004-10-17,6,25.157,GNB,@,DET,W 38-10,,,,,,
