ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1974,1974-11-24,11,24.281,KAN,@,CIN,L 6-33,1,17,17.00,0,0,0,,0
2,1974,1974-12-01,12,24.288,KAN,@,STL,W 17-13,0,0,,0,1,0,0.00,0
3,1974,1974-12-14,14,24.301,KAN,,MIN,L 15-35,,,,,,,,
