ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
26,2013,2013-10-06,5,27.031,SFO,,HOU,W 34-3,,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2013,2013-10-27,8,27.052,SFO,@,JAX,W 42-10,,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-12-15,14,27.101,SFO,@,TAM,W 33-14,,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2014,2014-10-19,7,28.044,WAS,,TEN,W 19-17,,11,12,91.67,128,1,0,138.9,2,8,10.67,12.33,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
30,2014,2014-10-27,8,28.052,WAS,@,DAL,W 20-17,*,25,30,83.33,299,0,1,94.3,3,13,9.97,8.47,7,16,2.29,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
31,2014,2014-11-30,12,28.086,WAS,@,IND,L 27-49,*,31,47,65.96,392,3,0,113.1,6,51,8.34,9.62,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
32,2014,2014-12-07,13,28.093,WAS,,STL,L 0-24,*,20,32,62.50,199,0,2,54.0,6,45,6.22,3.41,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
33,2014,2014-12-14,14,28.100,WAS,@,NYG,L 13-24,*,4,7,57.14,39,0,0,72.9,0,0,5.57,5.57,2,24,12.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2015,2016-01-03,16,29.120,WAS,@,DAL,W 34-23,,7,11,63.64,128,1,0,133.9,1,13,11.64,13.45,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2017,2017-11-30,12,31.086,WAS,@,DAL,L 14-38,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
