ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-04,1,23.110,MIA,@,BUF,W 12-0,0,0,,0,,,,,,
2,1983,1983-09-11,2,23.117,MIA,,NWE,W 34-24,2,34,17.00,1,0,0,,0,1,6
3,1983,1983-09-19,3,23.125,MIA,@,RAI,L 14-27,1,3,3.00,0,0,0,,0,0,0
4,1983,1983-09-25,4,23.131,MIA,,KAN,W 14-6,2,12,6.00,1,0,0,,0,1,6
5,1983,1983-10-02,5,23.138,MIA,@,NOR,L 7-17,0,0,,0,,,,,,
6,1983,1983-10-09,6,23.145,MIA,,BUF,L 35-38,2,15,7.50,0,0,0,,0,0,0
7,1983,1983-10-16,7,23.152,MIA,@,NYJ,W 32-14,2,8,4.00,1,0,0,,0,1,6
8,1983,1983-10-23,8,23.159,MIA,@,BAL,W 21-7,0,0,,0,,,,,,
9,1983,1983-10-30,9,23.166,MIA,,RAM,W 30-14,2,14,7.00,0,0,0,,0,0,0
10,1983,1983-11-06,10,23.173,MIA,@,SFO,W 20-17,0,0,,0,,,,,,
11,1983,1983-11-13,11,23.180,MIA,@,NWE,L 6-17,2,20,10.00,0,0,0,,0,0,0
12,1983,1983-11-20,12,23.187,MIA,,BAL,W 37-0,0,0,,0,,,,,,
13,1983,1983-11-28,13,23.195,MIA,,CIN,W 38-14,4,29,7.25,1,0,0,,0,1,6
14,1983,1983-12-04,14,23.201,MIA,@,HOU,W 24-17,1,9,9.00,0,0,0,,0,0,0
15,1983,1983-12-10,15,23.207,MIA,,ATL,W 31-24,1,3,3.00,0,0,0,,0,0,0
16,1983,1983-12-16,16,23.213,MIA,,NYJ,W 34-14,5,42,8.40,0,0,0,,0,0,0
17,1984,1984-09-02,1,24.108,MIA,@,WAS,W 35-17,3,17,5.67,0,0,0,,0,0,0
18,1984,1984-09-09,2,24.115,MIA,,NWE,W 28-7,3,47,15.67,0,0,0,,0,0,0
19,1984,1984-09-17,3,24.123,MIA,@,BUF,W 21-17,3,44,14.67,0,0,0,,0,0,0
20,1984,1984-09-23,4,24.129,MIA,,IND,W 44-7,0,0,,0,,,,,,
21,1984,1984-09-30,5,24.136,MIA,@,STL,W 36-28,2,40,20.00,0,0,0,,0,0,0
22,1984,1984-10-07,6,24.143,MIA,@,PIT,W 31-7,0,0,,0,,,,,,
23,1984,1984-10-14,7,24.150,MIA,,HOU,W 28-10,2,19,9.50,0,0,0,,0,0,0
24,1984,1984-10-21,8,24.157,MIA,@,NWE,W 44-24,5,73,14.60,1,0,0,,0,1,6
25,1984,1984-10-28,9,24.164,MIA,,BUF,W 38-7,2,10,5.00,1,0,0,,0,1,6
26,1984,1984-11-04,10,24.171,MIA,@,NYJ,W 31-17,2,27,13.50,0,0,0,,0,0,0
27,1984,1984-11-11,11,24.178,MIA,,PHI,W 24-23,2,16,8.00,0,0,0,,0,0,0
28,1984,1984-11-18,12,24.185,MIA,@,SDG,L 28-34,3,30,10.00,0,0,0,,0,0,0
29,1984,1984-11-26,13,24.193,MIA,,NYJ,W 28-17,2,22,11.00,1,0,0,,0,1,6
30,1984,1984-12-02,14,24.199,MIA,,RAI,L 34-45,4,39,9.75,0,0,0,,0,0,0
31,1984,1984-12-09,15,24.206,MIA,@,IND,W 35-17,1,42,42.00,0,0,0,,0,0,0
32,1984,1984-12-17,16,24.214,MIA,,DAL,W 28-21,0,0,,0,,,,,,
33,1985,1985-10-06,5,25.142,MIA,,PIT,W 24-20,3,19,6.33,1,0,0,,0,1,6
34,1985,1985-10-14,6,25.150,MIA,@,NYJ,L 7-23,1,6,6.00,0,0,0,,0,0,0
35,1985,1985-10-20,7,25.156,MIA,,TAM,W 41-38,0,0,,0,,,,,,
36,1985,1985-10-27,8,25.163,MIA,@,DET,L 21-31,0,0,,0,,,,,,
37,1985,1985-11-03,9,25.170,MIA,@,NWE,L 13-17,2,22,11.00,0,0,0,,0,0,0
38,1985,1985-11-10,10,25.177,MIA,,NYJ,W 21-17,2,33,16.50,0,0,0,,0,0,0
39,1985,1985-11-17,11,25.184,MIA,@,IND,W 34-20,1,23,23.00,0,0,0,,0,0,0
40,1985,1985-11-24,12,25.191,MIA,@,BUF,W 23-14,1,15,15.00,1,0,0,,0,1,6
41,1985,1985-12-02,13,25.199,MIA,,CHI,W 38-24,0,0,,0,,,,,,
42,1985,1985-12-08,14,25.205,MIA,@,GNB,W 34-24,2,65,32.50,1,0,0,,0,1,6
43,1985,1985-12-16,15,25.213,MIA,,NWE,W 30-27,1,9,9.00,0,0,0,,0,0,0
44,1985,1985-12-22,16,25.219,MIA,,BUF,W 28-0,0,0,,0,,,,,,
45,1986,1986-09-07,1,26.113,MIA,@,SDG,L 28-50,1,14,14.00,0,0,0,,0,0,0
46,1986,1986-09-14,2,26.120,MIA,,IND,W 30-10,1,6,6.00,0,0,0,,0,0,0
47,1986,1986-09-21,3,26.127,MIA,@,NYJ,L 45-51,2,12,6.00,1,0,0,,0,1,6
48,1986,1986-09-28,4,26.134,MIA,,SFO,L 16-31,0,0,,0,0,0,,0,,
49,1986,1986-10-05,5,26.141,MIA,@,NWE,L 7-34,0,0,,0,0,0,,0,,
50,1986,1986-10-12,6,26.148,MIA,,BUF,W 27-14,3,34,11.33,0,0,0,,0,0,0
51,1986,1986-10-19,7,26.155,MIA,,RAI,L 28-30,1,5,5.00,1,0,0,,0,1,6
52,1986,1986-10-26,8,26.162,MIA,@,IND,W 17-13,0,0,,0,0,0,,0,,
53,1986,1986-11-10,10,26.177,MIA,@,CLE,L 16-26,1,11,11.00,0,0,0,,0,0,0
54,1986,1986-11-16,11,26.183,MIA,@,BUF,W 34-24,2,11,5.50,1,1,0,0.00,0,1,6
55,1986,1986-11-24,12,26.191,MIA,,NYJ,W 45-3,3,33,11.00,0,0,0,,0,0,0
56,1986,1986-11-30,13,26.197,MIA,,ATL,L 14-20,1,12,12.00,0,0,0,,0,0,0
57,1986,1986-12-07,14,26.204,MIA,@,NOR,W 31-27,1,13,13.00,1,0,0,,0,1,6
58,1986,1986-12-14,15,26.211,MIA,@,RAM,W 37-31,1,4,4.00,0,0,0,,0,0,0
59,1986,1986-12-22,16,26.219,MIA,,NWE,L 27-34,2,15,7.50,0,0,0,,0,0,0
60,1987,1987-11-15,9,27.182,MIA,,IND,L 21-40,1,4,4.00,1,1,10,10.00,0,1,6
61,1987,1987-11-22,10,27.189,MIA,@,DAL,W 20-14,1,7,7.00,0,0,0,,0,0,0
62,1987,1987-11-29,11,27.196,MIA,@,BUF,L 0-27,0,0,,0,1,3,3.00,0,0,0
63,1987,1987-12-07,12,27.204,MIA,,NYJ,W 37-28,2,24,12.00,1,0,0,,0,1,6
64,1987,1987-12-13,13,27.210,MIA,@,PHI,W 28-10,0,0,,0,0,0,,0,,
65,1987,1987-12-20,14,27.217,MIA,,WAS,W 23-21,0,0,,0,0,0,,0,,
66,1987,1987-12-28,15,27.225,MIA,,NWE,L 10-24,0,0,,0,0,0,,0,,
