ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,22.231,SDG,@,KAN,W 30-16,,,,,,,
2,1976,1976-09-19,2,22.238,SDG,@,TAM,W 23-0,,,,,,,
3,1976,1976-09-26,3,22.245,SDG,,STL,W 43-24,,,,,,,
4,1976,1976-10-03,4,22.252,SDG,@,DEN,L 0-26,,,,,,,
5,1976,1976-10-10,5,22.259,SDG,,OAK,L 17-27,,,,,,,
6,1976,1976-10-17,6,22.266,SDG,,HOU,W 30-27,1,16,16.00,0,0,0,0
7,1976,1976-10-24,7,22.273,SDG,@,CLE,L 17-21,,,,,,,
8,1976,1976-10-31,8,22.280,SDG,@,PIT,L 0-23,,,,,,,
9,1976,1976-11-07,9,22.287,SDG,,BAL,L 21-37,,,,,,,
10,1976,1976-11-14,10,22.294,SDG,,DEN,L 0-17,,,,,,,
11,1976,1976-11-21,11,22.301,SDG,@,BUF,W 34-13,,,,,,,
12,1976,1976-11-28,12,22.308,SDG,,KAN,L 20-23,,,,,,,
13,1976,1976-12-05,13,22.315,SDG,,SFO,W 13-7,,,,,,,
14,1976,1976-12-12,14,22.322,SDG,@,OAK,L 0-24,,,,,,,
15,1977,1977-09-18,1,23.236,SDG,@,OAK,L 0-24,,,,,,,
16,1977,1977-09-25,2,23.243,SDG,@,KAN,W 23-7,,,,,,,
17,1977,1977-10-02,3,23.250,SDG,,CIN,W 24-3,,,,,,,
18,1977,1977-10-09,4,23.257,SDG,@,NOR,W 14-0,,,,,,,
19,1977,1977-11-06,8,23.285,SDG,@,DET,L 0-20,,,,,,,
20,1977,1977-11-13,9,23.292,SDG,,DEN,L 14-17,,,,,,,
21,1977,1977-11-20,10,23.299,SDG,,OAK,W 12-7,,,,,,,
22,1977,1977-11-27,11,23.306,SDG,@,SEA,W 30-28,,,,,,,
23,1977,1977-12-04,12,23.313,SDG,,CLE,W 37-14,,,,,,,
24,1977,1977-12-11,13,23.320,SDG,@,DEN,L 9-17,,,,,,,
25,1977,1977-12-18,14,23.327,SDG,,PIT,L 9-10,,,,,,,
26,1978,1978-09-03,1,24.221,SDG,@,SEA,W 24-20,1,15,15.00,0,0,0,0
27,1978,1978-09-10,2,24.228,SDG,,OAK,L 20-21,,,,,,,
28,1978,1978-09-17,3,24.235,SDG,@,DEN,L 14-27,,,,,,,
29,1978,1978-09-24,4,24.242,SDG,,GNB,L 3-24,,,,,,,
30,1978,1978-10-01,5,24.249,SDG,@,NWE,L 23-28,,,,,,,
31,1978,1978-10-08,6,24.256,SDG,,DEN,W 23-0,,,,,,,
32,1978,1978-10-15,7,24.263,SDG,,MIA,L 21-28,,,,,,,
33,1978,1978-10-22,8,24.270,SDG,@,DET,L 14-31,,,,,,,
