ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2003,2003-10-13,5,23.076,STL,,ATL,W 36-0,
2,2003,2003-11-09,9,23.103,STL,,BAL,W 33-22,
3,2003,2003-11-16,10,23.110,STL,@,CHI,W 23-21,
4,2003,2003-11-23,11,23.117,STL,@,ARI,W 30-27,
5,2003,2003-11-30,12,23.124,STL,,MIN,W 48-17,
6,2003,2003-12-08,13,23.132,STL,@,CLE,W 26-20,
7,2003,2003-12-14,14,23.138,STL,,SEA,W 27-22,
8,2003,2003-12-21,15,23.145,STL,,CIN,W 27-10,
9,2003,2003-12-28,16,23.152,STL,@,DET,L 20-30,
10,2004,2004-09-12,1,24.045,STL,,ARI,W 17-10,
11,2004,2004-09-19,2,24.052,STL,@,ATL,L 17-34,
12,2004,2004-09-26,3,24.059,STL,,NOR,L 25-28,
13,2004,2004-10-03,4,24.066,STL,@,SFO,W 24-14,*
14,2004,2004-10-24,7,24.087,STL,@,MIA,L 14-31,
15,2004,2004-11-07,8,24.101,STL,,NWE,L 22-40,
16,2004,2004-11-14,9,24.108,STL,,SEA,W 23-12,
17,2004,2004-11-21,10,24.115,STL,@,BUF,L 17-37,
18,2004,2004-11-29,11,24.123,STL,@,GNB,L 17-45,
19,2004,2004-12-05,12,24.129,STL,,SFO,W 16-6,
20,2004,2004-12-12,13,24.136,STL,@,CAR,L 7-20,
21,2004,2004-12-19,14,24.143,STL,@,ARI,L 7-31,
22,2004,2004-12-27,15,24.151,STL,,PHI,W 20-7,
23,2004,2005-01-02,16,24.157,STL,,NYJ,W 32-29,
24,2006,2006-09-17,2,26.050,HOU,@,IND,L 24-43,
