ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2011,2011-10-30,7,22.045,CLE,@,SFO,L 10-20,,,,,,,,
2,2011,2011-11-06,8,22.052,CLE,@,HOU,L 12-30,,,,,,,,
3,2011,2011-11-13,9,22.059,CLE,,STL,L 12-13,,,,,,,,
4,2011,2011-11-20,10,22.066,CLE,,JAX,W 14-10,,,,,,,,
5,2011,2011-11-27,11,22.073,CLE,@,CIN,L 20-23,,0,0,,0,0.0,2,0
6,2011,2011-12-04,12,22.080,CLE,,BAL,L 10-24,,0,0,,0,0.0,2,0
7,2011,2011-12-08,13,22.084,CLE,@,PIT,L 3-14,,,,,,,,
8,2011,2011-12-18,14,22.094,CLE,@,ARI,L 17-20,,0,0,,0,0.0,3,0
9,2011,2011-12-24,15,22.100,CLE,@,BAL,L 14-20,,,,,,,,
10,2011,2012-01-01,16,22.108,CLE,,PIT,L 9-13,,0,0,,0,0.0,2,1
11,2012,2012-09-09,1,22.360,CLE,,PHI,L 16-17,*,0,0,,0,0.0,1,1
12,2012,2012-09-16,2,23.001,CLE,@,CIN,L 27-34,*,0,0,,0,0.0,3,1
13,2012,2012-10-07,5,23.022,CLE,@,NYG,L 27-41,,,,,,,,
14,2012,2012-10-14,6,23.029,CLE,,CIN,W 34-24,,,,,,,,
15,2012,2012-10-21,7,23.036,CLE,@,IND,L 13-17,,,,,,,,
16,2012,2012-10-28,8,23.043,CLE,,SDG,W 7-6,,,,,,,,
17,2012,2012-11-04,9,23.050,CLE,,BAL,L 15-25,,,,,,,,
18,2012,2012-11-18,10,23.064,CLE,@,DAL,L 20-23,,1,3,3.00,0,0.0,3,0
19,2012,2012-11-25,11,23.071,CLE,,PIT,W 20-14,,1,5,5.00,0,0.0,1,0
20,2012,2012-12-02,12,23.078,CLE,@,OAK,W 20-17,,0,0,,0,0.0,7,0
21,2012,2012-12-23,15,23.099,CLE,@,DEN,L 12-34,*,0,0,,0,0.0,1,0
22,2012,2012-12-30,16,23.106,CLE,@,PIT,L 10-24,*,0,0,,0,0.0,4,0
