ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
15,2014,2014-09-07,1,22.150,BUF,@,CHI,W 23-20,*,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2014,2014-09-14,2,22.157,BUF,,MIA,W 29-10,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2014,2014-09-21,3,22.164,BUF,,SDG,L 10-22,*,8,3,19,6.33,0,37.5%,2.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2014,2014-09-28,4,22.171,BUF,@,HOU,L 17-23,*,12,3,17,5.67,0,25.0%,1.42,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
19,2014,2014-10-05,5,22.178,BUF,@,DET,W 17-14,*,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2014,2014-10-12,6,22.185,BUF,,NWE,L 22-37,*,10,7,78,11.14,1,70.0%,7.80,0,0,,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0
21,2014,2014-10-19,7,22.192,BUF,,MIN,W 17-16,*,5,4,10,2.50,0,80.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2014,2014-10-26,8,22.199,BUF,@,NYJ,W 43-23,*,3,3,50,16.67,1,100.0%,16.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,1
23,2014,2014-11-09,9,22.213,BUF,,KAN,L 13-17,*,8,6,52,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
24,2014,2014-11-13,10,22.217,BUF,@,MIA,L 9-22,*,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
25,2014,2014-11-24,11,22.228,BUF,,NYJ,W 38-3,*,11,9,118,13.11,1,81.8%,10.73,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,1,0
26,2014,2014-11-30,12,22.234,BUF,,CLE,W 26-10,*,7,4,71,17.75,0,57.1%,10.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2014,2014-12-07,13,22.241,BUF,@,DEN,L 17-24,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2014,2014-12-14,14,22.248,BUF,,GNB,W 21-13,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2014,2014-12-21,15,22.255,BUF,@,OAK,L 24-26,*,9,7,52,7.43,1,77.8%,5.78,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
30,2014,2014-12-28,16,22.262,BUF,@,NWE,W 17-9,,4,4,39,9.75,1,100.0%,9.75,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
31,2015,2015-09-13,1,23.156,BUF,,IND,W 27-14,,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
32,2015,2015-09-20,2,23.163,BUF,,NWE,L 32-40,,3,3,60,20.00,1,100.0%,20.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
33,2015,2015-09-27,3,23.170,BUF,@,MIA,W 41-14,,5,4,38,9.50,0,80.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2015,2015-10-04,4,23.177,BUF,,NYG,L 10-24,,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2015,2015-10-11,5,23.184,BUF,@,TEN,W 14-13,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2015,2015-10-18,6,23.191,BUF,,CIN,L 21-34,*,6,4,47,11.75,0,66.7%,7.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2015,2015-10-25,7,23.198,BUF,@,JAX,L 31-34,*,13,9,84,9.33,1,69.2%,6.46,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
38,2015,2015-11-08,8,23.212,BUF,,MIA,W 33-17,*,1,0,0,,0,0.0%,0.00,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2015,2015-11-12,9,23.216,BUF,@,NYJ,W 22-17,*,7,3,19,6.33,0,42.9%,2.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2015,2015-11-23,10,23.227,BUF,@,NWE,L 13-20,*,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2015,2015-11-29,11,23.233,BUF,@,KAN,L 22-30,*,9,3,25,8.33,0,33.3%,2.78,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2015,2015-12-06,12,23.240,BUF,,HOU,W 30-21,*,5,2,19,9.50,1,40.0%,3.80,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
43,2015,2015-12-13,13,23.247,BUF,@,PHI,L 20-23,,7,5,106,21.20,0,71.4%,15.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2015,2015-12-20,14,23.254,BUF,@,WAS,L 25-35,*,6,4,44,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2016,2016-09-11,1,24.154,BUF,@,BAL,L 7-13,*,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2016,2016-09-15,2,24.158,BUF,,NYJ,L 31-37,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2016,2016-09-25,3,24.168,BUF,,ARI,W 33-18,*,8,6,51,8.50,0,75.0%,6.38,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2016,2016-10-02,4,24.175,BUF,@,NWE,W 16-0,*,10,7,89,12.71,0,70.0%,8.90,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2016,2016-10-09,5,24.182,BUF,@,LAR,W 30-19,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2016,2016-10-16,6,24.189,BUF,,SFO,W 45-16,*,6,5,44,8.80,1,83.3%,7.33,1,6,6.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
51,2016,2016-10-30,8,24.203,BUF,,NWE,L 25-41,,7,4,50,12.50,0,57.1%,7.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2016,2016-11-07,9,24.211,BUF,@,SEA,L 25-31,*,13,10,162,16.20,0,76.9%,12.46,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2016,2016-11-20,10,24.224,BUF,@,CIN,W 16-12,*,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2016,2016-12-11,13,24.245,BUF,,PIT,L 20-27,,3,1,29,29.00,0,33.3%,9.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2016,2016-12-18,14,24.252,BUF,,CLE,W 33-13,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2016,2016-12-24,15,24.258,BUF,,MIA,L 31-34,*,6,3,43,14.33,0,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2016,2017-01-01,16,24.266,BUF,@,NYJ,L 10-30,*,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2017,2017-09-10,1,25.153,LAR,,IND,W 46-9,*,5,3,53,17.67,0,60.0%,10.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2017,2017-09-17,2,25.160,LAR,,WAS,L 20-27,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2017,2017-09-21,3,25.164,LAR,@,SFO,W 41-39,*,7,6,108,18.00,0,85.7%,15.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2017,2017-10-01,4,25.174,LAR,@,DAL,W 35-30,*,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2017,2017-10-08,5,25.181,LAR,,SEA,L 10-16,*,8,5,66,13.20,0,62.5%,8.25,1,8,8.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2017,2017-10-15,6,25.188,LAR,@,JAX,W 27-17,*,7,5,70,14.00,0,71.4%,10.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2017,2017-10-22,7,25.195,LAR,,ARI,W 33-0,*,7,5,59,11.80,0,71.4%,8.43,1,4,4.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
65,2017,2017-11-05,8,25.209,LAR,@,NYG,W 51-17,*,5,4,70,17.50,2,80.0%,14.00,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
66,2017,2017-11-12,9,25.216,LAR,,HOU,W 33-7,,10,8,171,21.38,2,80.0%,17.10,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
67,2017,2017-11-19,10,25.223,LAR,@,MIN,L 7-24,*,11,8,81,10.13,0,72.7%,7.36,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2017,2017-12-17,14,25.251,LAR,@,SEA,W 42-7,*,7,6,45,7.50,1,85.7%,6.43,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
69,2017,2017-12-24,15,25.258,LAR,@,TEN,W 27-23,*,8,3,33,11.00,0,37.5%,4.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2018,2018-09-10,1,26.153,LAR,@,OAK,W 33-13,*,9,3,37,12.33,0,33.3%,4.11,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
71,2018,2018-09-16,2,26.159,LAR,,ARI,W 34-0,*,9,6,81,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
72,2018,2018-09-23,3,26.166,LAR,,LAC,W 35-23,*,11,10,104,10.40,2,90.9%,9.45,3,13,4.33,0,0,0,,0,0,0,,0,,2,12,0.0,0,0
73,2018,2018-09-27,4,26.170,LAR,,MIN,W 38-31,*,5,5,101,20.20,1,100.0%,20.20,0,0,,0,1,0,0.00,0,0,0,,0,,1,6,0.0,0,0
