ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1995,1995-09-10,2,22.069,ATL,@,SFO,L 10-41,,,,,,,
2,1995,1995-09-17,3,22.076,ATL,@,NOR,W 27-24,,,,,,,
3,1995,1995-09-24,4,22.083,ATL,,NYJ,W 13-3,,,,,,,
4,1995,1995-11-05,9,22.125,ATL,,DET,W 34-22,,,,,,,
5,1995,1995-11-12,10,22.132,ATL,@,BUF,L 17-23,,,,,,,
6,1995,1995-11-19,11,22.139,ATL,,STL,W 31-6,,,,,,,
7,1995,1995-11-26,12,22.146,ATL,@,ARI,L 37-40,,,,,,,
8,1995,1995-12-03,13,22.153,ATL,@,MIA,L 20-21,,,,,,,
9,1995,1995-12-10,14,22.160,ATL,,NOR,W 19-14,,,,,,,
10,1995,1995-12-17,15,22.167,ATL,@,CAR,L 17-21,,0,0,0.0,1,0,0
11,1995,1995-12-24,16,22.174,ATL,,SFO,W 28-27,,,,,,,
12,1996,1996-09-01,1,23.060,ATL,@,CAR,L 6-29,,,,,,,
13,1996,1996-09-08,2,23.067,ATL,,MIN,L 17-23,,,,,,,
14,1996,1996-09-22,3,23.081,ATL,,PHI,L 18-33,,,,,,,
15,1996,1996-09-29,4,23.088,ATL,@,SFO,L 17-39,,,,,,,
16,1996,1996-10-06,5,23.095,ATL,@,DET,L 24-28,,,,,,,
17,1996,1996-10-13,6,23.102,ATL,,HOU,L 13-23,,,,,,,
18,1996,1996-10-20,7,23.109,ATL,@,DAL,L 28-32,,,,,,,
19,1996,1996-10-27,8,23.116,ATL,,PIT,L 17-20,,,,,,,
20,1996,1996-11-03,9,23.123,ATL,,CAR,W 20-17,,,,,,,
21,1996,1996-11-10,10,23.130,ATL,@,STL,L 16-59,,,,,,,
22,1996,1996-11-17,11,23.137,ATL,,NOR,W 17-15,,,,,,,
23,1996,1996-11-24,12,23.144,ATL,@,CIN,L 31-41,,,,,,,
24,1996,1996-12-02,13,23.152,ATL,,SFO,L 10-34,,,,,,,
25,1996,1996-12-08,14,23.158,ATL,@,NOR,W 31-15,,0,0,0.0,1,2,0
26,1996,1996-12-15,15,23.165,ATL,,STL,L 27-34,,,,,,,
27,1996,1996-12-22,16,23.172,ATL,@,JAX,L 17-19,,,,,,,
28,1997,1997-08-31,1,24.059,ATL,@,DET,L 17-28,,,,,,,
29,1997,1997-09-07,2,24.066,ATL,,CAR,L 6-9,,,,,,,
