ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-09-30,2,23.048,TAM,@,MIN,L 16-20,,5,126,25.20,0,0,0,,0,0,0,0.0,,,0,0,0
2,2001,2001-10-07,3,23.055,TAM,,GNB,W 14-10,,3,78,26.00,0,0,0,,0,0,0,0.0,,,0,0,0
3,2001,2001-10-14,4,23.062,TAM,@,TEN,L 28-31,,3,82,27.33,0,0,0,,0,0,0,0.0,,,0,0,0
4,2001,2001-10-21,5,23.069,TAM,,PIT,L 10-17,,3,56,18.67,0,0,0,,0,0,0,0.0,,,0,0,0
5,2001,2001-10-28,6,23.076,TAM,,MIN,W 41-14,,2,13,6.50,0,0,0,,0,0,0,0.0,,,0,0,0
6,2001,2001-11-04,7,23.083,TAM,@,GNB,L 20-21,,,,,,,,,,,,,,,,,
7,2001,2001-11-11,8,23.090,TAM,@,DET,W 20-17,,,,,,,,,,,,,,,,,
8,2001,2001-11-18,9,23.097,TAM,,CHI,L 24-27,,,,,,,,,,,,,,,,,
9,2001,2001-11-26,10,23.105,TAM,@,STL,W 24-17,,,,,,,,,,,,,,,,,
10,2001,2001-12-02,11,23.111,TAM,@,CIN,W 16-13,,,,,,,,,,,,,,,,,
11,2001,2001-12-09,12,23.118,TAM,,DET,W 15-12,,,,,,,,,,,,,,,,,
12,2001,2001-12-16,13,23.125,TAM,@,CHI,L 3-27,,,,,,,,,,,,,,,,,
13,2001,2001-12-23,14,23.132,TAM,,NOR,W 48-21,,,,,,,,,,,,,,,,,
14,2001,2001-12-29,15,23.138,TAM,,BAL,W 22-10,,,,,,,,,,,,,,,,,
15,2001,2002-01-06,16,23.146,TAM,,PHI,L 13-17,,,,,,,,,,,,,,,,,
16,2002,2002-09-08,1,24.026,TAM,,NOR,L 20-26,*,1,25,25.00,0,0,0,,0,0,0,0.0,,,0,0,0
17,2002,2002-09-15,2,24.033,TAM,@,BAL,W 25-0,,,,,,,,,,,,,,,,,
18,2002,2002-09-23,3,24.041,TAM,,STL,W 26-14,,,,,,,,,,,,,,,,,
19,2002,2002-09-29,4,24.047,TAM,@,CIN,W 35-7,,,,,,,,,,,,,,,,,
20,2002,2002-10-06,5,24.054,TAM,@,ATL,W 20-6,,0,0,,0,0,0,,0,0,0,0.0,,,2,35,0
21,2002,2002-10-13,6,24.061,TAM,,CLE,W 17-3,,,,,,,,,,,,,,,,,
22,2002,2002-10-20,7,24.068,TAM,@,PHI,L 10-20,,1,23,23.00,0,0,0,,0,0,0,0.0,,,0,0,0
23,2002,2002-10-27,8,24.075,TAM,@,CAR,W 12-9,,,,,,,,,,,,,,,,,
24,2002,2002-11-03,9,24.082,TAM,,MIN,W 38-24,,1,23,23.00,0,0,0,,0,0,0,0.0,,,0,0,0
25,2002,2002-11-17,10,24.096,TAM,,CAR,W 23-10,,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
26,2002,2002-11-24,11,24.103,TAM,,GNB,W 21-7,*,,,,,,,,,,,,,,,,
27,2002,2002-12-01,12,24.110,TAM,@,NOR,L 20-23,,1,22,22.00,0,0,0,,0,0,0,0.0,,,0,0,0
28,2002,2002-12-08,13,24.117,TAM,,ATL,W 34-10,,,,,,,,,,,,,,,,,
29,2002,2002-12-15,14,24.124,TAM,@,DET,W 23-20,,,,,,,,,,,,,,,,,
30,2002,2002-12-23,15,24.132,TAM,,PIT,L 7-17,,,,,,,,,,,,,,,,,
31,2002,2002-12-29,16,24.138,TAM,@,CHI,W 15-0,,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
32,2003,2003-09-08,1,25.026,TAM,@,PHI,W 17-0,*,,,,,,,,,,,,,,,,
33,2003,2003-09-14,2,25.032,TAM,,CAR,L 9-12,*,,,,,,,,,,,,,,,,
34,2003,2003-09-21,3,25.039,TAM,@,ATL,W 31-10,*,0,0,,0,0,0,,0,0,0,0.0,,,2,3,0
35,2003,2003-10-06,4,25.054,TAM,,IND,L 35-38,*,,,,,,,,,,,,,,,,
36,2003,2003-10-12,5,25.060,TAM,@,WAS,W 35-13,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
37,2003,2003-10-19,6,25.067,TAM,@,SFO,L 7-24,*,,,,,,,,,,,,,,,,
38,2003,2003-10-26,7,25.074,TAM,,DAL,W 16-0,*,,,,,,,,,,,,,,,,
39,2003,2003-11-02,8,25.081,TAM,,NOR,L 14-17,*,,,,,,,,,,,,,,,,
40,2003,2003-11-09,9,25.088,TAM,@,CAR,L 24-27,*,,,,,,,,,,,,,,,,
41,2003,2003-11-16,10,25.095,TAM,,GNB,L 13-20,*,,,,,,,,,,,,,,,,
42,2003,2003-11-24,11,25.103,TAM,,NYG,W 19-13,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
43,2003,2003-11-30,12,25.109,TAM,@,JAX,L 10-17,*,,,,,,,,,,,,,,,,
44,2003,2003-12-07,13,25.116,TAM,@,NOR,W 14-7,*,,,,,,,,,,,,,,,,
45,2003,2003-12-14,14,25.123,TAM,,HOU,W 16-3,*,,,,,,,,,,,,,,,,
46,2003,2003-12-20,15,25.129,TAM,,ATL,L 28-30,*,,,,,,,,,,,,,,,,
47,2003,2003-12-28,16,25.137,TAM,@,TEN,L 13-33,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
48,2004,2004-09-12,1,26.030,TAM,@,WAS,L 10-16,*,,,,,,,,,,,,,,,,
49,2004,2004-09-19,2,26.037,TAM,,SEA,L 6-10,*,,,,,,,,,,,,,,,,
50,2004,2004-09-26,3,26.044,TAM,@,OAK,L 20-30,*,,,,,,,,,,,,,,,,
51,2004,2004-10-03,4,26.051,TAM,,DEN,L 13-16,*,,,,,,,,,,,,,,,,
52,2004,2004-10-10,5,26.058,TAM,@,NOR,W 20-17,*,,,,,,,,,,,,,,,,
53,2004,2004-10-18,6,26.066,TAM,@,STL,L 21-28,*,,,,,,,,,,,,,,,,
54,2004,2004-10-24,7,26.072,TAM,,CHI,W 19-7,*,,,,,,,,,,,,,,,,
55,2004,2004-11-07,8,26.086,TAM,,KAN,W 34-31,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
56,2004,2004-11-14,9,26.093,TAM,@,ATL,L 14-24,*,,,,,,,,,,,,,,,,
57,2004,2004-11-21,10,26.100,TAM,,SFO,W 35-3,*,,,,,,,,,,,,,,,,
58,2004,2004-11-28,11,26.107,TAM,@,CAR,L 14-21,*,,,,,,,,,,,,,,,,
59,2004,2004-12-05,12,26.114,TAM,,ATL,W 27-0,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
60,2004,2004-12-12,13,26.121,TAM,@,SDG,L 24-31,*,,,,,,,,,,,,,,,,
61,2004,2004-12-19,14,26.128,TAM,,NOR,L 17-21,*,,,,,,,,,,,,,,,,
62,2004,2004-12-26,15,26.135,TAM,,CAR,L 20-37,*,,,,,,,,,,,,,,,,
63,2004,2005-01-02,16,26.142,TAM,@,ARI,L 7-12,*,0,0,,0,0,0,,0,0,0,0.0,,,1,13,0
64,2005,2005-09-11,1,27.029,NOR,@,CAR,W 23-20,*,,,,,,,,,,,,,,,,
65,2005,2005-09-19,2,27.037,NOR,,NYG,L 10-27,*,,,,,,,,,,,,,,,,
66,2005,2005-09-25,3,27.043,NOR,@,MIN,L 16-33,*,,,,,,,,,,,,,,,,
67,2005,2005-10-02,4,27.050,NOR,,BUF,W 19-7,*,,,,,,,,,,,,,,,,
68,2005,2005-10-09,5,27.057,NOR,@,GNB,L 3-52,*,,,,,,,,,,,,,,,,
69,2005,2005-10-16,6,27.064,NOR,,ATL,L 31-34,*,,,,,,,,,,,,,,,,
70,2005,2005-10-30,8,27.078,NOR,,MIA,L 6-21,*,0,0,,0,0,0,,0,0,0,0.0,,,1,28,0
71,2005,2005-11-06,9,27.085,NOR,,CHI,L 17-20,*,0,0,,0,0,0,,0,0,0,1.0,,,1,25,0
72,2005,2005-11-20,10,27.099,NOR,@,NWE,L 17-24,*,,,,,,,,,,,,,,,,
73,2005,2005-11-27,11,27.106,NOR,@,NYJ,W 21-19,*,,,,,,,,,,,,,,,,
74,2005,2005-12-04,12,27.113,NOR,,TAM,L 3-10,*,,,,,,,,,,,,,,,,
75,2005,2005-12-12,13,27.121,NOR,@,ATL,L 17-36,*,,,,,,,,,,,,,,,,
76,2005,2005-12-18,14,27.127,NOR,,CAR,L 10-27,*,,,,,,,,,,,,,,,,
77,2005,2005-12-24,15,27.133,NOR,,DET,L 12-13,*,,,,,,,,,,,,,,,,
78,2005,2006-01-01,16,27.141,NOR,@,TAM,L 13-27,*,,,,,,,,,,,,,,,,
79,2006,2006-09-17,2,28.035,MIN,,CAR,W 16-13,*,,,,,,,,,,,,,,,,
80,2006,2006-09-24,3,28.042,MIN,,CHI,L 16-19,*,0,0,,0,0,0,,0,0,0,0.0,,,1,30,0
81,2006,2006-10-01,4,28.049,MIN,@,BUF,L 12-17,*,,,,,,,,,,,,,,,,
82,2006,2006-10-08,5,28.056,MIN,,DET,W 26-17,*,,,,,,,,,,,,,,,,
83,2006,2006-10-22,6,28.070,MIN,@,SEA,W 31-13,*,,,,,,,,,,,,,,,,
84,2006,2006-10-30,7,28.078,MIN,,NWE,L 7-31,*,,,,,,,,,,,,,,,,
85,2006,2006-11-05,8,28.084,MIN,@,SFO,L 3-9,*,,,,,,,,,,,,,,,,
86,2006,2006-11-12,9,28.091,MIN,,GNB,L 17-23,,,,,,,,,,,,,,,,,
87,2006,2006-11-19,10,28.098,MIN,@,MIA,L 20-24,*,,,,,,,,,,,,,,,,
88,2006,2006-11-26,11,28.105,MIN,,ARI,W 31-26,*,0,0,,0,0,0,,0,0,0,0.0,,,2,4,0
89,2006,2006-12-03,12,28.112,MIN,@,CHI,L 13-23,*,,,,,,,,,,,,,,,,
90,2006,2006-12-10,13,28.119,MIN,@,DET,W 30-20,*,0,0,,0,0,0,,0,0,0,1.0,,,1,47,0
91,2006,2006-12-17,14,28.126,MIN,,NYJ,L 13-26,*,,,,,,,,,,,,,,,,
92,2006,2006-12-21,15,28.130,MIN,@,GNB,L 7-9,*,,,,,,,,,,,,,,,,
93,2006,2006-12-31,16,28.140,MIN,,STL,L 21-41,*,0,0,,0,1,8,8.00,0,0,0,0.0,,,0,0,0
94,2007,2007-09-09,1,29.027,MIN,,ATL,W 24-3,*,,,,,,,,,,,,,,,,
95,2007,2007-09-16,2,29.034,MIN,@,DET,L 17-20,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
96,2007,2007-09-23,3,29.041,MIN,@,KAN,L 10-13,*,,,,,,,,,,,,,,,,
97,2007,2007-09-30,4,29.048,MIN,,GNB,L 16-23,*,,,,,,,,,,,,,,,,
98,2007,2007-10-14,5,29.062,MIN,@,CHI,W 34-31,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
99,2007,2007-11-04,8,29.083,MIN,,SDG,W 35-17,*,,,,,,,,,,,,,,,,
100,2007,2007-11-11,9,29.090,MIN,@,GNB,L 0-34,*,,,,,,,,,,,,,,,,
101,2007,2007-11-18,10,29.097,MIN,,OAK,W 29-22,*,,,,,,,,,,,,,,,,
102,2007,2007-11-25,11,29.104,MIN,@,NYG,W 41-17,*,0,0,,0,0,0,,0,1,6,0.0,,,2,112,1
103,2007,2007-12-02,12,29.111,MIN,,DET,W 42-10,,,,,,,,,,,,,,,,,
104,2007,2007-12-09,13,29.118,MIN,@,SFO,W 27-7,*,,,,,,,,,,,,,,,,
105,2007,2007-12-17,14,29.126,MIN,,CHI,W 20-13,*,,,,,,,,,,,,,,,,
106,2007,2007-12-23,15,29.132,MIN,,WAS,L 21-32,*,,,,,,,,,,,,,,,,
107,2007,2007-12-30,16,29.139,MIN,@,DEN,L 19-22,*,,,,,,,,,,,,,,,,
108,2008,2008-09-07,1,30.025,DET,@,ATL,L 21-34,*,0,0,,0,0,0,,0,0,0,0.0,6,2,0,0,0
109,2008,2008-09-14,2,30.032,DET,,GNB,L 25-48,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
110,2008,2008-09-21,3,30.039,DET,@,SFO,L 13-31,*,0,0,,0,0,0,,0,0,0,0.0,3,2,0,0,0
111,2008,2008-10-05,4,30.053,DET,,CHI,L 7-34,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
112,2008,2008-10-12,5,30.060,DET,@,MIN,L 10-12,*,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
113,2008,2008-10-19,6,30.067,DET,@,HOU,L 21-28,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
114,2008,2008-11-23,11,30.102,DET,,TAM,L 20-38,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
115,2008,2008-11-27,12,30.106,DET,,TEN,L 10-47,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
116,2008,2008-12-07,13,30.116,DET,,MIN,L 16-20,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
117,2008,2008-12-14,14,30.123,DET,@,IND,L 21-31,,,,,,,,,,,,,,,,,
