ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1980,1980-10-26,8,27.100,PHI,,CHI,W 17-14,1,20,20.00,0,0,0
2,1980,1980-11-16,11,27.121,PHI,@,WAS,W 24-0,3,46,15.33,0,0,0
3,1980,1980-11-30,13,27.135,PHI,@,SDG,L 21-22,1,14,14.00,0,0,0
4,1980,1980-12-21,16,27.156,PHI,@,DAL,L 27-35,4,68,17.00,1,1,6
5,1981,1981-09-06,1,28.050,PHI,@,NYG,W 24-10,1,55,55.00,1,1,6
6,1981,1981-09-13,2,28.057,PHI,,NWE,W 13-3,0,0,,0,,
7,1981,1981-09-17,3,28.061,PHI,@,BUF,W 20-14,2,24,12.00,0,0,0
8,1981,1981-09-27,4,28.071,PHI,,WAS,W 36-13,0,0,,0,,
9,1981,1981-10-05,5,28.079,PHI,,ATL,W 16-13,0,0,,0,,
10,1981,1981-10-11,6,28.085,PHI,@,NOR,W 31-14,2,30,15.00,0,0,0
11,1981,1981-10-18,7,28.092,PHI,@,MIN,L 23-35,1,10,10.00,0,0,0
12,1981,1981-10-25,8,28.099,PHI,,TAM,W 20-10,0,0,,0,,
13,1981,1981-11-01,9,28.106,PHI,,DAL,L 14-17,1,16,16.00,0,0,0
14,1981,1981-11-08,10,28.113,PHI,@,STL,W 52-10,1,33,33.00,1,1,6
15,1981,1981-11-15,11,28.120,PHI,,BAL,W 38-13,0,0,,0,,
