ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1993,1993-10-24,6,22.198,IND,@,MIA,L 27-41,,,,,,,
2,1993,1993-10-31,7,22.205,IND,,NWE,W 9-6,,,,,,,
3,1993,1993-11-07,8,22.212,IND,@,WAS,L 24-30,,,,,,,
4,1993,1993-11-14,9,22.219,IND,,NYJ,L 17-31,,,,,,,
5,1993,1993-11-21,10,22.226,IND,@,BUF,L 9-23,,,,,,,
6,1993,1993-11-29,11,22.234,IND,,SDG,L 0-31,,,,,,,
7,1993,1993-12-05,12,22.240,IND,@,NYJ,W 9-6,,,,,,,
8,1993,1993-12-12,13,22.247,IND,@,NYG,L 6-20,,,,,,,
9,1993,1993-12-19,14,22.254,IND,,PHI,L 10-20,,,,,,,
10,1993,1993-12-26,15,22.261,IND,@,NWE,L 0-38,,,,,,,
11,1993,1994-01-02,16,22.268,IND,,BUF,L 10-30,,,,,,,
12,1994,1994-09-04,1,23.148,IND,,HOU,W 45-21,0,0,,0,,,
13,1994,1994-09-11,2,23.155,IND,@,TAM,L 10-24,0,0,,0,,,
14,1994,1994-09-18,3,23.162,IND,@,PIT,L 21-31,0,0,,0,,,
15,1994,1994-09-25,4,23.169,IND,,CLE,L 14-21,0,0,,0,,,
16,1994,1994-10-02,5,23.176,IND,,SEA,W 17-15,0,0,,0,,,
17,1994,1994-10-09,6,23.183,IND,@,NYJ,L 6-16,0,0,,0,,,
18,1994,1994-10-16,7,23.190,IND,@,BUF,W 27-17,0,0,,0,,,
19,1994,1994-10-23,8,23.197,IND,,WAS,L 27-41,0,0,,0,,,
20,1994,1994-10-30,9,23.204,IND,,NYJ,W 28-25,0,0,,0,,,
21,1994,1994-11-06,10,23.211,IND,@,MIA,L 21-22,0,4,,0,,,
22,1994,1994-11-20,11,23.225,IND,@,CIN,W 17-13,0,0,,0,,,
23,1994,1994-11-27,12,23.232,IND,,NWE,L 10-12,0,0,,0,,,
24,1994,1994-12-04,13,23.239,IND,@,SEA,W 31-19,0,0,,0,,,
25,1994,1994-12-11,14,23.246,IND,@,NWE,L 13-28,0,0,,0,,,
26,1994,1994-12-18,15,23.253,IND,,MIA,W 10-6,0,0,,0,,,
27,1994,1994-12-24,16,23.259,IND,,BUF,W 10-9,0,0,,0,,,
28,1995,1995-09-03,1,24.147,IND,,CIN,L 21-24,,,,,,,
29,1995,1995-09-10,2,24.154,IND,@,NYJ,W 27-24,,,,,,,
30,1995,1995-09-17,3,24.161,IND,@,BUF,L 14-20,,,,,,,
31,1995,1995-10-01,4,24.175,IND,,STL,W 21-18,,,,,,,
32,1995,1995-10-08,5,24.182,IND,@,MIA,W 27-24,,,,,,,
33,1995,1995-10-15,6,24.189,IND,,SFO,W 18-17,0,0,,0,1,10,0
34,1995,1995-10-22,7,24.196,IND,@,OAK,L 17-30,,,,,,,
35,1995,1995-10-29,8,24.203,IND,,NYJ,W 17-10,,,,,,,
36,1995,1995-11-05,9,24.210,IND,,BUF,L 10-16,,,,,,,
37,1995,1995-11-12,10,24.217,IND,@,NOR,L 14-17,,,,,,,
38,1995,1995-11-19,11,24.224,IND,@,NWE,W 24-10,,,,,,,
39,1995,1995-11-26,12,24.231,IND,,MIA,W 36-28,,,,,,,
40,1995,1995-12-03,13,24.238,IND,@,CAR,L 10-13,,,,,,,
41,1995,1995-12-10,14,24.245,IND,@,JAX,W 41-31,,,,,,,
42,1995,1995-12-17,15,24.252,IND,,SDG,L 24-27,,,,,,,
43,1995,1995-12-23,16,24.258,IND,,NWE,W 10-7,,,,,,,
44,1996,1996-09-08,2,25.152,IND,@,NYJ,W 21-7,,,,,,,
45,1996,1996-09-15,3,25.159,IND,@,DAL,W 25-24,,,,,,,
46,1996,1996-09-23,4,25.167,IND,,MIA,W 10-6,,,,,,,
47,1996,1996-10-06,5,25.180,IND,@,BUF,L 13-16,,,,,,,
48,1996,1996-10-13,6,25.187,BAL,@,IND,L 21-26,,,,,,,
49,1996,1996-10-20,7,25.194,IND,,NWE,L 9-27,,,,,,,
50,1996,1996-10-27,8,25.201,IND,@,WAS,L 16-31,,,,,,,
51,1996,1996-11-03,9,25.208,IND,,SDG,L 19-26,,,,,,,
52,1996,1996-11-10,10,25.215,IND,@,MIA,L 13-37,,,,,,,
53,1996,1996-11-17,11,25.222,IND,,NYJ,W 34-29,,,,,,,
54,1997,1997-08-31,1,26.144,IND,@,MIA,L 10-16,,,,,,,
55,1997,1997-09-07,2,26.151,IND,,NWE,L 6-31,,,,,,,
56,1997,1997-10-12,6,26.186,IND,@,PIT,L 22-24,,,,,,,
57,1997,1997-10-20,7,26.194,IND,,BUF,L 6-9,,,,,,,
58,1997,1997-10-26,8,26.200,IND,@,SDG,L 19-35,,,,,,,
59,1997,1997-11-02,9,26.207,IND,,TAM,L 28-31,,,,,,,
60,1997,1997-11-09,10,26.214,IND,,CIN,L 13-28,,,,,,,
61,1997,1997-11-16,11,26.221,IND,,GNB,W 41-38,,,,,,,
62,1997,1997-11-23,12,26.228,IND,@,DET,L 10-32,,,,,,,
63,1997,1997-11-30,13,26.235,IND,@,NWE,L 17-20,,,,,,,
64,1997,1997-12-07,14,26.242,IND,@,NYJ,W 22-14,,,,,,,
65,1998,1998-09-27,3,27.171,CAR,,GNB,L 30-37,,,,,,,
66,1998,1998-10-04,4,27.178,CAR,@,ATL,L 23-51,,,,,,,
67,1998,1998-10-11,5,27.185,CAR,@,DAL,L 20-27,,,,,,,
