ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1950,1950-09-24,2,28.132,WAS,@,GNB,L 21-35,4,141,35.25,2,1,0,0.00,0
2,1950,1950-10-01,3,28.139,WAS,,PIT,L 7-26,1,15,15.00,0,0,0,,0
