ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
31,2004,2004-11-01,8,29.156,MIA,@,NYJ,L 14-41,,2,2,100.0,,,,0,2,,,,
32,2005,2005-09-11,1,30.105,TAM,@,MIN,W 24-13,,3,3,100.0,1,1,100.0,0,6,0,0,,0
33,2005,2005-09-18,2,30.112,TAM,,BUF,W 19-3,,2,2,100.0,1,1,100.0,0,5,0,0,,0
34,2005,2005-09-25,3,30.119,TAM,@,GNB,W 17-16,,2,2,100.0,1,1,100.0,0,5,0,0,,0
35,2005,2005-10-02,4,30.126,TAM,,DET,W 17-13,,2,2,100.0,1,2,50.0,0,5,0,0,,0
36,2005,2005-10-09,5,30.133,TAM,@,NYJ,L 12-14,,,,,4,4,100.0,0,12,0,0,,0
37,2005,2005-10-16,6,30.140,TAM,,MIA,W 27-13,,3,3,100.0,2,2,100.0,0,9,0,0,,0
38,2005,2005-10-30,7,30.154,TAM,@,SFO,L 10-15,,1,1,100.0,1,2,50.0,0,4,0,0,,0
39,2005,2005-11-06,8,30.161,TAM,,CAR,L 14-34,,2,2,100.0,,,,0,2,,,,
40,2005,2005-11-13,9,30.168,TAM,,WAS,W 36-35,,4,4,100.0,,,,0,4,,,,
41,2005,2005-11-20,10,30.175,TAM,@,ATL,W 30-27,,3,3,100.0,3,3,100.0,0,12,0,0,,0
42,2005,2005-11-27,11,30.182,TAM,,CHI,L 10-13,,1,1,100.0,1,2,50.0,0,4,0,0,,0
43,2005,2005-12-11,13,30.196,TAM,@,CAR,W 20-10,,2,2,100.0,2,2,100.0,0,8,0,0,,0
44,2005,2005-12-24,15,30.209,TAM,,ATL,W 27-24,,3,3,100.0,2,3,66.7,0,9,0,0,,0
45,2005,2006-01-01,16,30.217,TAM,,NOR,W 27-13,,3,3,100.0,2,2,100.0,0,9,0,0,,0
46,2006,2006-09-10,1,31.104,TAM,,BAL,L 0-27,,,,,,,,,,,,,
47,2006,2006-09-17,2,31.111,TAM,@,ATL,L 3-14,,,,,1,3,33.3,0,3,0,0,,0
48,2006,2006-09-24,3,31.118,TAM,,CAR,L 24-26,,3,3,100.0,1,1,100.0,0,6,0,0,,0
49,2006,2006-10-08,4,31.132,TAM,@,NOR,L 21-24,,3,3,100.0,,,,0,3,,,,
50,2006,2006-10-15,5,31.139,TAM,,CIN,W 14-13,,2,2,100.0,,1,0.0,0,2,0,0,,0
51,2006,2006-10-22,6,31.146,TAM,,PHI,W 23-21,,2,2,100.0,3,3,100.0,0,11,0,0,,0
52,2006,2006-10-29,7,31.153,TAM,@,NYG,L 3-17,,,,,1,1,100.0,0,3,0,0,,0
53,2006,2006-11-05,8,31.160,TAM,,NOR,L 14-31,,2,2,100.0,,,,0,2,,,,
54,2006,2006-11-13,9,31.168,TAM,@,CAR,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
55,2006,2006-11-19,10,31.174,TAM,,WAS,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
56,2006,2006-11-23,11,31.178,TAM,@,DAL,L 10-38,,1,1,100.0,1,1,100.0,0,4,0,0,,0
57,2006,2006-12-03,12,31.188,TAM,@,PIT,L 3-20,,,,,1,1,100.0,0,3,0,0,,0
58,2006,2006-12-10,13,31.195,TAM,,ATL,L 6-17,,,,,2,3,66.7,0,6,0,0,,0
59,2006,2006-12-17,14,31.202,TAM,@,CHI,L 31-34,,4,4,100.0,1,1,100.0,0,7,0,0,,0
60,2006,2006-12-24,15,31.209,TAM,@,CLE,W 22-7,,1,2,50.0,3,3,100.0,0,10,0,0,,0
61,2006,2006-12-31,16,31.216,TAM,,SEA,L 7-23,,1,1,100.0,,1,0.0,0,1,0,0,,0
62,2007,2007-09-09,1,32.103,TAM,@,SEA,L 6-20,,,,,2,2,100.0,0,6,0,0,,0
63,2007,2007-09-16,2,32.110,TAM,,NOR,W 31-14,,4,4,100.0,1,1,100.0,0,7,0,0,,0
64,2007,2007-09-23,3,32.117,TAM,,STL,W 24-3,,3,3,100.0,1,2,50.0,0,6,0,0,,0
65,2007,2007-09-30,4,32.124,TAM,@,CAR,W 20-7,,2,2,100.0,2,2,100.0,0,8,0,0,,0
66,2007,2007-10-07,5,32.131,TAM,@,IND,L 14-33,,2,2,100.0,,,,0,2,,,,
67,2007,2007-10-14,6,32.138,TAM,,TEN,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
68,2007,2007-10-21,7,32.145,TAM,@,DET,L 16-23,,1,1,100.0,1,2,50.0,0,4,0,0,,0
69,2007,2007-10-28,8,32.152,TAM,,JAX,L 23-24,,2,2,100.0,3,3,100.0,0,11,0,0,,0
70,2007,2007-11-04,9,32.159,TAM,,ARI,W 17-10,,2,2,100.0,1,3,33.3,0,5,0,0,,0
71,2007,2007-11-18,10,32.173,TAM,@,ATL,W 31-7,,4,4,100.0,1,1,100.0,0,7,0,0,,0
72,2007,2007-11-25,11,32.180,TAM,,WAS,W 19-13,,1,1,100.0,4,4,100.0,0,13,0,0,,0
73,2007,2007-12-02,12,32.187,TAM,@,NOR,W 27-23,,3,3,100.0,2,3,66.7,0,9,0,0,,0
74,2007,2007-12-09,13,32.194,TAM,@,HOU,L 14-28,,2,2,100.0,,,,0,2,,,,
75,2007,2007-12-16,14,32.201,TAM,,ATL,W 37-3,,4,4,100.0,3,3,100.0,0,13,0,0,,0
76,2007,2007-12-23,15,32.208,TAM,@,SFO,L 19-21,,1,1,100.0,2,2,100.0,0,7,0,0,,0
77,2007,2007-12-30,16,32.215,TAM,,CAR,L 23-31,,2,2,100.0,3,3,100.0,0,11,0,0,,0
78,2008,2008-09-07,1,33.101,TAM,@,NOR,L 20-24,,2,2,100.0,2,2,100.0,0,8,0,0,,0
79,2008,2008-09-14,2,33.108,TAM,,ATL,W 24-9,,3,3,100.0,1,1,100.0,0,6,0,0,,0
80,2008,2008-09-21,3,33.115,TAM,@,CHI,W 27-24,,3,3,100.0,2,2,100.0,0,9,0,0,,0
81,2008,2008-09-28,4,33.122,TAM,,GNB,W 30-21,,3,3,100.0,3,3,100.0,0,12,0,0,,0
82,2008,2008-10-05,5,33.129,TAM,@,DEN,L 13-16,,1,1,100.0,2,2,100.0,0,7,0,0,,0
83,2008,2008-10-12,6,33.136,TAM,,CAR,W 27-3,,3,3,100.0,2,3,66.7,0,9,0,0,,0
84,2008,2008-10-19,7,33.143,TAM,,SEA,W 20-10,,2,2,100.0,2,3,66.7,0,8,0,0,,0
85,2008,2008-10-26,8,33.150,TAM,@,DAL,L 9-13,,,,,3,4,75.0,0,9,0,0,,0
86,2008,2008-11-02,9,33.157,TAM,@,KAN,W 30-27,,1,1,100.0,3,3,100.0,0,10,0,0,,0
87,2008,2008-11-16,10,33.171,TAM,,MIN,W 19-13,,1,1,100.0,4,5,80.0,0,13,0,0,,0
88,2008,2008-11-23,11,33.178,TAM,@,DET,W 38-20,,5,5,100.0,1,1,100.0,0,8,0,0,,0
89,2008,2008-11-30,12,33.185,TAM,,NOR,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
90,2008,2008-12-08,13,33.193,TAM,@,CAR,L 23-38,,2,3,66.7,1,2,50.0,0,5,0,0,,0
91,2008,2008-12-14,14,33.199,TAM,@,ATL,L 10-13,,1,1,100.0,1,2,50.0,0,4,0,0,,0
92,2008,2008-12-21,15,33.206,TAM,,SDG,L 24-41,,3,3,100.0,1,1,100.0,0,6,0,0,,0
93,2008,2008-12-28,16,33.213,TAM,,OAK,L 24-31,,3,3,100.0,1,1,100.0,0,6,0,0,,0
94,2009,2009-12-06,12,34.191,ATL,,PHI,L 7-34,,1,1,100.0,,,,0,1,0,0,,0
95,2009,2009-12-13,13,34.198,ATL,,NOR,L 23-26,,2,2,100.0,3,3,100.0,0,11,0,0,,0
96,2009,2009-12-20,14,34.205,ATL,@,NYJ,W 10-7,,1,1,100.0,1,2,50.0,0,4,0,0,,0
97,2009,2009-12-27,15,34.212,ATL,,BUF,W 31-3,,4,4,100.0,1,2,50.0,0,7,1,36,36.00,0
98,2009,2010-01-03,16,34.219,ATL,@,TAM,W 20-10,,2,2,100.0,2,3,66.7,0,8,0,0,,0
99,2010,2010-09-12,1,35.106,ATL,@,PIT,L 9-15,,,,,3,4,75.0,0,9,0,0,,0
100,2010,2010-09-19,2,35.113,ATL,,ARI,W 41-7,,5,5,100.0,2,2,100.0,0,11,0,0,,0
101,2010,2010-09-26,3,35.120,ATL,@,NOR,W 27-24,,3,3,100.0,2,2,100.0,0,9,0,0,,0
102,2010,2010-10-03,4,35.127,ATL,,SFO,W 16-14,,1,1,100.0,3,3,100.0,0,10,0,0,,0
103,2010,2010-10-10,5,35.134,ATL,@,CLE,W 20-10,,2,2,100.0,2,3,66.7,0,8,0,0,,0
104,2010,2010-10-17,6,35.141,ATL,@,PHI,L 17-31,,2,2,100.0,1,2,50.0,0,5,0,0,,0
105,2010,2010-10-24,7,35.148,ATL,,CIN,W 39-32,,4,4,100.0,1,1,100.0,0,7,0,0,,0
106,2010,2010-11-07,8,35.162,ATL,,TAM,W 27-21,,3,3,100.0,2,2,100.0,0,9,0,0,,0
107,2010,2010-11-11,9,35.166,ATL,,BAL,W 26-21,,2,2,100.0,2,2,100.0,0,8,0,0,,0
108,2010,2010-11-21,10,35.176,ATL,@,STL,W 34-17,,2,2,100.0,4,4,100.0,0,14,0,0,,0
109,2010,2010-11-28,11,35.183,ATL,,GNB,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
110,2010,2010-12-05,12,35.190,ATL,@,TAM,W 28-24,,4,4,100.0,,,,0,4,0,0,,0
111,2010,2010-12-12,13,35.197,ATL,@,CAR,W 31-10,,4,4,100.0,1,1,100.0,0,7,0,0,,0
112,2010,2010-12-19,14,35.204,ATL,@,SEA,W 34-18,,4,4,100.0,2,2,100.0,0,10,0,0,,0
113,2010,2010-12-27,15,35.212,ATL,,NOR,L 14-17,,2,2,100.0,,,,0,2,0,0,,0
114,2010,2011-01-02,16,35.218,ATL,,CAR,W 31-10,,4,4,100.0,1,1,100.0,0,7,0,0,,0
115,2011,2011-09-11,1,36.105,ATL,@,CHI,L 12-30,,,,,2,2,100.0,0,6,0,0,,0
116,2011,2011-09-18,2,36.112,ATL,,PHI,W 35-31,,5,5,100.0,,,,0,5,0,0,,0
117,2011,2011-09-25,3,36.119,ATL,@,TAM,L 13-16,,1,1,100.0,2,2,100.0,0,7,0,0,,0
118,2011,2011-10-02,4,36.126,ATL,@,SEA,W 30-28,,3,3,100.0,3,3,100.0,0,12,0,0,,0
119,2011,2011-10-09,5,36.133,ATL,,GNB,L 14-25,,2,2,100.0,,,,0,2,0,0,,0
120,2011,2011-10-16,6,36.140,ATL,,CAR,W 31-17,,4,4,100.0,1,1,100.0,0,7,0,0,,0
121,2011,2011-10-23,7,36.147,ATL,@,DET,W 23-16,,2,2,100.0,3,3,100.0,0,11,0,0,,0
122,2011,2011-11-06,8,36.161,ATL,@,IND,W 31-7,,4,4,100.0,1,1,100.0,0,7,0,0,,0
123,2011,2011-11-13,9,36.168,ATL,,NOR,L 23-26,,2,2,100.0,3,4,75.0,0,11,0,0,,0
124,2011,2011-11-20,10,36.175,ATL,,TEN,W 23-17,,2,2,100.0,3,3,100.0,0,11,0,0,,0
125,2011,2011-11-27,11,36.182,ATL,,MIN,W 24-14,,3,3,100.0,1,1,100.0,0,6,0,0,,0
126,2011,2011-12-04,12,36.189,ATL,@,HOU,L 10-17,,1,1,100.0,1,1,100.0,0,4,0,0,,0
127,2011,2011-12-11,13,36.196,ATL,@,CAR,W 31-23,,4,4,100.0,1,2,50.0,0,7,0,0,,0
128,2011,2011-12-15,14,36.200,ATL,,JAX,W 41-14,,5,5,100.0,2,2,100.0,0,11,0,0,,0
129,2011,2011-12-26,15,36.211,ATL,@,NOR,L 16-45,,1,1,100.0,3,3,100.0,0,10,0,0,,0
130,2011,2012-01-01,16,36.217,ATL,,TAM,W 45-24,,6,6,100.0,1,1,100.0,0,9,0,0,,0
131,2012,2012-09-09,1,37.103,ATL,@,KAN,W 40-24,,4,4,100.0,4,4,100.0,0,16,0,0,,0
132,2012,2012-09-17,2,37.111,ATL,,DEN,W 27-21,,3,3,100.0,2,2,100.0,0,9,0,0,,0
133,2012,2012-09-23,3,37.117,ATL,@,SDG,W 27-3,,3,3,100.0,,,,0,3,0,0,,0
134,2012,2012-09-30,4,37.124,ATL,,CAR,W 30-28,,3,3,100.0,3,3,100.0,0,12,0,0,,0
135,2012,2012-10-07,5,37.131,ATL,@,WAS,W 24-17,,3,3,100.0,1,1,100.0,0,6,0,0,,0
136,2012,2012-10-14,6,37.138,ATL,,OAK,W 23-20,,2,2,100.0,3,4,75.0,0,11,0,0,,0
137,2012,2012-10-28,7,37.152,ATL,@,PHI,W 30-17,,3,3,100.0,3,3,100.0,0,12,0,0,,0
138,2012,2012-11-04,8,37.159,ATL,,DAL,W 19-13,,1,1,100.0,4,6,66.7,0,13,0,0,,0
139,2012,2012-11-11,9,37.166,ATL,@,NOR,L 27-31,,3,3,100.0,2,2,100.0,0,9,0,0,,0
140,2012,2012-11-18,10,37.173,ATL,,ARI,W 23-19,,2,2,100.0,3,3,100.0,0,11,0,0,,0
141,2012,2012-11-25,11,37.180,ATL,@,TAM,W 24-23,,3,3,100.0,1,3,33.3,0,6,0,0,,0
142,2012,2012-11-29,12,37.184,ATL,,NOR,W 23-13,,2,2,100.0,3,3,100.0,0,11,0,0,,0
143,2012,2012-12-09,13,37.194,ATL,@,CAR,L 20-30,,2,2,100.0,,,,0,2,0,0,,0
144,2012,2012-12-16,14,37.201,ATL,,NYG,W 34-0,,4,4,100.0,2,2,100.0,0,10,0,0,,0
145,2012,2012-12-22,15,37.207,ATL,@,DET,W 31-18,,4,4,100.0,1,1,100.0,0,7,0,0,,0
146,2012,2012-12-30,16,37.215,ATL,,TAM,L 17-22,,2,2,100.0,1,1,100.0,0,5,0,0,,0
147,2013,2013-09-08,1,38.102,ATL,@,NOR,L 17-23,,2,2,100.0,1,1,100.0,0,5,0,0,,0
148,2013,2013-09-15,2,38.109,ATL,,STL,W 31-24,,4,4,100.0,1,1,100.0,0,7,0,0,,0
149,2013,2013-09-22,3,38.116,ATL,@,MIA,L 23-27,,2,2,100.0,3,4,75.0,0,11,0,0,,0
150,2013,2013-09-29,4,38.123,ATL,,NWE,L 23-30,,2,2,100.0,3,3,100.0,0,11,0,0,,0
151,2013,2013-10-07,5,38.131,ATL,,NYJ,L 28-30,,4,4,100.0,,,,0,4,0,0,,0
152,2013,2013-10-20,6,38.144,ATL,,TAM,W 31-23,,4,4,100.0,1,1,100.0,0,7,0,0,,0
153,2013,2013-10-27,7,38.151,ATL,@,ARI,L 13-27,,1,1,100.0,2,2,100.0,0,7,0,0,,0
154,2013,2013-11-03,8,38.158,ATL,@,CAR,L 10-34,,1,1,100.0,1,1,100.0,0,4,0,0,,0
155,2013,2013-11-10,9,38.165,ATL,,SEA,L 10-33,,1,1,100.0,1,1,100.0,0,4,0,0,,0
156,2013,2013-11-17,10,38.172,ATL,@,TAM,L 28-41,,2,2,100.0,2,2,100.0,0,8,0,0,,0
157,2013,2013-11-21,11,38.176,ATL,,NOR,L 13-17,,1,1,100.0,2,3,66.7,0,7,0,0,,0
158,2013,2013-12-01,12,38.186,ATL,@,BUF,W 34-31,,4,4,100.0,2,2,100.0,0,10,0,0,,0
159,2013,2013-12-08,13,38.193,ATL,@,GNB,L 21-22,,3,3,100.0,,1,0.0,0,3,0,0,,0
160,2013,2013-12-15,14,38.200,ATL,,WAS,W 27-26,,3,3,100.0,2,2,100.0,0,9,0,0,,0
161,2013,2013-12-23,15,38.208,ATL,@,SFO,L 24-34,,3,3,100.0,1,1,100.0,0,6,0,0,,0
162,2013,2013-12-29,16,38.214,ATL,,CAR,L 20-21,,2,2,100.0,2,2,100.0,0,8,0,0,,0
163,2014,2014-09-07,1,39.101,ATL,,NOR,W 37-34,,4,4,100.0,3,3,100.0,0,13,0,0,,0
164,2014,2014-09-14,2,39.108,ATL,@,CIN,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
165,2014,2014-09-18,3,39.112,ATL,,TAM,W 56-14,,8,8,100.0,,1,0.0,0,8,0,0,,0
166,2014,2014-09-28,4,39.122,ATL,@,MIN,L 28-41,,4,4,100.0,,,,0,4,0,0,,0
167,2014,2014-10-05,5,39.129,ATL,@,NYG,L 20-30,,2,2,100.0,2,2,100.0,0,8,0,0,,0
168,2014,2014-10-12,6,39.136,ATL,,CHI,L 13-27,,1,1,100.0,2,2,100.0,0,7,0,0,,0
169,2014,2014-10-19,7,39.143,ATL,@,BAL,L 7-29,,1,1,100.0,,1,0.0,0,1,0,0,,0
170,2014,2014-10-26,8,39.150,ATL,,DET,L 21-22,,3,3,100.0,,,,0,3,0,0,,0
171,2014,2014-11-09,9,39.164,ATL,@,TAM,W 27-17,,1,1,100.0,4,4,100.0,0,13,0,0,,0
172,2014,2014-11-16,10,39.171,ATL,@,CAR,W 19-17,,1,1,100.0,4,4,100.0,0,13,0,0,,0
173,2014,2014-11-23,11,39.178,ATL,,CLE,L 24-26,,3,3,100.0,1,1,100.0,0,6,0,0,,0
174,2014,2014-11-30,12,39.185,ATL,,ARI,W 29-18,,2,2,100.0,5,5,100.0,0,17,0,0,,0
175,2014,2014-12-08,13,39.193,ATL,@,GNB,L 37-43,,4,4,100.0,1,2,50.0,0,7,0,0,,0
176,2014,2014-12-14,14,39.199,ATL,,PIT,L 20-27,,2,2,100.0,2,2,100.0,0,8,0,0,,0
177,2014,2014-12-21,15,39.206,ATL,@,NOR,W 30-14,,3,3,100.0,3,3,100.0,0,12,0,0,,0
178,2014,2014-12-28,16,39.213,ATL,,CAR,L 3-34,,,,,1,1,100.0,0,3,0,0,,0
179,2015,2015-09-14,1,40.108,ATL,,PHI,W 26-24,,2,2,100.0,4,4,100.0,0,14,0,0,,0
180,2015,2015-09-20,2,40.114,ATL,@,NYG,W 24-20,,3,3,100.0,1,1,100.0,0,6,0,0,,0
181,2015,2015-09-27,3,40.121,ATL,@,DAL,W 39-28,,4,4,100.0,1,1,100.0,0,7,0,0,,0
182,2015,2015-10-04,4,40.128,ATL,,HOU,W 48-21,,6,6,100.0,,,,0,6,0,0,,0
183,2015,2015-10-11,5,40.135,ATL,,WAS,W 25-19,,1,1,100.0,2,4,50.0,0,7,0,0,,0
184,2015,2015-10-15,6,40.139,ATL,@,NOR,L 21-31,,3,3,100.0,,,,0,3,0,0,,0
185,2015,2015-10-25,7,40.149,ATL,@,TEN,W 10-7,,1,1,100.0,1,2,50.0,0,4,0,0,,0
186,2015,2015-11-01,8,40.156,ATL,,TAM,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
187,2015,2015-11-08,9,40.163,ATL,@,SFO,L 16-17,,1,1,100.0,3,3,100.0,0,10,0,0,,0
188,2015,2015-11-22,10,40.177,ATL,,IND,L 21-24,,3,3,100.0,,1,0.0,0,3,0,0,,0
189,2016,2016-09-11,1,41.105,ATL,,TAM,L 24-31,,1,1,100.0,3,3,100.0,0,10,0,0,,0
190,2016,2016-09-18,2,41.112,ATL,@,OAK,W 35-28,,3,3,100.0,2,2,100.0,0,9,0,0,,0
191,2016,2016-09-26,3,41.120,ATL,@,NOR,W 45-32,,6,6,100.0,1,1,100.0,0,9,0,0,,0
192,2016,2016-10-02,4,41.126,ATL,,CAR,W 48-33,,6,6,100.0,2,2,100.0,0,12,0,0,,0
193,2016,2016-10-09,5,41.133,ATL,@,DEN,W 23-16,,2,2,100.0,3,3,100.0,0,11,0,0,,0
194,2016,2016-10-16,6,41.140,ATL,@,SEA,L 24-26,,3,3,100.0,1,1,100.0,0,6,0,0,,0
195,2016,2016-10-23,7,41.147,ATL,,SDG,L 30-33,,3,3,100.0,3,4,75.0,0,12,0,0,,0
196,2016,2016-10-30,8,41.154,ATL,,GNB,W 33-32,,3,3,100.0,2,2,100.0,0,9,0,0,,0
197,2016,2016-11-03,9,41.158,ATL,@,TAM,W 43-28,,4,4,100.0,3,3,100.0,0,13,0,0,,0
198,2016,2016-11-13,10,41.168,ATL,@,PHI,L 15-24,,,1,0.0,3,4,75.0,0,9,2,67,33.50,0
199,2016,2016-11-27,11,41.182,ATL,,ARI,W 38-19,,5,5,100.0,1,1,100.0,0,8,0,0,,0
200,2016,2016-12-04,12,41.189,ATL,,KAN,L 28-29,,1,1,100.0,3,3,100.0,0,10,0,0,,0
201,2016,2016-12-11,13,41.196,ATL,@,LAR,W 42-14,,6,6,100.0,,,,0,6,0,0,,0
202,2016,2016-12-18,14,41.203,ATL,,SFO,W 41-13,,5,5,100.0,2,2,100.0,0,11,0,0,,0
203,2016,2016-12-24,15,41.209,ATL,@,CAR,W 33-16,,3,3,100.0,4,5,80.0,0,15,0,0,,0
204,2016,2017-01-01,16,41.217,ATL,,NOR,W 38-32,,5,5,100.0,1,1,100.0,0,8,0,0,,0
205,2017,2017-09-10,1,42.104,ATL,@,CHI,W 23-17,,2,2,100.0,3,3,100.0,0,11,0,0,,0
206,2017,2017-09-17,2,42.111,ATL,,GNB,W 34-23,,4,4,100.0,2,2,100.0,0,10,0,0,,0
207,2017,2017-09-24,3,42.118,ATL,@,DET,W 30-26,,3,3,100.0,3,3,100.0,0,12,0,0,,0
208,2017,2017-10-01,4,42.125,ATL,,BUF,L 17-23,,2,2,100.0,1,1,100.0,0,5,0,0,,0
209,2017,2017-10-15,5,42.139,ATL,,MIA,L 17-20,,2,2,100.0,1,2,50.0,0,5,0,0,,0
210,2017,2017-10-22,6,42.146,ATL,@,NWE,L 7-23,,1,1,100.0,,2,0.0,0,1,0,0,,0
211,2017,2017-10-29,7,42.153,ATL,@,NYJ,W 25-20,,1,1,100.0,4,4,100.0,0,13,0,0,,0
212,2017,2017-11-05,8,42.160,ATL,@,CAR,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
213,2017,2017-11-12,9,42.167,ATL,,DAL,W 27-7,,3,3,100.0,2,2,100.0,0,9,0,0,,0
214,2017,2017-11-20,10,42.175,ATL,@,SEA,W 34-31,,4,4,100.0,2,2,100.0,0,10,0,0,,0
215,2017,2017-11-26,11,42.181,ATL,,TAM,W 34-20,,4,4,100.0,2,2,100.0,0,10,0,0,,0
216,2017,2017-12-03,12,42.188,ATL,,MIN,L 9-14,,,,,3,4,75.0,0,9,0,0,,0
217,2017,2017-12-07,13,42.192,ATL,,NOR,W 20-17,,2,2,100.0,2,2,100.0,0,8,0,0,,0
218,2017,2017-12-18,14,42.203,ATL,@,TAM,W 24-21,,3,3,100.0,1,2,50.0,0,6,0,0,,0
219,2017,2017-12-24,15,42.209,ATL,@,NOR,L 13-23,,1,1,100.0,2,2,100.0,0,7,0,0,,0
220,2017,2017-12-31,16,42.216,ATL,,CAR,W 22-10,,1,1,100.0,5,5,100.0,0,16,0,0,,0
221,2018,2018-09-06,1,43.100,ATL,@,PHI,L 12-18,,,1,0.0,2,2,100.0,0,6,0,0,,0
222,2018,2018-09-16,2,43.110,ATL,,CAR,W 31-24,,4,4,100.0,1,1,100.0,0,7,0,0,,0
223,2018,2018-09-23,3,43.117,ATL,,NOR,L 37-43,,3,3,100.0,,,,0,3,0,0,,0
