ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1974,1974-09-15,1,22.221,SFO,@,NOR,W 17-13,,,,,,,,
2,1974,1974-09-22,2,22.228,SFO,@,ATL,W 16-10,,,,,,,,
3,1974,1974-09-29,3,22.235,SFO,,CIN,L 3-21,,,,,,,,
4,1974,1974-10-06,4,22.242,SFO,,STL,L 9-34,,,,,,,,
5,1974,1974-10-14,5,22.250,SFO,@,DET,L 13-17,,,,,,,,
6,1974,1974-10-20,6,22.256,SFO,@,RAM,L 14-37,,,,,,,,
7,1974,1974-10-27,7,22.263,SFO,,OAK,L 24-35,,,,,,,,
8,1974,1974-11-04,8,22.271,SFO,,RAM,L 13-15,,,,,,,,
9,1974,1974-11-10,9,22.277,SFO,@,DAL,L 14-20,,,,,,,,
10,1974,1974-11-17,10,22.284,SFO,@,CHI,W 34-0,,,,,,,,
11,1974,1974-11-24,11,22.291,SFO,,ATL,W 27-0,,,,,,,,
12,1974,1974-12-01,12,22.298,SFO,@,CLE,L 0-7,,,,,,,,
13,1974,1974-12-08,13,22.305,SFO,,GNB,W 7-6,,,,,,,,
14,1974,1974-12-15,14,22.312,SFO,,NOR,W 35-21,,,,,,,,
15,1975,1975-09-21,1,23.227,SFO,@,MIN,L 17-27,0,0,,0,1,13,13.00,0
16,1975,1975-09-28,2,23.234,SFO,,RAM,L 14-23,,,,,,,,
17,1975,1975-10-05,3,23.241,SFO,@,KAN,W 20-3,,,,,,,,
18,1975,1975-10-12,4,23.248,SFO,,ATL,L 3-17,,,,,,,,
19,1975,1975-10-19,5,23.255,SFO,,NOR,W 35-21,,,,,,,,
20,1975,1975-10-26,6,23.262,SFO,@,NWE,L 16-24,,,,,,,,
21,1975,1975-11-02,7,23.269,SFO,,DET,L 17-28,,,,,,,,
22,1975,1975-11-09,8,23.276,SFO,@,RAM,W 24-23,1,1,1.00,0,0,0,,0
23,1975,1975-11-16,9,23.283,SFO,,CHI,W 31-3,,,,,,,,
24,1975,1975-11-23,10,23.290,SFO,@,NOR,W 16-6,,,,,,,,
25,1975,1975-11-30,11,23.297,SFO,@,PHI,L 17-27,,,,,,,,
26,1975,1975-12-07,12,23.304,SFO,,HOU,L 13-27,,,,,,,,
27,1975,1975-12-14,13,23.311,SFO,@,ATL,L 9-31,,,,,,,,
28,1975,1975-12-21,14,23.318,SFO,,NYG,L 23-26,,,,,,,,
29,1976,1976-09-12,1,24.219,SFO,@,GNB,W 26-14,,,,,,,,
30,1976,1976-09-19,2,24.226,SFO,,CHI,L 12-19,,,,,,,,
31,1976,1976-10-03,4,24.240,SFO,,NYJ,W 17-6,,,,,,,,
32,1976,1976-10-11,5,24.248,SFO,@,RAM,W 16-0,,,,,,,,
33,1976,1976-10-17,6,24.254,SFO,,NOR,W 33-3,,,,,,,,
34,1976,1976-10-23,7,24.260,SFO,,ATL,W 15-0,,,,,,,,
35,1976,1976-10-31,8,24.268,SFO,@,STL,L 20-23,,,,,,,,
36,1976,1976-11-07,9,24.275,SFO,,WAS,L 21-24,,,,,,,,
37,1976,1976-11-14,10,24.282,SFO,@,ATL,L 16-21,,,,,,,,
