ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1985,1985-09-29,4,22.341,CHI,,WAS,W 45-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
2,1985,1985-10-21,7,22.363,CHI,,GNB,W 23-7,,0,0,,0,0,0,,0,,,,1,0,0.00,0,,0,0,,0,,,0,0
3,1985,1985-11-10,10,23.018,CHI,,DET,W 24-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
4,1985,1985-11-17,11,23.025,CHI,@,DAL,W 44-0,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,,,,
5,1985,1985-11-24,12,23.032,CHI,,ATL,W 36-0,,2,4,50.00,33,0,0,78.1,0,0,8.25,8.25,1,3,3.00,0,,0,0,,0,,,0,0
6,1985,1985-12-22,16,23.060,CHI,@,DET,W 37-17,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,,0,,,0,0
7,1986,1986-09-07,1,23.319,CHI,,CLE,W 41-31,,3,6,50.00,48,0,0,77.1,0,0,8.00,8.00,0,0,,0,,0,0,,0,,,0,0
8,1986,1986-09-14,2,23.326,CHI,,PHI,W 13-10,*,10,20,50.00,116,0,2,28.3,2,16,5.80,1.30,2,14,7.00,0,,0,0,,0,,,0,0
9,1986,1986-09-22,3,23.334,CHI,@,GNB,W 25-12,*,9,13,69.23,74,0,0,83.5,0,0,5.69,5.69,2,5,2.50,0,,0,0,,0,,,0,0
10,1986,1986-09-28,4,23.340,CHI,@,CIN,W 44-7,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,0,0,,0,,,0,0
11,1986,1986-10-19,7,23.361,CHI,@,MIN,L 7-23,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,1,9,9.00,0,,0,0,,0,,,0,0
